M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
2078,141,17901,fp16,N,N,103,-606603403,0.30274,0.86248,2.8489,4,12,266.3,0,1.0189
13530,358,11759,fp16,N,N,98,-606603414,1.33908,1.76296,1.3165,4,6,258.4,0,1.0025
163,146,480,fp16,N,N,92,-606603411,0.00999,0.00975,0.9760,4,623,39.2,0,1.0115
678,412,277,fp16,N,N,223,-606624090,0.01082,0.01041,0.9622,4,661,159.1,0,1.0083
922,4555,714,fp16,N,N,94,-606624254,0.08512,0.16708,1.9628,4,59,289.2,0,1.0168
318,555,341,fp16,N,N,94,-606624243,0.01342,0.01968,1.4662,4,380,97.0,0,1.0046
229,7268,10942,fp16,N,N,224,-606603320,0.48743,0.52207,1.0711,4,20,350.2,0,1.0060
27044,5130,388,fp16,N,N,98,-606624251,1.45568,1.54596,1.0620,4,7,398.4,0,1.0035
1518,191,9569,fp16,N,N,103,-606624108,0.17685,0.48208,2.7259,4,20,191.5,0,1.0058
5525,246,3721,fp16,N,N,99,-606603427,0.15671,1.21155,7.7310,4,9,308.7,0,1.0157
2903,646,13138,fp16,N,N,99,-606603416,0.63402,0.64445,1.0165,4,16,158.9,0,1.0163
19400,9691,148,fp16,N,N,94,-606603419,1.40464,1.40214,0.9982,4,8,541.5,0,1.0050
332,14142,449,fp16,N,N,98,-606624256,0.07883,0.19982,2.5346,4,48,403.1,0,1.0009
13397,5344,521,fp16,N,N,352,-606624259,0.86416,0.86646,1.0027,4,12,354.0,0,1.0051
490,4993,1305,fp16,N,N,101,-606624259,0.09678,0.16186,1.6724,4,62,249.0,0,1.0129
17055,928,3591,fp16,N,N,352,-606624255,1.12963,1.21292,1.0737,4,9,170.4,0,1.0319
9449,665,3396,fp16,N,N,90,-606603384,0.50058,0.63731,1.2731,4,16,187.4,0,1.0020
4566,1757,910,fp16,N,N,94,-606603423,0.17176,0.22408,1.3046,4,43,253.8,0,1.0030
1498,183,23114,fp16,N,N,103,-606624108,0.35120,0.35980,1.0245,4,27,224.4,0,1.0046
772,869,1937,fp16,N,N,103,-606603299,0.05575,0.05562,0.9977,4,165,162.2,0,1.0069
214,761,3307,fp16,N,N,103,-606603403,0.04403,0.07536,1.7115,4,126,161.3,0,1.0065
745,1019,160,fp16,N,N,90,-606624247,0.01184,0.03487,2.9450,4,231,304.1,0,1.0127
2026,13129,236,fp16,N,N,94,-606603423,0.23533,0.25852,1.0985,4,37,482.5,0,1.0104
631,3289,583,fp16,N,N,90,-606624249,0.04815,0.06193,1.2860,4,150,267.3,0,1.0057
5068,638,4194,fp16,N,N,98,-606603407,0.27095,2.60397,9.6106,4,5,224.4,0,1.0076
1494,587,9791,fp16,N,N,103,-606624215,0.26958,0.50115,1.8590,4,20,164.2,0,1.0109
180,2043,3289,fp16,N,N,103,-606624224,0.07041,0.15379,2.1842,4,63,228.6,0,1.0012
11375,263,6987,fp16,N,N,90,-606624259,0.62412,0.79304,1.2707,4,13,279.7,0,1.0120
148,6102,1802,fp16,N,N,107,-606603383,0.06127,0.10819,1.7658,4,93,426.6,0,1.0097
28299,3252,162,fp16,N,N,217,-606603427,0.64516,0.65522,1.0156,4,16,586.4,0,1.0011
146,2394,984,fp16,N,N,105,-606603296,0.02639,0.02773,1.0507,4,300,242.4,0,1.0053
657,695,2219,fp16,N,N,99,-606603299,0.06101,0.12684,2.0791,4,77,128.3,0,1.0050
554,3245,632,fp16,N,N,94,-606603393,0.04383,0.05963,1.3607,4,156,273.6,0,1.0050
189,6448,595,fp16,N,N,364,-606624147,0.02848,0.03216,1.1293,4,271,448.5,0,1.0022
617,9441,8668,fp16,N,N,90,-606624185,1.02283,1.27454,1.2461,4,8,193.3,0,1.0051
2919,742,14799,fp16,N,N,99,-606624248,0.71829,0.74634,1.0390,4,14,162.9,0,1.0044
184,2935,259,fp16,N,N,94,-606624140,0.01505,0.03827,2.5423,4,208,250.9,0,1.0073
22470,508,5716,fp16,N,N,223,-606603423,1.19388,1.30842,1.0959,4,8,258.3,0,1.0078
316,3942,3062,fp16,N,N,105,-606603424,0.12705,0.15812,1.2445,4,62,244.5,0,1.0079
1970,196,3139,fp16,N,N,232,-606624156,0.06751,0.06745,0.9990,4,138,224.3,0,1.0027
31983,601,145,fp16,N,N,90,-606624259,0.16515,0.17125,1.0370,4,57,522.8,0,1.0083
677,411,8594,fp16,N,N,99,-606603283,0.15374,0.15354,0.9987,4,61,128.9,0,1.0111
5977,9056,213,fp16,N,N,352,-606603338,0.39560,0.39791,1.0058,4,25,563.5,0,1.0196
21154,163,6884,fp16,N,N,94,-606603432,0.72761,0.87672,1.2049,4,12,422.3,0,1.0030
140,2653,9940,fp16,N,N,103,-606603296,0.22517,0.45585,2.0244,4,22,253.2,0,1.0009
735,2182,15132,fp16,N,N,99,-606624225,0.62573,0.71355,1.1403,4,14,151.3,0,1.0193
484,128,29438,fp16,N,N,399,-606624073,0.06602,0.24276,3.6768,4,40,549.5,0,1.0021
142,10724,8067,fp16,N,N,230,-606624131,0.33543,0.47878,1.4274,4,21,540.8,0,1.0270
7070,22490,328,fp16,N,N,98,-606603419,1.44203,1.44054,0.9990,4,7,454.5,0,1.0019
28745,18068,928,fp16,N,N,217,-606624251,8.86990,9.09218,1.0251,4,5,244.0,0,1.0103
217,226,7743,fp16,N,N,101,-606603283,0.04078,0.04074,0.9990,4,209,173.0,0,1.0161
4920,1810,534,fp16,N,N,98,-606603427,0.13311,0.14427,1.0838,4,67,321.6,0,1.0191
1043,305,4694,fp16,N,N,99,-606624224,0.09393,0.10549,1.1231,4,87,148.3,0,1.0032
773,10084,1182,fp16,N,N,217,-606624133,0.22795,0.23365,1.0250,4,42,249.4,0,1.0099
7830,2132,801,fp16,N,N,223,-606624258,0.31425,0.32876,1.0462,4,30,263.3,0,1.0151
545,7981,2163,fp16,N,N,90,-606603417,0.24220,0.30272,1.2499,4,33,224.1,0,1.0099
1373,14392,849,fp16,N,N,352,-606603386,0.36712,0.41123,1.1202,4,24,288.2,0,0.9985
798,12067,4238,fp16,N,N,94,-606603414,0.85795,1.11369,1.2981,4,9,172.0,0,1.0063
267,184,6375,fp16,N,N,393,-606603250,0.02592,0.03228,1.2451,4,243,229.4,0,1.0060
8343,625,2480,fp16,N,N,90,-606624258,0.30760,0.31511,1.0244,4,32,212.4,0,1.0072
241,7393,512,fp16,N,N,90,-606603417,0.03817,0.06166,1.6152,4,148,391.5,0,1.0056
236,2729,1294,fp16,N,N,101,-606624121,0.04053,0.04112,1.0146,4,205,252.9,0,1.0153
344,324,15417,fp16,N,N,232,-606624235,0.12144,0.31484,2.5925,4,31,173.3,0,1.0014
327,611,6369,fp16,N,N,99,-606603403,0.06737,0.10174,1.5102,4,91,189.2,0,1.0144
793,1693,706,fp16,N,N,90,-606603427,0.03521,0.05442,1.5455,4,166,252.2,0,1.0084
2589,470,5384,fp16,N,N,99,-606603428,0.20797,0.27329,1.3141,4,36,181.8,0,1.0126
2641,788,331,fp16,N,N,217,-606624133,0.02472,0.02467,0.9980,4,261,428.7,0,1.0003
3952,877,4278,fp16,N,N,94,-606603356,0.33196,0.50997,1.5362,4,20,166.2,0,1.0049
140,6203,275,fp16,N,N,94,-606624245,0.02232,0.02277,1.0202,4,355,312.0,0,1.0119
18699,32355,256,fp16,N,N,90,-606603420,4.47820,5.09376,1.1375,4,5,546.2,0,1.0047
2770,543,3688,fp16,N,N,101,-606624245,0.17498,0.21438,1.2252,4,44,174.0,0,1.0149
10133,149,259,fp16,N,N,90,-606603427,0.03228,0.03698,1.1456,4,220,352.1,0,1.0094
300,237,202,fp16,N,N,94,-606624243,0.01051,0.02212,2.1055,4,289,47.7,0,1.0058
138,748,11667,fp16,N,N,232,-606624235,0.09858,0.23049,2.3380,4,42,213.9,0,1.0143
2682,218,6314,fp16,N,N,107,-606603299,0.15286,0.31109,2.0351,4,32,254.9,0,1.0030
387,9164,377,fp16,N,N,217,-606603304,0.05057,0.05820,1.1509,4,159,423.0,0,1.0063
190,3084,6050,fp16,N,N,232,-606624125,0.12186,0.13632,1.1187,4,71,344.3,0,1.0047
22734,643,9504,fp16,N,N,94,-606603427,2.83415,2.87456,1.0143,4,5,177.4,0,1.0560
2078,7511,538,fp16,N,N,94,-606603423,0.23487,0.25037,1.0660,4,39,309.7,0,0.9834
12339,1835,565,fp16,N,N,90,-606603427,0.33019,0.35278,1.0684,4,28,322.8,0,1.0105
147,1734,4718,fp16,N,N,101,-606603403,0.08183,0.15138,1.8500,4,65,229.4,0,1.0063
1009,4516,731,fp16,N,N,217,-606603424,0.08753,0.11081,1.2659,4,86,300.5,0,1.0092
1757,964,1065,fp16,N,N,224,-606603304,0.05454,0.05454,1.0000,4,167,230.5,0,1.0072
206,199,151,fp16,N,N,94,-606603368,0.01067,0.01928,1.8066,4,294,26.8,0,1.0021
5585,16031,152,fp16,N,N,90,-606603427,0.68807,0.70717,1.0278,4,14,530.0,0,1.0080
296,15344,183,fp16,N,N,358,-606624196,0.04053,0.05924,1.4617,4,155,589.5,0,1.0213
4333,3043,1008,fp16,N,N,90,-606603427,0.28844,0.30749,1.0660,4,32,234.4,0,1.0072
151,3437,8079,fp16,N,N,99,-606624215,0.20467,0.37311,1.8230,4,27,293.4,0,1.0052
9687,951,5000,fp16,N,N,90,-606624258,0.89048,0.95745,1.0752,4,11,160.8,0,1.0084
