M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
3850,546,2853,fp16,N,N,105,-606624249,0.15232,1.33242,8.7474,4,8,219.9,0,1.0055
159,1785,4877,fp16,N,N,99,-606624235,0.09238,0.16530,1.7894,4,59,217.6,0,1.0008
12944,708,24023,fp16,N,N,223,-606624161,3.84917,3.87832,1.0076,4,5,179.9,0,1.0355
407,18635,591,fp16,N,N,90,-606624258,0.14093,0.45490,3.2278,4,21,375.0,0,0.9904
660,132,20045,fp16,N,N,232,-606603283,0.11892,0.34909,2.9355,4,30,269.9,0,1.0144
28191,342,548,fp16,N,N,92,-606624258,0.16321,0.17059,1.0452,4,58,427.9,0,1.0139
7915,187,1057,fp16,N,N,97,-606603413,0.06488,0.07236,1.1153,4,128,355.2,0,1.0025
614,943,15203,fp16,N,N,103,-606603299,0.35194,0.75168,2.1358,4,14,141.1,0,1.0018
804,21161,19972,fp16,N,N,94,-606624185,6.37733,9.54860,1.4973,4,5,148.2,0,1.0335
240,503,360,fp16,N,N,94,-606624140,0.01241,0.01937,1.5612,4,392,82.0,0,1.0095
4483,916,12551,fp16,N,N,217,-606603427,1.12459,1.30688,1.1621,4,8,135.1,0,1.0182
271,459,2644,fp16,N,N,99,-606603403,0.03194,0.05975,1.8706,4,163,136.4,0,1.0078
344,1600,26541,fp16,N,N,399,-606603377,0.31963,0.43443,1.3592,4,23,329.7,0,1.0025
1880,192,5159,fp16,N,N,399,-606624209,0.07567,0.18907,2.4986,4,52,301.6,0,1.0314
148,1363,190,fp16,N,N,94,-606624140,0.01089,0.00949,0.8712,4,621,126.8,0,1.0202
139,10766,567,fp16,N,N,92,-606603416,0.04021,0.07004,1.7420,4,128,456.4,0,1.0044
4849,858,1452,fp16,N,N,92,-606624258,0.14816,0.19809,1.3370,4,49,224.2,0,0.9859
195,5830,1641,fp16,N,N,99,-606603424,0.07786,0.09885,1.2696,4,94,312.4,0,1.0233
2953,824,586,fp16,N,N,364,-606603333,0.04855,0.06139,1.2646,4,149,291.7,0,1.0011
233,205,210,fp16,N,N,90,-606624200,0.00942,0.01007,1.0691,4,623,39.8,0,1.0046
979,1344,197,fp16,N,N,352,-606624157,0.01548,0.01470,0.9496,4,490,399.1,0,1.0193
10794,30348,706,fp16,N,N,223,-606624251,4.78883,4.79395,1.0011,4,5,285.7,0,1.0163
180,157,1555,fp16,N,N,101,-606603368,0.01821,0.01869,1.0265,4,300,63.8,0,0.9942
6460,255,7674,fp16,N,N,101,-606624258,0.31661,0.44991,1.4210,4,23,346.3,0,1.0058
954,11193,4145,fp16,N,N,94,-606624261,0.95801,1.29488,1.3516,4,8,149.7,0,1.0051
995,22025,8902,fp16,N,N,90,-606603430,3.67742,3.75131,1.0201,4,5,135.3,0,1.0079
1833,217,2136,fp16,N,N,99,-606603296,0.05280,0.05277,0.9994,4,167,196.0,0,1.0020
226,219,434,fp16,N,N,94,-606624101,0.01220,0.01026,0.8408,4,523,47.9,0,1.0237
5690,855,3297,fp16,N,N,94,-606603432,0.40007,3.01207,7.5289,4,5,156.5,0,1.0285
167,455,1685,fp16,N,N,97,-606603275,0.02295,0.02279,0.9931,4,366,104.6,0,1.0237
13198,580,1816,fp16,N,N,223,-606603423,0.29588,0.33746,1.1405,4,30,272.6,0,1.0239
1444,2788,1016,fp16,N,N,223,-606624256,0.10591,0.11036,1.0420,4,87,233.2,0,1.0228
260,985,188,fp16,N,N,94,-606603411,0.01154,0.00959,0.8316,4,581,129.4,0,1.0019
7883,185,25889,fp16,N,N,97,-606624249,1.22374,1.40852,1.1510,4,8,346.1,0,1.0059
5791,822,16962,fp16,N,N,92,-606603354,1.69181,1.69405,1.0013,4,6,143.9,0,1.0274
11051,191,1855,fp16,N,N,97,-606603427,0.13209,0.16427,1.2436,4,61,379.7,0,1.0045
1851,234,15222,fp16,N,N,101,-606603403,0.25233,0.66761,2.6458,4,15,258.4,0,1.0007
1674,631,2003,fp16,N,N,103,-606603383,0.07298,0.13017,1.7836,4,75,184.4,0,1.0013
6655,20645,448,fp16,N,N,90,-606603420,1.49757,1.51113,1.0091,4,7,383.3,0,1.0052
287,8655,147,fp16,N,N,90,-606603427,0.02441,0.03325,1.3619,4,260,514.7,0,1.0077
9165,243,383,fp16,N,N,90,-606624249,0.04489,0.04669,1.0399,4,190,359.0,0,1.0115
1621,184,563,fp16,N,N,364,-606624078,0.01707,0.02096,1.2278,4,358,188.9,0,1.0003
196,22930,1653,fp16,N,N,98,-606624239,0.23153,0.23937,1.0338,4,41,407.9,0,1.0236
582,238,1034,fp16,N,N,105,-606624224,0.02393,0.02947,1.2318,4,293,94.0,0,1.0158
513,1923,1063,fp16,N,N,97,-606603383,0.04533,0.07343,1.6200,4,129,201.3,0,1.0036
429,26260,572,fp16,N,N,217,-606624183,0.15930,0.27842,1.7478,4,36,474.5,0,1.0178
3344,308,5451,fp16,N,N,232,-606603321,0.20434,0.26531,1.2984,4,37,215.0,0,1.0079
239,154,147,fp16,N,N,92,-606603368,0.01072,0.02124,1.9824,4,318,24.5,0,1.0020
149,667,1268,fp16,N,N,97,-606624235,0.02604,0.03337,1.2819,4,261,94.8,0,1.0115
8511,161,24314,fp16,N,N,97,-606603410,1.15379,1.26266,1.0944,4,8,370.2,0,1.0050
