label,M,N,K,batch,dtype,opA,opB,beta,def_ms,tflops
hipblaslt,1024,256,1024,128,bf16,T,N,0,2.09393,32.82
hipblaslt,4096,256,128,2,bf16,T,N,0,0.04336,12.38
hipblaslt,256,512,4096,4,bf16,T,N,1,0.21915,19.60
hipblaslt,1024,512,512,128,bf16,T,N,1,2.28299,30.10
hipblaslt,4096,512,1024,32,bf16,T,N,1,4.24769,32.36
hipblaslt,2048,128,8192,8,bf16,T,N,0,1.80011,19.09
hipblaslt,128,256,256,128,bf16,T,N,0,0.10011,21.45
hipblaslt,1024,256,128,4,bf16,T,N,1,0.02523,10.64
hipblaslt,4096,128,64,8,bf16,T,N,1,0.05755,9.33
hipblaslt,1024,4096,128,2,bf16,T,N,1,0.13552,15.85
hipblaslt,64,512,8192,2,bf16,T,T,0,0.20816,5.16
hipblaslt,64,128,128,128,bf16,T,T,0,0.03168,8.47
hipblaslt,256,128,128,4,bf16,T,T,1,0.01824,1.84
hipblaslt,2048,256,256,128,bf16,T,T,0,2.16801,15.85
hipblaslt,64,1024,128,8,bf16,T,T,0,0.02059,6.52
hipblaslt,4096,128,1024,16,bf16,T,T,1,1.08470,15.84
hipblaslt,1024,64,8192,64,bf16,T,T,1,5.17847,13.27
hipblaslt,512,1024,2048,4,bf16,T,T,1,0.55072,15.60
hipblaslt,128,64,2048,64,bf16,T,T,0,0.25744,8.34
hipblaslt,4096,128,4096,64,bf16,T,T,1,17.44710,15.75
hipblaslt,128,1024,2048,32,bf16,T,T,0,1.39275,12.34
hipblaslt,2048,1024,1024,2,bf16,T,T,0,0.53334,16.11
hipblaslt,1024,1024,2048,4,bf16,T,T,0,1.05867,16.23
hipblaslt,512,64,128,32,bf16,T,T,1,0.03413,7.86
hipblaslt,2048,1024,1024,128,bf16,T,T,1,32.82326,16.75
hipblaslt,128,1024,2048,64,bf16,T,T,0,2.80444,12.25
hipblaslt,2048,1024,1024,2,bf16,T,T,1,0.54571,15.74
hipblaslt,512,128,256,2,bf16,T,T,0,0.01925,3.49
hipblaslt,2048,64,8192,16,bf16,T,T,1,2.29035,15.00
hipblaslt,4096,1024,4096,8,bf16,T,T,1,18.38337,14.95
hipblaslt,256,64,512,128,fp16,N,N,1,0.08640,24.86
hipblaslt,128,64,1024,64,fp16,N,N,0,0.05733,18.73
hipblaslt,64,256,4096,8,fp16,N,N,0,0.04912,21.86
hipblaslt,1024,64,1024,8,fp16,N,N,1,0.04064,26.42
hipblaslt,128,128,256,8,fp16,N,N,0,0.01765,3.80
hipblaslt,1024,1024,1024,4,fp16,N,N,0,0.09941,86.41
hipblaslt,512,1024,256,8,fp16,N,N,1,0.06544,32.82
hipblaslt,512,2048,4096,2,fp16,N,N,1,0.18421,93.26
hipblaslt,64,512,512,16,fp16,N,N,0,0.02709,19.82
hipblaslt,512,256,512,128,fp16,N,N,0,0.32384,53.05
hipblaslt,128,512,128,8,fp16,N,N,0,0.01920,6.99
hipblaslt,2048,256,64,2,fp16,N,N,0,0.02000,6.71
hipblaslt,4096,128,64,16,fp16,N,N,0,0.05499,19.53
hipblaslt,2048,1024,8192,16,fp16,N,N,0,4.14145,132.74
hipblaslt,128,2048,64,32,fp16,N,N,0,0.09557,11.23
hipblaslt,128,2048,4096,4,fp16,N,N,0,0.11237,76.44
hipblaslt,4096,4096,8192,8,fp16,N,N,0,20.50359,107.25
hipblaslt,4096,4096,64,8,fp16,N,N,0,1.04400,16.46
hipblaslt,2048,64,512,32,fp16,N,N,1,0.16517,26.00
hipblaslt,256,1024,2048,64,fp16,N,T,0,0.71104,96.65
hipblaslt,2048,64,2048,32,fp16,N,T,1,0.40379,42.55
hipblaslt,1024,4096,512,64,fp16,N,T,1,4.43932,61.92
hipblaslt,2048,256,256,32,fp16,N,T,1,0.27744,30.96
hipblaslt,512,4096,128,16,fp16,N,T,1,0.47734,18.00
hipblaslt,2048,256,1024,16,fp16,N,T,0,0.21088,81.47
hipblaslt,1024,128,64,64,fp16,N,T,1,0.11136,9.64
hipblaslt,128,128,64,4,fp16,N,T,0,0.01797,0.47
hipblaslt,256,256,2048,16,fp16,N,T,1,0.07760,55.35
hipblaslt,512,128,1024,8,fp16,N,T,0,0.03573,30.05
hipblaslt,64,128,8192,16,fp16,N,T,1,0.09451,22.72
hipblaslt,2048,2048,256,8,fp16,N,T,0,0.33040,52.00
hipblaslt,2048,1024,64,32,fp16,N,T,1,0.73424,11.70
hipblaslt,1024,2048,256,128,fp16,N,T,1,3.71287,37.02
hipblaslt,128,1024,128,128,fp16,N,T,1,0.29925,14.35
hipblaslt,256,4096,4096,32,fp16,N,T,1,2.29894,119.57
hipblaslt,256,128,128,2,fp16,N,T,0,0.01867,0.90
hipblaslt,128,128,4096,4,fp16,N,T,1,0.03813,14.08
hipblaslt,64,128,64,64,fp16,T,N,0,0.01877,3.57
hipblaslt,64,2048,8192,16,fp16,T,N,0,0.50443,68.12
hipblaslt,2048,256,8192,8,fp16,T,N,0,0.51472,133.51
hipblaslt,128,2048,4096,32,fp16,T,N,1,0.57995,118.49
hipblaslt,256,256,256,32,fp16,T,N,0,0.03573,30.05
hipblaslt,512,1024,2048,64,fp16,T,N,0,1.01851,134.94
hipblaslt,512,512,8192,4,fp16,T,N,1,0.16480,104.25
hipblaslt,2048,1024,8192,32,fp16,T,N,1,8.01421,137.20
hipblaslt,1024,512,8192,128,fp16,T,N,0,7.59144,144.84
hipblaslt,512,64,8192,4,fp16,T,N,0,0.06251,34.36
hipblaslt,256,512,64,16,fp16,T,N,1,0.04208,6.38
hipblaslt,256,4096,64,64,fp16,T,N,0,0.31275,27.47
hipblaslt,128,4096,128,32,fp16,T,N,1,0.20203,21.26
hipblaslt,1024,4096,64,2,fp16,T,N,0,0.04971,21.60
hipblaslt,1024,2048,512,4,fp16,T,N,0,0.09973,86.13
hipblaslt,4096,4096,1024,2,fp16,T,N,1,0.68502,100.32
hipblaslt,2048,64,64,128,fp16,T,N,0,0.11163,19.24
hipblaslt,64,128,512,32,fp16,T,N,0,0.02080,12.91
hipblaslt,128,1024,64,4,fp16,T,N,1,0.02171,3.09
hipblaslt,256,512,2048,128,fp16,T,N,1,0.61083,112.50
hipblaslt,256,256,512,8,fp16,T,T,0,0.02853,18.82
hipblaslt,2048,512,128,4,fp16,T,T,0,0.07451,14.41
hipblaslt,4096,256,2048,8,fp16,T,T,0,0.97035,35.41
hipblaslt,2048,2048,8192,8,fp16,T,T,1,21.66818,25.37
hipblaslt,64,512,64,8,fp16,T,T,0,0.01920,1.75
hipblaslt,256,64,64,16,fp16,T,T,1,0.01877,1.79
hipblaslt,2048,2048,64,4,fp16,T,T,1,0.23184,9.26
hipblaslt,256,256,2048,64,fp16,T,T,1,0.53664,32.01
hipblaslt,256,2048,1024,16,fp16,T,T,0,0.49270,34.87
hipblaslt,1024,4096,512,64,fp16,T,T,1,8.89160,30.91
hipblaslt,4096,1024,128,2,fp16,T,T,1,0.14347,14.97
hipblaslt,64,4096,128,64,fp16,T,T,0,0.24325,17.66
hipblaslt,64,256,4096,128,fp16,T,T,1,0.63008,27.27
hipblaslt,128,4096,512,2,fp16,T,T,0,0.04720,22.75
hipblaslt,1024,256,4096,4,fp16,T,T,0,0.27595,31.13
hipblaslt,4096,256,2048,4,fp16,T,T,1,0.50923,33.74
hipblaslt,256,512,256,4,fp16,T,T,0,0.02005,13.39
hipblaslt,2048,64,256,2,fp16,T,T,1,0.01872,7.17
hipblaslt_b,512,512,512,32,fp32,N,N,0,0.26528,32.38
hipblaslt_b,128,128,256,128,fp32,N,N,0,0.09435,11.38
hipblaslt_b,256,2048,4096,32,fp32,N,N,0,3.67777,37.37
hipblaslt_b,1024,512,512,16,fp32,N,N,0,0.24901,34.50
hipblaslt_b,4096,2048,512,4,fp32,N,N,1,0.91318,37.63
hipblaslt_b,2048,128,2048,2,fp32,N,N,0,0.07424,28.93
hipblaslt_b,512,256,4096,2,fp32,N,N,1,0.08864,24.23
hipblaslt_b,1024,64,4096,4,fp32,N,N,1,0.13477,15.93
hipblaslt_b,1024,64,8192,32,fp32,N,N,0,3.03436,11.32
hipblaslt_b,1024,512,64,8,fp32,N,N,0,0.04245,12.65
hipblaslt_b,128,2048,256,64,fp32,N,N,1,0.55702,15.42
hipblaslt_b,1024,128,256,2,fp32,N,N,0,0.01979,6.78
hipblaslt_b,64,128,8192,64,fp32,N,N,1,0.70870,12.12
hipblaslt_b,64,512,128,4,fp32,N,N,1,0.01813,1.85
hipblaslt_b,1024,64,4096,8,fp32,N,N,0,0.26171,16.41
hipblaslt_b,1024,512,512,128,fp32,N,N,0,1.82609,37.63
hipblaslt_b,2048,128,8192,8,fp32,N,N,1,1.53921,22.32
hipblaslt_b,4096,4096,256,8,fp32,N,N,1,1.87035,36.74
hipblaslt_b,64,128,256,32,fp32,N,N,1,0.02064,6.50
hipblaslt_b,64,64,128,4,fp32,N,T,1,0.01728,0.24
hipblaslt_b,128,128,4096,4,fp32,N,T,0,0.04912,10.93
hipblaslt_b,4096,256,128,128,fp32,N,T,1,2.31553,14.84
hipblaslt_b,128,2048,128,32,fp32,N,T,1,0.20987,10.23
hipblaslt_b,64,1024,64,8,fp32,N,T,0,0.02011,3.34
hipblaslt_b,512,512,2048,128,fp32,N,T,1,5.14412,26.72
hipblaslt_b,512,512,2048,32,fp32,N,T,0,1.04827,32.78
hipblaslt_b,128,64,2048,64,fp32,N,T,1,0.21339,10.06
hipblaslt_b,4096,512,512,8,fp32,N,T,0,0.48112,35.71
hipblaslt_b,2048,2048,1024,2,fp32,N,T,1,0.48363,35.52
hipblaslt_b,128,4096,512,16,fp32,N,T,1,0.35093,24.48
hipblaslt_b,512,4096,128,16,fp32,N,T,1,0.53814,15.96
hipblaslt_b,256,64,1024,64,fp32,N,T,1,0.19003,11.30
hipblaslt_b,4096,512,256,8,fp32,N,T,1,0.38411,22.36
hipblaslt_b,256,512,256,8,fp32,N,T,1,0.03829,14.02
hipblaslt_b,2048,2048,8192,4,fp32,N,T,1,9.41939,29.18
hipblaslt_b,256,128,2048,2,fp32,N,T,1,0.03819,7.03
hipblaslt_b,2048,256,512,64,fp32,N,T,0,1.09062,31.50
hipblaslt_b,4096,2048,1024,64,fp32,N,T,1,29.50555,37.26
hipblaslt_b,2048,4096,512,16,fp32,T,N,1,3.51756,39.07
hipblaslt_b,2048,512,64,2,fp32,T,N,0,0.02715,9.89
hipblaslt_b,64,1024,1024,64,fp32,T,N,0,0.36720,23.39
hipblaslt_b,1024,4096,8192,4,fp32,T,N,1,6.94429,39.58
hipblaslt_b,2048,4096,4096,16,fp32,T,N,1,27.38106,40.16
hipblaslt_b,128,2048,64,2,fp32,T,N,1,0.02235,3.00
hipblaslt_b,64,1024,64,2,fp32,T,N,1,0.01893,0.89
hipblaslt_b,256,256,1024,4,fp32,T,N,0,0.03072,17.48
hipblaslt_b,4096,4096,4096,16,fp32,T,N,0,54.64878,40.24
hipblaslt_b,256,512,2048,4,fp32,T,N,0,0.12197,17.61
hipblaslt_b,512,4096,4096,16,fp32,T,N,0,6.92963,39.67
hipblaslt_b,256,256,512,8,fp32,T,N,1,0.03675,14.61
hipblaslt_b,1024,4096,4096,4,fp32,T,N,1,3.49383,39.34
hipblaslt_b,64,1024,512,16,fp32,T,N,0,0.05365,20.01
hipblaslt_b,64,256,8192,2,fp32,T,N,1,0.03947,13.60
hipblaslt_b,2048,2048,64,32,fp32,T,N,1,1.67809,10.24
hipblaslt_b,2048,64,2048,16,fp32,T,N,1,0.35883,23.94
hipblaslt_b,128,128,64,16,fp32,T,N,0,0.01957,1.71
hipblaslt_b,64,256,512,32,fp32,T,N,1,0.04912,10.93
hipblaslt_b,128,4096,8192,2,fp32,T,T,1,0.86795,19.79
hipblaslt_b,128,4096,512,2,fp32,T,T,1,0.07541,14.24
hipblaslt_b,128,256,1024,64,fp32,T,T,1,0.24715,17.38
hipblaslt_b,64,1024,512,128,fp32,T,T,0,0.57184,15.02
hipblaslt_b,2048,256,128,64,fp32,T,T,0,0.84726,10.14
hipblaslt_b,2048,128,256,4,fp32,T,T,0,0.04800,11.18
hipblaslt_b,64,4096,4096,4,fp32,T,T,1,0.49520,17.35
hipblaslt_b,4096,4096,512,32,fp32,T,T,0,27.34170,20.11
hipblaslt_b,256,4096,64,8,fp32,T,T,1,0.23253,4.62
hipblaslt_b,128,256,256,64,fp32,T,T,0,0.09573,11.22
hipblaslt_b,128,512,64,4,fp32,T,T,1,0.01989,1.69
hipblaslt_b,2048,4096,128,128,fp32,T,T,0,26.97322,10.19
hipblaslt_b,1024,512,128,128,fp32,T,T,0,1.65793,10.36
hipblaslt_b,4096,128,8192,8,fp32,T,T,1,3.40567,20.18
hipblaslt_b,256,1024,64,32,fp32,T,T,1,0.22795,4.71
hipblaslt_b,64,256,256,4,fp32,T,T,0,0.01803,1.86
hipblaslt_b,256,4096,1024,8,fp32,T,T,0,0.78112,21.99
hipblaslt_b,512,512,128,2,fp32,T,T,1,0.02384,5.63
hipblaslt_b,128,1024,2048,128,fp32,T,T,1,3.00193,22.89
hipblaslt_b,2048,256,64,16,fp32,T,T,1,0.22315,4.81
hipblaslt_b,1024,128,256,64,bf16,N,N,0,0.16981,25.29
hipblaslt_b,512,1024,512,4,bf16,N,N,1,0.08171,26.28
hipblaslt_b,64,128,512,64,bf16,N,N,1,0.05237,10.25
hipblaslt_b,128,4096,128,16,bf16,N,N,0,0.11968,17.94
hipblaslt_b,1024,64,512,4,bf16,N,N,0,0.02299,11.68
hipblaslt_b,2048,256,64,8,bf16,N,N,0,0.05451,9.85
hipblaslt_b,1024,4096,4096,4,bf16,N,N,0,7.49709,18.33
hipblaslt_b,2048,64,4096,16,bf16,N,N,0,0.57168,30.05
hipblaslt_b,128,1024,512,8,bf16,N,N,1,0.05360,20.03
hipblaslt_b,128,512,128,8,bf16,N,N,0,0.01888,7.11
hipblaslt_b,128,2048,8192,4,bf16,N,N,0,0.83680,20.53
hipblaslt_b,512,1024,512,128,bf16,N,N,0,1.98849,34.56
hipblaslt_b,128,512,512,4,bf16,N,N,1,0.02192,12.25
hipblaslt_b,128,2048,128,4,bf16,N,N,0,0.02421,11.09
hipblaslt_b,1024,128,4096,16,bf16,N,N,0,0.65723,26.14
hipblaslt_b,128,256,2048,128,bf16,N,N,1,1.14763,14.97
hipblaslt_b,512,128,128,128,bf16,N,N,0,0.11221,19.14
hipblaslt_b,64,512,64,8,bf16,N,N,0,0.01760,1.91
hipblaslt_b,64,2048,1024,4,bf16,N,N,1,0.07008,15.32
hipblaslt_b,2048,256,64,32,bf16,N,T,1,0.19003,11.30
hipblaslt_b,128,2048,2048,2,bf16,N,T,0,0.18133,11.84
hipblaslt_b,256,512,256,64,bf16,N,T,1,0.30587,14.04
hipblaslt_b,1024,256,512,16,bf16,N,T,0,0.28475,15.08
hipblaslt_b,64,256,512,4,bf16,N,T,0,0.01845,3.64
hipblaslt_b,4096,4096,4096,2,bf16,N,T,1,22.36606,12.29
hipblaslt_b,256,512,512,32,bf16,N,T,0,0.28400,15.12
hipblaslt_b,4096,64,64,2,bf16,N,T,0,0.01867,3.60
hipblaslt_b,128,128,2048,32,bf16,N,T,1,0.18320,11.72
hipblaslt_b,4096,64,64,16,bf16,N,T,0,0.05019,10.70
hipblaslt_b,2048,512,128,64,bf16,N,T,1,1.38694,12.39
hipblaslt_b,512,512,4096,128,bf16,N,T,1,19.90013,13.81
hipblaslt_b,256,2048,2048,128,bf16,N,T,0,19.49239,14.10
hipblaslt_b,256,1024,512,2,bf16,N,T,0,0.04608,11.65
hipblaslt_b,128,256,2048,32,bf16,N,T,0,0.37589,11.43
hipblaslt_b,256,256,512,4,bf16,N,T,1,0.02971,9.04
hipblaslt_b,2048,512,64,32,bf16,N,T,1,0.38165,11.25
hipblaslt_b,64,4096,4096,2,bf16,N,T,0,0.36576,11.74
hipblaslt_b,256,512,8192,16,bf16,N,T,1,2.57702,13.33
hipblaslt_b,1024,128,128,8,bf16,N,T,1,0.03355,8.00
hipblaslt_b,4096,128,128,32,bf16,T,N,1,0.26475,16.22
hipblaslt_b,512,2048,8192,8,bf16,T,N,0,9.71924,14.14
hipblaslt_b,2048,64,64,32,bf16,T,N,0,0.05029,10.67
hipblaslt_b,2048,128,4096,4,bf16,T,N,1,0.37547,22.88
hipblaslt_b,2048,2048,64,2,bf16,T,N,0,0.09131,11.76
hipblaslt_b,4096,256,512,4,bf16,T,N,0,0.16048,26.76
hipblaslt_b,64,512,1024,4,bf16,T,N,0,0.03109,8.63
hipblaslt_b,4096,4096,1024,4,bf16,T,N,1,4.69415,29.28
hipblaslt_b,64,256,256,128,bf16,T,N,1,0.07765,13.83
hipblaslt_b,512,2048,128,2,bf16,T,N,1,0.04261,12.60
hipblaslt_b,1024,256,1024,128,bf16,T,N,0,2.09947,32.73
hipblaslt_b,4096,256,128,2,bf16,T,N,0,0.04299,12.49
hipblaslt_b,256,512,4096,4,bf16,T,N,1,0.20784,20.66
hipblaslt_b,1024,512,512,128,bf16,T,N,1,2.27979,30.14
hipblaslt_b,4096,512,1024,32,bf16,T,N,1,4.26108,32.25
hipblaslt_b,2048,128,8192,8,bf16,T,N,0,1.92086,17.89
hipblaslt_b,128,256,256,128,bf16,T,N,0,0.09973,21.53
hipblaslt_b,1024,256,128,4,bf16,T,N,1,0.02555,10.51
hipblaslt_b,4096,128,64,8,bf16,T,N,1,0.05733,9.36
hipblaslt_b,1024,4096,128,2,bf16,T,N,1,0.13408,16.02
hipblaslt_b,64,512,8192,2,bf16,T,T,0,0.20480,5.24
hipblaslt_b,64,128,128,128,bf16,T,T,0,0.03195,8.40
hipblaslt_b,256,128,128,4,bf16,T,T,1,0.01803,1.86
hipblaslt_b,2048,256,256,128,bf16,T,T,0,2.16630,15.86
hipblaslt_b,64,1024,128,8,bf16,T,T,0,0.02048,6.55
hipblaslt_b,4096,128,1024,16,bf16,T,T,1,1.08470,15.84
hipblaslt_b,1024,64,8192,64,bf16,T,T,1,5.38018,12.77
hipblaslt_b,512,1024,2048,4,bf16,T,T,1,0.54694,15.71
hipblaslt_b,128,64,2048,64,bf16,T,T,0,0.28587,7.51
hipblaslt_b,4096,128,4096,64,bf16,T,T,1,17.58897,15.63
hipblaslt_b,128,1024,2048,32,bf16,T,T,0,1.40235,12.25
hipblaslt_b,2048,1024,1024,2,bf16,T,T,0,0.53115,16.17
hipblaslt_b,1024,1024,2048,4,bf16,T,T,0,1.05931,16.22
hipblaslt_b,512,64,128,32,bf16,T,T,1,0.03403,7.89
hipblaslt_b,2048,1024,1024,128,bf16,T,T,1,32.87004,16.73
hipblaslt_b,128,1024,2048,64,bf16,T,T,0,2.93777,11.70
hipblaslt_b,2048,1024,1024,2,bf16,T,T,1,0.54454,15.77
hipblaslt_b,512,128,256,2,bf16,T,T,0,0.01872,3.58
hipblaslt_b,2048,64,8192,16,bf16,T,T,1,2.31484,14.84
hipblaslt_b,4096,1024,4096,8,bf16,T,T,1,18.74418,14.66
hipblaslt_b,256,64,512,128,fp16,N,N,1,0.08640,24.86
hipblaslt_b,128,64,1024,64,fp16,N,N,0,0.05429,19.78
hipblaslt_b,64,256,4096,8,fp16,N,N,0,0.04912,21.86
hipblaslt_b,1024,64,1024,8,fp16,N,N,1,0.03893,27.58
hipblaslt_b,128,128,256,8,fp16,N,N,0,0.01771,3.79
hipblaslt_b,1024,1024,1024,4,fp16,N,N,0,0.09920,86.59
hipblaslt_b,512,1024,256,8,fp16,N,N,1,0.06485,33.11
hipblaslt_b,512,2048,4096,2,fp16,N,N,1,0.18283,93.97
hipblaslt_b,64,512,512,16,fp16,N,N,0,0.02603,20.63
hipblaslt_b,512,256,512,128,fp16,N,N,0,0.32240,53.29
hipblaslt_b,128,512,128,8,fp16,N,N,0,0.01888,7.11
hipblaslt_b,2048,256,64,2,fp16,N,N,0,0.01995,6.73
hipblaslt_b,4096,128,64,16,fp16,N,N,0,0.05435,19.76
hipblaslt_b,2048,1024,8192,16,fp16,N,N,0,4.14321,132.69
hipblaslt_b,128,2048,64,32,fp16,N,N,0,0.09520,11.28
hipblaslt_b,128,2048,4096,4,fp16,N,N,0,0.11221,76.55
hipblaslt_b,4096,4096,8192,8,fp16,N,N,0,20.06615,109.59
hipblaslt_b,4096,4096,64,8,fp16,N,N,0,1.04299,16.47
hipblaslt_b,2048,64,512,32,fp16,N,N,1,0.16581,25.90
hipblaslt_b,256,1024,2048,64,fp16,N,T,0,0.71995,95.45
hipblaslt_b,2048,64,2048,32,fp16,N,T,1,0.40501,42.42
hipblaslt_b,1024,4096,512,64,fp16,N,T,1,4.45735,61.67
hipblaslt_b,2048,256,256,32,fp16,N,T,1,0.28373,30.27
hipblaslt_b,512,4096,128,16,fp16,N,T,1,0.48155,17.84
hipblaslt_b,2048,256,1024,16,fp16,N,T,0,0.21413,80.23
hipblaslt_b,1024,128,64,64,fp16,N,T,1,0.11088,9.68
hipblaslt_b,128,128,64,4,fp16,N,T,0,0.01765,0.48
hipblaslt_b,256,256,2048,16,fp16,N,T,1,0.07696,55.81
hipblaslt_b,512,128,1024,8,fp16,N,T,0,0.03499,30.69
hipblaslt_b,64,128,8192,16,fp16,N,T,1,0.11077,19.39
hipblaslt_b,2048,2048,256,8,fp16,N,T,0,0.32779,52.41
hipblaslt_b,2048,1024,64,32,fp16,N,T,1,0.72896,11.78
hipblaslt_b,1024,2048,256,128,fp16,N,T,1,3.72439,36.90
hipblaslt_b,128,1024,128,128,fp16,N,T,1,0.29536,14.54
hipblaslt_b,256,4096,4096,32,fp16,N,T,1,2.31089,118.95
hipblaslt_b,256,128,128,2,fp16,N,T,0,0.01787,0.94
hipblaslt_b,128,128,4096,4,fp16,N,T,1,0.03776,14.22
hipblaslt_b,64,128,64,64,fp16,T,N,0,0.01920,3.50
hipblaslt_b,64,2048,8192,16,fp16,T,N,0,0.50299,68.31
hipblaslt_b,2048,256,8192,8,fp16,T,N,0,0.50768,135.36
hipblaslt_b,128,2048,4096,32,fp16,T,N,1,0.57680,119.14
hipblaslt_b,256,256,256,32,fp16,T,N,0,0.03595,29.87
hipblaslt_b,512,1024,2048,64,fp16,T,N,0,1.01510,135.39
hipblaslt_b,512,512,8192,4,fp16,T,N,1,0.16496,104.15
hipblaslt_b,2048,1024,8192,32,fp16,T,N,1,8.01406,137.20
hipblaslt_b,1024,512,8192,128,fp16,T,N,0,7.58728,144.92
hipblaslt_b,512,64,8192,4,fp16,T,N,0,0.06379,33.67
hipblaslt_b,256,512,64,16,fp16,T,N,1,0.04421,6.07
hipblaslt_b,256,4096,64,64,fp16,T,N,0,0.31131,27.59
hipblaslt_b,128,4096,128,32,fp16,T,N,1,0.19893,21.59
hipblaslt_b,1024,4096,64,2,fp16,T,N,0,0.04933,21.76
hipblaslt_b,1024,2048,512,4,fp16,T,N,0,0.09995,85.94
hipblaslt_b,4096,4096,1024,2,fp16,T,N,1,0.67931,101.16
hipblaslt_b,2048,64,64,128,fp16,T,N,0,0.11120,19.31
hipblaslt_b,64,128,512,32,fp16,T,N,0,0.02021,13.28
hipblaslt_b,128,1024,64,4,fp16,T,N,1,0.02021,3.32
hipblaslt_b,256,512,2048,128,fp16,T,N,1,0.59216,116.05
hipblaslt_b,256,256,512,8,fp16,T,T,0,0.02821,19.03
hipblaslt_b,2048,512,128,4,fp16,T,T,0,0.07451,14.41
hipblaslt_b,4096,256,2048,8,fp16,T,T,0,0.97483,35.25
hipblaslt_b,2048,2048,8192,8,fp16,T,T,1,21.18258,25.95
hipblaslt_b,64,512,64,8,fp16,T,T,0,0.01792,1.87
hipblaslt_b,256,64,64,16,fp16,T,T,1,0.01787,1.88
hipblaslt_b,2048,2048,64,4,fp16,T,T,1,0.23195,9.26
hipblaslt_b,256,256,2048,64,fp16,T,T,1,0.54091,31.76
hipblaslt_b,256,2048,1024,16,fp16,T,T,0,0.49734,34.54
hipblaslt_b,1024,4096,512,64,fp16,T,T,1,8.90041,30.88
hipblaslt_b,4096,1024,128,2,fp16,T,T,1,0.14661,14.65
hipblaslt_b,64,4096,128,64,fp16,T,T,0,0.24656,17.42
hipblaslt_b,64,256,4096,128,fp16,T,T,1,0.59307,28.97
hipblaslt_b,128,4096,512,2,fp16,T,T,0,0.04715,22.77
hipblaslt_b,1024,256,4096,4,fp16,T,T,0,0.27589,31.13
hipblaslt_b,4096,256,2048,4,fp16,T,T,1,0.51163,33.58
hipblaslt_b,256,512,256,4,fp16,T,T,0,0.02032,13.21
hipblaslt_b,2048,64,256,2,fp16,T,T,1,0.01904,7.05
