M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
891,21353,1062,fp16,T,T,53,-606629618,0.46639,0.47746,1.0237,4,21,264.5,0,1.0084
189,237,6358,fp16,T,T,53,-606629612,0.11830,0.65336,5.5230,4,17,47.3,0,0.9997
505,7784,7175,fp16,T,T,53,-606629617,0.71694,4.05611,5.6576,4,5,187.8,0,1.0074
708,2015,2483,fp16,T,T,53,-606629606,0.11348,0.63895,5.6304,4,16,169.4,0,1.0089
230,8592,18796,fp16,T,T,88,-606629614,1.03364,5.43255,5.2557,4,5,328.5,0,1.0052
1007,17444,1233,fp16,T,T,53,-606629620,0.52116,2.77421,5.3232,4,5,222.1,0,1.0075
1669,27550,633,fp16,T,T,53,-606629620,0.81367,0.90097,1.1073,4,11,271.5,0,1.0003
30986,548,5074,fp16,T,T,88,-606629607,1.76424,1.76762,1.0019,4,6,219.9,0,1.0051
143,485,1595,fp16,T,T,53,-606629612,0.03197,0.20564,6.4322,4,47,71.3,0,1.0018
915,270,351,fp16,T,T,53,-606629613,0.01090,0.04803,4.4048,4,183,166.9,0,1.0235
2454,207,745,fp16,T,T,53,-606629613,0.02535,0.10642,4.1976,4,91,236.5,0,1.0014
24670,697,14129,fp16,T,T,53,-606629608,7.95088,7.83155,0.9850,4,5,98.8,0,1.0040
728,6361,248,fp16,T,T,53,-606629608,0.08530,0.18040,2.1149,4,54,258.4,0,1.0061
1020,18926,26025,fp16,T,T,53,-606629611,17.25545,63.93920,3.7055,4,5,64.6,0,0.9995
1193,16653,484,fp16,T,T,53,-606629608,0.31350,1.27348,4.0621,4,8,308.6,0,0.9987
8826,18061,764,fp16,T,T,53,-606629618,2.70701,2.81748,1.0408,4,5,250.7,0,1.0037
16426,150,372,fp16,T,T,88,-606629607,0.05455,0.20370,3.7340,4,49,406.7,0,1.0017
7002,3543,228,fp16,T,T,53,-606629609,0.34487,0.80021,2.3203,4,13,301.7,0,1.0067
716,1512,2933,fp16,T,T,53,-606629606,0.12401,0.59224,4.7757,4,17,140.3,0,1.0132
318,444,526,fp16,T,T,88,-606629622,0.01215,0.02709,2.2305,4,310,112.5,0,1.0078
443,1636,24285,fp16,T,T,53,-606629622,0.72276,3.56737,4.9358,4,5,143.7,0,1.0021
257,835,12264,fp16,T,T,53,-606629612,0.21257,1.24478,5.8558,4,9,130.0,0,1.0144
678,3464,1367,fp16,T,T,53,-606629617,0.09924,0.49966,5.0348,4,20,208.8,0,1.0108
4518,168,1100,fp16,T,T,88,-606629614,0.04386,0.12947,2.9523,4,75,304.3,0,1.0104
163,312,1600,fp16,T,T,88,-606629613,0.02849,0.06050,2.1240,4,149,60.5,0,1.0048
4594,1919,175,fp16,T,T,53,-606629608,0.14017,0.22514,1.6062,4,44,267.8,0,1.0041
6430,13016,398,fp16,T,T,88,-606629615,0.91818,0.97316,1.0599,4,11,381.5,0,1.0023
14193,472,5665,fp16,T,T,53,-606629610,0.89844,5.49194,6.1127,4,5,214.8,0,1.0029
278,3274,1349,fp16,T,T,53,-606629606,0.05950,0.27973,4.7015,4,36,222.3,0,1.0200
5765,243,4643,fp16,T,T,53,-606629614,0.19015,1.18640,6.2392,4,9,322.9,0,1.0002
644,9177,1250,fp16,T,T,53,-606629620,0.21417,1.15280,5.3826,4,9,225.0,0,1.0140
173,2626,536,fp16,T,T,88,-606629622,0.01897,0.07016,3.6988,4,132,254.0,0,1.0053
1721,277,14359,fp16,T,T,53,-606629621,0.36471,2.01356,5.5210,4,5,162.6,0,1.0016
128,162,5085,fp16,T,T,53,-606629612,0.09293,0.53437,5.7503,4,20,32.6,0,0.9991
4995,2737,283,fp16,T,T,53,-606629608,0.21123,0.53173,2.5173,4,19,279.6,0,1.0050
22183,916,1728,fp16,T,T,88,-606629609,0.73204,0.73953,1.0102,4,14,220.1,0,1.0163
258,1493,721,fp16,T,T,53,-606629613,0.02320,0.10676,4.6018,4,92,175.3,0,0.9986
2057,12434,796,fp16,T,T,88,-606629618,0.55898,2.31353,4.1388,4,5,224.3,0,1.0056
275,19775,573,fp16,T,T,53,-606629618,0.13371,0.54114,4.0470,4,19,334.5,0,1.0037
254,11817,9423,fp16,T,T,53,-606629609,0.59940,4.33052,7.2248,4,5,399.6,0,1.0111
502,504,814,fp16,T,T,88,-606629613,0.01790,0.01766,0.9864,4,401,148.0,0,1.0036
23124,252,917,fp16,T,T,53,-606629607,0.14905,0.15749,1.0566,4,62,444.0,0,1.0142
312,271,11702,fp16,T,T,53,-606629622,0.18981,1.46614,7.7243,4,7,73.7,0,0.9996
11282,7902,187,fp16,T,T,53,-606629608,1.18167,1.18839,1.0057,4,9,307.8,0,1.0059
246,2759,773,fp16,T,T,53,-606629613,0.02725,0.11947,4.3837,4,82,270.1,0,1.0044
472,2301,205,fp16,T,T,53,-606629606,0.01768,0.05364,3.0340,4,171,310.0,0,1.0022
15254,589,853,fp16,T,T,53,-606629615,0.20258,1.10049,5.4324,4,10,310.8,0,1.0151
203,494,365,fp16,T,T,53,-606629622,0.01032,0.04064,3.9368,4,184,88.2,0,0.9987
780,12256,4498,fp16,T,T,88,-606629615,0.93662,5.03389,5.3745,4,5,166.0,0,1.0041
7082,514,964,fp16,T,T,88,-606629607,0.10135,0.46505,4.5887,4,22,288.2,0,1.0036
3555,459,698,fp16,T,T,53,-606629614,0.05416,0.20996,3.8767,4,47,224.0,0,1.0021
19485,361,136,fp16,T,T,53,-606629621,0.09744,0.15579,1.5989,4,63,344.2,0,1.0133
2173,177,6180,fp16,T,T,53,-606629613,0.11738,0.78943,6.7254,4,13,260.6,0,1.0005
23804,559,1509,fp16,T,T,53,-606629607,0.44489,0.45124,1.0143,4,22,284.9,0,1.0039
5737,5060,191,fp16,T,T,53,-606629618,0.33429,0.80391,2.4048,4,13,359.7,0,1.0162
