M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
164,4798,38,fp16,N,T,62,-606627737,0.00969,0.00978,1.0095,4,658,363.6,0,1.0016
29,109,3,bf16,T,N,231,-606605566,0.00786,0.00785,0.9983,4,998,1.7,0,1.0030
4,883,16,fp16,N,N,94,-606603368,0.00781,0.00768,0.9833,4,957,5.4,0,1.0024
149,2,3168,fp32,T,N,212,-606603811,0.04786,0.06752,1.4109,4,133,40.0,0,1.0021
2647,93,1,fp32,N,T,612,-606618244,0.00700,0.00731,1.0438,4,877,142.1,0,1.0042
1,1947,305,fp16,T,T,23,-606629598,0.00757,0.00756,0.9989,4,877,158.0,0,1.0026
25882,475,9,fp16,N,T,62,-524,0.06215,0.10163,1.6352,4,96,798.9,0,1.0084
4641,3,13,fp16,T,T,53,-606629612,0.00734,0.00765,1.0422,4,929,24.0,0,0.9866
5394,2,3485,fp16,T,N,57,-606603020,0.11864,0.47465,4.0006,4,21,317.4,0,1.0082
7646,453,8,bf16,N,N,166,-714,0.02075,0.03582,1.7260,4,227,673.8,0,1.0015
167,7,5839,fp16,T,T,53,-606629622,0.10326,1.10637,10.7145,4,9,19.7,0,1.0038
123,3317,1855,fp16,N,N,99,-606624224,0.05117,0.10433,2.0389,4,94,281.3,0,1.0110
37,7302,29201,bf16,N,T,64,-606603153,0.54209,0.54021,0.9965,4,20,792.7,0,1.0021
1,5316,27424,fp32,T,T,13,-606620753,0.49657,0.49428,0.9954,4,18,1174.6,0,1.0310
2533,4657,1980,bf16,N,T,57,-606603161,0.52192,0.50379,0.9652,4,20,145.0,0,0.9982
98,6,13,bf16,T,N,35,-606605476,0.00730,0.00762,1.0426,4,972,0.7,0,0.9819
18,27236,2,bf16,N,N,273,-606629849,0.00769,0.01338,1.7390,4,517,269.1,0,0.9992
14,26242,27847,fp32,N,T,612,-606601886,2.72693,2.72431,0.9990,4,5,1073.0,0,1.0025
1851,10,45,fp32,N,N,556,-606605146,0.00799,0.00785,0.9816,4,987,51.2,0,1.0041
254,785,14,fp16,N,N,94,-606603411,0.00800,0.01233,1.5413,4,564,103.3,0,1.0155
2146,49,23,bf16,T,N,231,-606630723,0.00877,0.00802,0.9145,4,906,59.5,0,1.0030
1041,90,359,bf16,N,T,57,-606623200,0.00920,0.01605,1.7438,4,458,129.0,0,0.9956
7,44,48,fp32,N,N,556,-606605144,0.00888,0.00824,0.9278,4,792,1.2,0,1.0088
26,6,133,fp32,T,T,82,-606620789,0.00892,0.00843,0.9454,4,554,2.0,0,1.0001
5,17516,1056,bf16,T,T,4,-357,0.16496,0.16493,0.9998,4,60,226.5,0,1.0205
61,6,17231,bf16,T,T,39,-606619899,0.31816,0.46953,1.4758,4,23,7.3,0,1.0040
5550,10297,8,bf16,T,N,231,-606630771,0.21237,0.80052,3.7695,4,13,1077.6,0,1.0021
1943,882,364,bf16,T,T,39,-606619915,0.03814,0.04729,1.2400,4,198,233.7,0,1.0155
7,1,57,fp16,N,T,63,-9,0.00470,0.00802,1.7075,4,962,0.2,0,0.9837
40,83,3,bf16,T,T,39,-606619918,0.00814,0.00815,1.0005,4,877,1.7,0,1.0024
107,6468,22,fp16,T,T,88,-606629547,0.00828,0.01027,1.2396,4,640,369.1,0,1.0218
8415,22,26325,fp32,T,N,519,-606603771,0.87761,1.14099,1.3001,4,9,1013.2,0,1.1037
11,117,11,bf16,T,N,231,-606605463,0.00779,0.00768,0.9854,4,1003,1.0,0,0.9305
2,129,28383,bf16,T,N,28,-148,0.05696,1.30777,22.9582,4,8,130.6,0,1.0040
1572,168,1,bf16,T,T,39,-606619917,0.00825,0.00810,0.9819,4,902,128.5,0,0.9969
1020,1738,52,bf16,T,N,231,-606630786,0.01681,0.02747,1.6342,4,297,438.9,0,1.0040
506,319,4,fp16,N,T,62,-606627733,0.00793,0.00782,0.9850,4,873,82.2,0,1.0107
876,12212,7954,bf16,T,N,332,-606605608,1.65362,1.57483,0.9524,4,7,151.8,0,1.1358
32526,12,154,fp32,T,N,525,-606624716,0.02300,0.04614,2.0061,4,194,939.3,0,0.8969
37,2066,1,fp32,T,T,82,-606620761,0.00742,0.00778,1.0491,4,943,42.3,0,0.9983
7,870,1057,fp32,T,N,519,-606624689,0.01608,0.01642,1.0209,4,467,232.1,0,1.0014
87,5530,143,fp32,T,N,519,-606624664,0.01183,0.01462,1.2360,4,498,434.3,0,1.0098
8190,29,18,fp16,N,N,94,-606624247,0.00745,0.01405,1.8866,4,514,167.3,0,0.9982
48,37,19,fp16,N,T,62,-606627728,0.00738,0.00792,1.0740,4,947,1.4,0,0.9975
6604,1,995,bf16,T,T,40,-606619929,0.02773,0.02785,1.0042,4,330,474.9,0,0.9958
1219,735,5285,fp16,N,T,68,-606627698,0.15321,0.20506,1.3384,4,49,158.2,0,1.0071
29657,125,6,bf16,T,T,39,-355,0.02389,0.04543,1.9016,4,196,635.6,0,1.0027
3462,1315,917,fp32,N,N,556,-606604948,0.26565,0.30268,1.1394,4,33,134.5,0,1.0112
70,36,8,fp16,N,N,223,-606624086,0.00750,0.00778,1.0369,4,1031,1.6,0,0.9934
40,466,14798,bf16,T,T,39,-606619899,0.25066,0.37458,1.4944,4,27,60.0,0,1.0088
292,586,2060,bf16,T,T,39,-606619899,0.03993,0.05342,1.3378,4,181,107.7,0,1.0080
4229,16,3,bf16,T,N,441,-606630678,0.00705,0.00754,1.0683,4,987,42.0,0,1.0044
67,4110,2,fp32,T,T,82,-606620797,0.00765,0.00950,1.2427,4,663,148.4,0,1.0018
1951,4,299,fp32,N,N,556,-606628038,0.00738,0.00793,1.0749,4,834,321.0,0,1.0034
621,15962,1171,bf16,T,T,39,-606619900,0.29280,0.29235,0.9985,4,34,268.1,0,1.1804
17537,4,204,fp32,T,T,82,-606620762,0.02074,0.02102,1.0139,4,381,703.8,0,0.9408
13282,42,5541,bf16,N,N,176,-606629944,0.18867,0.31116,1.6492,4,32,794.4,0,1.0109
2,24324,26533,bf16,N,N,283,-606605207,1.17910,1.86386,1.5807,4,6,1095.0,0,1.0238
30,3,34,bf16,N,N,12,-606629829,0.00851,0.00784,0.9210,4,893,0.3,0,1.0132
2959,44,947,fp16,T,N,386,-606622740,0.01987,0.03302,1.6624,4,267,312.5,0,0.9983
28,9,1099,fp16,T,N,249,-606622748,0.01315,0.12652,9.6229,4,65,6.3,0,1.0136
2743,14109,83,bf16,T,N,231,-606630786,0.29402,0.32330,1.0996,4,31,536.0,0,1.0022
12073,33,4,fp32,T,N,519,-606624793,0.00858,0.00798,0.9294,4,849,208.2,0,0.9999
14,4101,33,bf16,N,T,57,-606623219,0.00853,0.00800,0.9378,4,933,58.8,0,1.0015
9,1,3092,bf16,N,T,63,-9,0.00537,0.01487,2.7681,4,351,11.5,0,1.0026
48,24254,5,fp16,T,N,245,-606602866,0.00975,0.02252,2.3112,4,337,502.8,0,1.0211
3,2,296,bf16,T,T,4,-354,0.01708,0.05949,3.4820,4,133,0.2,0,1.0004
2,131,8665,fp16,N,N,103,-606603283,0.02368,0.02316,0.9778,4,322,97.4,0,1.0025
8,2,2709,fp32,N,T,612,-606602200,0.01849,0.03768,2.0375,4,159,5.9,0,1.0065
19544,1,6,fp32,N,N,203,-606604989,0.00652,0.00651,0.9979,4,1031,84.0,0,1.0029
6883,8,593,fp16,N,N,364,-606624085,0.01852,0.11661,6.2976,4,83,453.3,0,1.0031
2,2,324,fp16,N,T,62,-606627668,0.00850,0.00816,0.9600,4,645,0.3,0,1.0016
12789,43,115,fp16,N,N,90,-606624243,0.01445,0.02072,1.4340,4,389,356.4,0,1.0032
10,1,24,fp16,N,N,18,-9,0.00517,0.00816,1.5786,4,727,0.1,0,1.0023
2045,28692,3824,fp16,T,N,382,-606603104,3.76756,3.76868,1.0003,4,5,124.7,0,1.1074
42,29,1,fp16,N,N,94,-606624200,0.00807,0.00817,1.0126,4,933,0.6,0,0.9396
3,2,465,bf16,N,T,57,-606623223,0.00805,0.00787,0.9780,4,682,0.6,0,1.0033
10,88,41,bf16,N,N,388,-606629849,0.00806,0.00804,0.9976,4,929,1.4,0,0.9945
9661,44,17,fp16,T,T,53,-376,0.00872,0.00908,1.0411,4,722,232.9,0,1.0029
859,952,4155,fp32,T,T,82,-606620831,0.29243,0.47342,1.6189,4,21,114.1,0,1.0170
4117,207,1802,bf16,N,T,62,-606623140,0.06548,0.20273,3.0963,4,49,290.1,0,1.0032
156,18483,3023,fp32,N,N,556,-606628007,0.56540,0.81575,1.4428,4,13,419.0,0,1.1170
70,8533,14761,bf16,T,T,39,-606619903,0.44826,0.51477,1.1484,4,18,571.9,0,0.9345
17905,4,20192,fp32,N,N,556,-606605146,1.26608,1.83741,1.4513,4,5,1142.7,0,1.0658
2,2,3,fp32,T,N,201,-606603825,0.00825,0.00778,0.9435,4,826,0.0,0,0.9624
13570,3,5342,bf16,T,N,29,-606630723,0.24312,0.24294,0.9993,4,40,597.1,0,1.0103
273,20399,131,fp32,T,T,82,-606620831,0.08294,0.11408,1.3756,4,85,399.2,0,1.0852
923,49,59,fp16,T,T,53,-606629622,0.00759,0.01014,1.3351,4,472,38.9,0,0.9264
1636,7192,3,fp16,N,T,227,-524,0.05285,0.05308,1.0044,4,170,891.5,0,1.0788
16029,5,174,fp16,N,N,51,-606624140,0.01631,0.02526,1.5489,4,324,361.8,0,0.9402
14013,17,331,bf16,T,N,231,-606605476,0.02105,0.03099,1.4720,4,288,486.4,0,0.9876
2,203,18251,fp32,N,N,556,-606605147,0.10393,0.30339,2.9191,4,34,144.0,0,0.9927
1,319,639,fp16,T,T,23,-606629600,0.00509,0.00490,0.9621,4,1303,80.6,0,1.0090
3293,110,216,bf16,T,T,39,-606619899,0.01039,0.01899,1.8274,4,417,281.0,0,1.0059
1344,8199,30,fp32,N,T,612,-606601989,0.05242,0.08485,1.6185,4,112,862.7,0,1.0018
1913,2,215,bf16,N,N,12,-606605179,0.00842,0.00781,0.9272,4,795,99.6,0,1.0084
1649,4,40,fp32,N,N,556,-606628038,0.00899,0.00812,0.9027,4,967,32.3,0,1.0015
1133,244,8,bf16,N,T,57,-606623163,0.00847,0.00810,0.9563,4,893,133.1,0,1.0161
105,9458,22,fp16,N,N,92,-606624140,0.01043,0.00977,0.9368,4,654,421.3,0,1.0001
410,20,45,fp16,N,T,62,-606604834,0.00879,0.00790,0.8992,4,972,8.1,0,1.0069
944,111,53,fp16,N,T,62,-606627724,0.00882,0.00802,0.9089,4,802,60.2,0,1.0023
2319,1476,2323,fp16,T,T,53,-606629607,0.23468,0.23521,1.0023,4,42,133.5,0,1.0078
3,135,546,fp16,N,T,62,-606627734,0.00817,0.00888,1.0868,4,601,18.6,0,0.9930
130,12,29015,bf16,T,N,349,-606605451,0.04139,0.03933,0.9502,4,201,199.2,0,1.0033
141,549,42,fp16,N,N,90,-606624243,0.00866,0.00799,0.9225,4,792,42.4,0,1.0091
2,13,3653,bf16,T,T,4,-354,0.17893,0.33866,1.8927,4,26,0.6,0,1.0161
86,498,4,fp32,T,T,82,-606620755,0.00892,0.00821,0.9210,4,802,20.3,0,1.0013
2,2505,510,fp32,T,N,253,-606624665,0.01144,0.01057,0.9237,4,685,448.8,0,1.0101
2038,174,5,fp16,T,T,53,-378,0.00960,0.00855,0.8899,4,853,150.0,0,1.0056
2,6,1,bf16,T,N,17,-606630723,0.00809,0.00767,0.9477,4,1025,0.0,0,0.8420
8,918,7566,fp16,T,N,258,-606603003,0.02290,0.02273,0.9927,4,335,613.3,0,1.0046
309,55,2837,bf16,N,T,62,-606623130,0.02578,0.02582,1.0014,4,328,82.8,0,1.0034
31,26206,7,bf16,T,N,231,-144,0.01040,0.01217,1.1693,4,577,347.6,0,1.0057
16,31,2228,fp16,N,T,68,-606604760,0.01498,0.01486,0.9918,4,343,14.1,0,1.0020
2,1,45,bf16,T,T,5,-357,0.00529,0.00505,0.9551,4,1294,0.1,0,1.0035
27,28780,14837,bf16,N,T,62,-606603153,1.02654,1.23667,1.2047,4,9,835.7,0,0.9971
6212,191,527,fp32,N,T,612,-606602207,0.05020,0.06806,1.3556,4,138,363.4,0,1.0234
28224,826,15,fp16,T,N,245,-606603047,0.10533,0.30074,2.8551,4,33,893.6,0,1.0148
19155,274,1,fp32,N,N,556,-606608213,0.02317,0.02559,1.1046,4,330,909.4,0,0.9722
43,19,1824,fp16,T,N,255,-606622839,0.01446,0.04434,3.0656,4,125,15.9,0,1.0140
10,119,23533,fp32,N,N,556,-606628038,0.15504,0.40917,2.6392,4,25,78.4,0,1.0007
3861,26113,2,fp16,N,T,62,-520,0.50048,0.60176,1.2024,4,17,806.0,0,1.0028
253,6,39,fp16,T,T,53,-606629612,0.00922,0.00797,0.8646,4,579,2.8,0,1.0086
197,2664,206,bf16,T,T,39,-606619899,0.01162,0.01068,0.9188,4,617,282.0,0,1.0041
1,11857,15078,fp32,N,N,557,-606628034,0.61429,0.74035,1.2052,4,14,1164.3,0,1.0337
6,2,3,fp32,T,N,212,-606603885,0.00829,0.00786,0.9481,4,1031,0.0,0,0.9692
92,3,3,fp16,N,N,39,-606624071,0.00895,0.00840,0.9394,4,816,0.2,0,1.0045
1205,2819,1,bf16,T,N,231,-606605522,0.01698,0.02548,1.5007,4,320,800.8,0,1.0617
46,2081,3737,fp16,N,T,68,-606627647,0.04673,0.04660,0.9973,4,188,348.4,0,0.9467
80,16,41,bf16,T,T,39,-606619917,0.00884,0.00791,0.8948,4,792,1.5,0,0.9802
27,991,192,bf16,T,N,231,-606630722,0.00813,0.00829,1.0199,4,567,61.2,0,0.9986
1,23181,20,bf16,N,T,58,-606623200,0.00899,0.01524,1.6942,4,465,113.4,0,0.9982
1,2,2201,fp32,T,T,13,-606620754,0.00508,0.00450,0.8865,4,1009,5.2,0,0.9827
45,2,4,fp32,N,T,612,-606618321,0.00861,0.00824,0.9578,4,1031,0.1,0,0.9970
25,4,12085,fp32,N,T,614,-606618431,0.08620,0.47826,5.5483,4,21,16.3,0,1.0129
9,121,26,fp32,T,T,82,-606620754,0.00903,0.00812,0.8992,4,873,2.0,0,1.0003
902,47,1637,bf16,T,N,239,-606630790,0.02412,0.02397,0.9936,4,360,135.8,0,1.0114
15,8225,1641,fp16,N,N,97,-606603313,0.04894,0.04886,0.9984,4,187,562.7,0,1.0130
5211,9,143,fp16,T,N,245,-606622898,0.00930,0.02160,2.3221,4,377,180.7,0,1.0067
1051,51,210,bf16,T,N,231,-606630784,0.00903,0.00805,0.8909,4,757,75.0,0,0.9986
19,4,1096,fp32,T,N,525,-606624680,0.01232,0.01700,1.3803,4,338,8.2,0,1.0105
245,24838,10039,fp16,N,T,62,-606604809,1.62164,1.63382,1.0075,4,7,325.6,0,1.0976
627,7483,10697,bf16,T,T,39,-606619921,1.10676,1.10573,0.9991,4,9,173.7,0,1.0044
4,487,15351,fp32,N,N,558,-606627927,0.03774,0.03773,0.9997,4,184,799.1,0,0.9668
474,346,41,bf16,T,N,231,-606630714,0.00749,0.00778,1.0392,4,782,96.6,0,1.0062
2540,6403,273,fp16,N,T,62,-606627717,0.19747,0.30879,1.5637,4,33,354.2,0,1.0055
7915,7501,318,bf16,N,N,166,-606629916,0.66186,0.66380,1.0029,4,16,373.6,0,1.0895
40,6,7,fp32,N,T,612,-606618309,0.00732,0.00778,1.0628,4,1019,0.3,0,0.9159
247,505,392,fp16,T,T,53,-606629613,0.01014,0.04331,4.2691,4,174,107.3,0,0.9910
658,7,64,fp32,T,T,82,-606620754,0.00749,0.00775,1.0347,4,778,25.2,0,1.0004
525,18,231,fp16,T,N,245,-606602969,0.00755,0.03192,4.2281,4,218,38.2,0,0.9992
100,13330,8,fp16,N,N,98,-606624071,0.00952,0.01245,1.3077,4,574,582.8,0,0.9968
4537,35,1358,fp32,N,T,612,-606618386,0.03576,0.04610,1.2891,4,197,712.2,0,0.9998
42,5841,30,fp16,N,T,62,-606604836,0.00774,0.01351,1.7458,4,510,172.4,0,1.0036
942,253,5980,bf16,N,N,176,-606605183,0.06672,0.09772,1.4646,4,97,228.5,0,1.0017
2266,9294,435,bf16,T,T,39,-606619914,0.29714,0.30236,1.0176,4,33,317.4,0,1.0098
4,5,18,fp16,T,N,63,-606603020,0.00748,0.00775,1.0367,4,792,0.1,0,0.9969
1,88,191,fp32,T,T,13,-606620758,0.00443,0.00443,1.0012,4,1525,15.4,0,1.0050
4,525,9,fp16,N,T,62,-606604834,0.00741,0.00773,1.0429,4,1019,2.4,0,1.0049
36,14557,1288,bf16,N,T,62,-606623132,0.06558,0.09312,1.4200,4,106,605.2,0,1.0338
85,4360,14681,bf16,T,T,39,-606619899,0.36653,0.61184,1.6693,4,17,360.1,0,0.9623
1,23,571,fp16,T,N,31,-606622736,0.00653,0.00651,0.9965,4,812,4.2,0,0.9958
2,81,1600,fp16,N,T,68,-606604844,0.00983,0.01161,1.1819,4,468,27.1,0,1.0015
10984,515,10,bf16,T,T,39,-355,0.03628,0.08761,2.4148,4,110,630.0,0,1.0068
2078,141,17901,fp16,N,N,103,-606624235,0.30354,0.86102,2.8366,4,12,265.6,0,1.0068
41,2,6,fp16,N,N,37,-606603313,0.00756,0.00790,1.0449,4,933,0.1,0,0.9962
24,45,29177,fp32,T,T,82,-606620827,0.64035,0.63833,0.9968,4,16,12.6,0,1.0021
8,32318,25,bf16,N,N,166,-606605179,0.00958,0.00953,0.9941,4,713,276.6,0,1.0023
20273,18225,573,fp16,T,T,53,-606629608,6.03445,6.16777,1.0221,4,5,252.2,0,1.0844
3670,70,136,bf16,N,N,166,-606629913,0.01019,0.00992,0.9730,4,617,200.7,0,0.9659
6,2257,2320,fp32,T,T,82,-606620796,0.05795,0.12108,2.0894,4,82,363.3,0,1.0099
25483,423,11,fp16,N,T,62,-524,0.06289,0.09233,1.4682,4,103,694.7,0,1.0064
2,2,5050,bf16,T,N,27,-153,0.03515,0.11945,3.3981,4,55,1.1,0,0.9949
15445,28962,1,fp16,N,T,62,-606604838,2.04487,2.55053,1.2473,4,5,875.0,0,1.1337
503,19,6,fp32,T,N,519,-606624753,0.00871,0.00778,0.8937,4,952,5.8,0,0.9044
40,45,411,fp32,T,N,519,-606603830,0.00876,0.00813,0.9283,4,697,16.8,0,1.0078
3,5527,14,bf16,N,N,166,-606605260,0.00875,0.00810,0.9254,4,920,25.3,0,1.0032
536,836,5,fp32,T,N,539,-606624722,0.00833,0.00855,1.0255,4,857,218.4,0,1.0011
2224,55,4545,fp32,T,N,519,-606603891,0.07879,0.07966,1.0110,4,125,532.1,0,1.0067
96,1,3,bf16,N,T,58,-9,0.00511,0.00790,1.5458,4,972,0.2,0,1.0001
18,16,1,bf16,N,N,388,-606605211,0.00838,0.00833,0.9937,4,1048,0.1,0,0.9983
1690,90,6658,bf16,T,N,247,-606605453,0.08433,0.29827,3.5368,4,32,288.3,0,1.0060
5048,32,1,fp16,T,N,513,-606622849,0.00846,0.00794,0.9384,4,957,77.6,0,1.0068
3492,21855,5,fp16,N,N,94,-606624140,0.33384,0.49390,1.4795,4,20,915.2,0,1.0022
79,4,402,fp32,N,T,614,-606601890,0.00866,0.00793,0.9159,4,697,15.6,0,1.0075
274,34,6353,fp32,N,T,612,-606602200,0.04820,0.13938,2.8913,4,68,163.1,0,1.0095
5,2,184,fp16,T,T,71,-606629541,0.01020,0.02446,2.3980,4,280,0.3,0,1.0001
5347,1,40,bf16,T,T,40,-606619932,0.00525,0.00481,0.9157,4,1097,85.5,0,1.0187
13,14,173,bf16,T,T,39,-606619917,0.00925,0.00824,0.8909,4,570,1.1,0,1.0031
929,1681,834,fp32,T,T,82,-606620789,0.09313,0.16523,1.7742,4,60,160.6,0,1.0359
64,1962,993,fp32,T,T,82,-606620792,0.02823,0.05751,2.0372,4,169,302.8,0,1.0124
6,78,34,bf16,N,N,166,-606629958,0.00799,0.00809,1.0118,4,938,0.9,0,0.9723
13063,4347,387,fp16,T,N,245,-606603092,0.57785,0.76423,1.3226,4,14,416.4,0,1.0626
35,4343,2347,fp16,T,T,53,-606629613,0.04678,0.24890,5.3202,4,39,452.3,0,0.9434
2,18868,2,fp16,N,T,62,-606604838,0.00865,0.00832,0.9616,4,745,26.2,0,1.0020
375,5,44,fp16,N,T,62,-606627724,0.00806,0.00784,0.9732,4,952,5.1,0,0.9808
83,633,70,fp16,N,N,90,-606624243,0.00797,0.00785,0.9848,4,769,39.0,0,1.0035
15,19,22,fp16,T,T,53,-606629621,0.00827,0.00831,1.0053,4,565,0.3,0,0.9969
26,14726,3725,bf16,N,T,62,-606603150,0.14243,0.14186,0.9960,4,69,782.4,0,1.0119
13530,358,11759,fp16,N,N,98,-606603414,1.35628,1.77945,1.3120,4,6,255.1,0,1.0787
3,85,11,fp32,T,N,253,-606624685,0.00776,0.00772,0.9947,4,1014,0.6,0,0.9446
10115,5,2373,bf16,N,T,62,-606603225,0.05753,0.09951,1.7296,4,96,838.3,0,1.0108
474,164,816,fp32,N,T,614,-606618191,0.01507,0.01575,1.0449,4,500,158.8,0,1.0216
41,20901,6,fp16,T,N,245,-606622728,0.00980,0.01887,1.9258,4,366,375.4,0,0.9936
1144,9,25,fp16,T,N,245,-606603020,0.00893,0.00835,0.9351,4,695,11.1,0,0.9949
1632,19,17,fp16,N,N,94,-606624101,0.00876,0.00849,0.9689,4,853,20.6,0,0.9974
324,44,124,fp32,N,N,562,-606627931,0.00759,0.00790,1.0406,4,792,31.6,0,0.9989
14442,30,4,bf16,T,N,231,-144,0.00795,0.01230,1.5477,4,567,232.6,0,1.0000
25,5691,10853,fp16,T,N,258,-606603032,0.18646,0.71201,3.8187,4,14,668.5,0,0.9797
16,8,41,fp32,N,T,616,-606601934,0.00731,0.00772,1.0558,4,993,0.6,0,1.0017
7254,46,273,fp16,T,T,53,-606629622,0.01395,0.04574,3.2790,4,204,381.5,0,1.0010
2,4,145,bf16,N,T,57,-606623166,0.00746,0.00776,1.0402,4,736,0.2,0,1.0015
1457,38,5993,fp32,N,T,612,-606602198,0.06538,0.10023,1.5330,4,99,551.5,0,1.0731
25483,1086,1031,fp32,N,N,556,-606627852,1.90845,2.15755,1.1305,4,5,115.4,0,1.0077
3445,47,28557,fp32,T,N,519,-606603985,0.54285,0.75230,1.3858,4,14,736.0,0,1.0779
2709,18,16,fp32,N,T,612,-606618206,0.00881,0.00800,0.9082,4,972,42.0,0,0.8969
5173,1976,5,bf16,T,T,39,-355,0.04701,0.07582,1.6129,4,121,871.3,0,0.9980
665,3,182,fp16,T,N,51,-606603020,0.00906,0.02474,2.7317,4,295,27.7,0,1.0109
1257,38,59,fp32,T,T,82,-606620755,0.00881,0.00807,0.9162,4,680,56.4,0,1.0127
711,212,37,bf16,N,N,273,-606605211,0.00848,0.00800,0.9440,4,933,79.2,0,1.0040
38,10,55,bf16,T,N,231,-606605566,0.00842,0.00912,1.0829,4,877,0.8,0,1.0114
4693,4,26,fp16,N,T,62,-606604847,0.00803,0.00809,1.0071,4,924,39.8,0,1.0035
14,414,821,fp16,T,T,53,-606629612,0.01523,0.01525,1.0007,4,389,47.7,0,1.0029
1503,6046,10,fp32,T,N,519,-606603835,0.03489,0.05252,1.5053,4,172,1050.5,0,0.9995
6,9622,14,fp16,N,N,98,-606624243,0.00780,0.00774,0.9922,4,924,64.2,0,1.0036
6781,45,2,fp32,T,N,519,-606603857,0.00783,0.00796,1.0165,4,906,162.9,0,1.0014
1056,347,112,bf16,N,T,57,-606623163,0.00776,0.00778,1.0025,4,788,229.4,0,1.0172
7595,10619,4720,fp32,T,T,82,-606620816,22.24776,23.71452,1.0659,4,5,30.0,0,1.0726
1,17434,274,fp16,T,T,23,-606629599,0.05192,0.05189,0.9994,4,182,185.3,0,1.0053
51,110,65,fp16,N,N,92,-606624100,0.00823,0.01318,1.6008,4,374,5.3,0,0.9983
4,2,60,bf16,T,N,19,-606630771,0.00785,0.00781,0.9949,4,920,0.1,0,1.0015
270,48,144,fp32,T,N,525,-606603797,0.00760,0.00808,1.0633,4,865,30.9,0,0.9994
15,268,2,fp32,T,T,82,-606620798,0.00789,0.00819,1.0375,4,938,2.3,0,0.9973
1,2423,232,bf16,T,T,4,-357,0.00807,0.00804,0.9970,4,885,140.6,0,1.0016
7787,6666,3982,bf16,N,T,57,-606623198,4.30194,4.28924,0.9970,4,5,75.0,0,1.1133
27181,2507,8,bf16,T,T,39,-355,0.31097,1.07294,3.4503,4,9,878.1,0,0.9203
5404,1,836,fp16,N,T,69,-606627721,0.01623,0.01840,1.1336,4,425,558.1,0,0.9961
2,1414,457,bf16,N,T,57,-606623166,0.00807,0.01036,1.2828,4,596,161.7,0,0.9946
43,1,2092,fp16,N,T,69,-9,0.00444,0.01275,2.8701,4,416,41.5,0,1.0066
119,16,25,fp16,N,T,227,-606627724,0.00729,0.00760,1.0425,4,992,2.0,0,0.9917
5,9892,250,fp32,T,N,525,-606624713,0.01134,0.01733,1.5281,4,462,890.4,0,1.0363
12,2,2976,fp16,N,N,48,-606603392,0.03737,0.35400,9.4735,4,28,2.2,0,0.9637
3,189,3315,bf16,N,N,176,-606605266,0.01286,0.01319,1.0257,4,446,99.1,0,1.0037
29,10833,791,bf16,T,N,238,-606630743,0.03508,0.03567,1.0171,4,244,525.7,0,1.0057
9,4,6493,fp32,N,N,556,-606628038,0.02228,0.13366,5.9987,4,70,15.2,0,0.9880
938,63,3,bf16,T,N,231,-606605421,0.00821,0.00796,0.9697,4,962,29.5,0,1.0094
5,111,38,fp16,T,N,63,-606603020,0.00820,0.00839,1.0222,4,569,1.3,0,1.0038
128,130,1714,bf16,N,T,62,-606603151,0.01430,0.01447,1.0118,4,434,66.5,0,1.0036
7,2,903,fp32,N,N,329,-606605146,0.00805,0.01111,1.3812,4,422,4.0,0,1.0093
39,4373,1342,bf16,T,N,239,-606605499,0.03425,0.03584,1.0465,4,249,365.7,0,1.0051
163,146,480,fp16,N,N,92,-606624243,0.00888,0.00979,1.1026,4,605,44.1,0,1.0157
13,4,226,fp16,T,T,88,-606629613,0.00849,0.02939,3.4628,4,248,0.9,0,0.9998
1,12,177,bf16,N,T,58,-9,0.00486,0.00801,1.6479,4,647,1.0,0,0.9961
1,3,3862,fp32,T,N,121,-9,0.02864,0.07693,2.6863,4,109,2.2,0,0.9975
3241,367,608,fp32,N,T,612,-606618441,0.04901,0.05562,1.1350,4,169,276.1,0,1.0060
653,10,397,fp32,T,T,82,-606620797,0.01343,0.01940,1.4439,4,343,80.3,0,0.9971
4,37,44,bf16,T,T,4,-354,0.00821,0.00836,1.0182,4,652,0.5,0,1.0017
4205,6603,1047,fp32,N,T,612,-606602188,1.81057,1.99354,1.1011,4,6,86.3,0,1.0665
176,22,2,bf16,T,N,231,-606630723,0.00745,0.00788,1.0582,4,920,2.2,0,0.9579
6,4075,27297,fp16,T,T,36,-374,1.73893,3.38641,1.9474,4,5,128.2,0,1.0031
7,898,8133,fp16,N,T,70,-606627643,0.04172,0.04174,1.0005,4,207,353.5,0,0.9893
14453,250,295,fp32,T,N,519,-606624770,0.07727,0.07777,1.0065,4,122,411.6,0,1.0366
3511,81,1678,fp32,N,N,556,-606627918,0.05650,0.07926,1.4028,4,119,446.8,0,0.9835
8172,68,7988,fp32,N,N,564,-606605086,0.41555,0.52511,1.2636,4,20,638.9,0,1.0025
77,1961,138,fp32,N,T,612,-606618151,0.00864,0.00791,0.9157,4,849,200.1,0,1.0075
14,111,20,fp16,N,T,62,-606604846,0.00852,0.00800,0.9383,4,933,1.3,0,1.0113
454,515,22,fp32,N,N,556,-606605027,0.00891,0.00826,0.9273,4,845,114.6,0,1.0031
21,13,2,bf16,N,N,166,-606605261,0.00844,0.00806,0.9555,4,853,0.1,0,0.9999
