M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
29706,266,514,bf16,N,N,1,166,0.15403,52.74
29706,266,514,bf16,N,N,2,166,0.15366,52.87
12840,107,3089,fp32,T,N,0,519,0.28832,29.44
12840,107,3089,fp32,T,N,1,519,0.28832,29.44
12840,107,3089,fp32,T,N,2,519,0.28832,29.44
3173,7649,23619,fp32,T,N,0,519,101.90881,11.25
3173,7649,23619,fp32,T,N,1,519,101.05131,11.35
3173,7649,23619,fp32,T,N,2,519,101.27270,11.32
7285,685,6427,fp32,N,T,0,612,1.95160,32.87
7285,685,6427,fp32,N,T,1,612,1.95277,32.85
7285,685,6427,fp32,N,T,2,612,1.95330,32.84
18839,2111,21110,bf16,N,T,0,57,29.61832,56.69
18839,2111,21110,bf16,N,T,1,57,29.14477,57.61
18839,2111,21110,bf16,N,T,2,57,29.59053,56.74
741,430,17622,fp16,N,T,0,70,0.25787,43.55
741,430,17622,fp16,N,T,1,70,0.25750,43.61
741,430,17622,fp16,N,T,2,70,0.25835,43.47
84,14962,418,fp16,N,T,0,62,0.06400,16.42
84,14962,418,fp16,N,T,1,62,0.06384,16.46
84,14962,418,fp16,N,T,2,62,0.06411,16.39
3359,1604,106,fp16,T,N,0,382,0.05675,20.13
3359,1604,106,fp16,T,N,1,382,0.05573,20.49
3359,1604,106,fp16,T,N,2,382,0.05573,20.49
89,2154,847,fp32,N,T,0,612,0.02651,12.25
89,2154,847,fp32,N,T,1,612,0.02624,12.38
89,2154,847,fp32,N,T,2,612,0.02656,12.23
1242,1261,1908,fp16,N,N,0,101,0.10075,59.32
1242,1261,1908,fp16,N,N,1,101,0.10085,59.26
1242,1261,1908,fp16,N,N,2,101,0.10117,59.07
16120,173,3935,fp32,T,N,0,519,0.85217,25.75
16120,173,3935,fp32,T,N,1,519,0.85206,25.76
16120,173,3935,fp32,T,N,2,519,0.85254,25.74
6012,873,866,bf16,N,N,0,166,0.13221,68.75
6012,873,866,bf16,N,N,1,166,0.13184,68.95
6012,873,866,bf16,N,N,2,166,0.12960,70.14
293,18551,3351,fp16,N,T,0,62,1.62914,22.36
293,18551,3351,fp16,N,T,1,62,1.63037,22.34
293,18551,3351,fp16,N,T,2,62,1.63010,22.35
2507,540,395,fp32,N,N,0,556,0.05232,20.44
2507,540,395,fp32,N,N,1,556,0.05237,20.42
2507,540,395,fp32,N,N,2,556,0.05216,20.50
8444,428,9622,bf16,T,N,0,332,0.86177,80.70
8444,428,9622,bf16,T,N,1,332,0.85964,80.90
8444,428,9622,bf16,T,N,2,332,0.86017,80.85
11670,317,111,fp16,T,N,0,245,0.06181,13.29
11670,317,111,fp16,T,N,1,245,0.06219,13.21
11670,317,111,fp16,T,N,2,245,0.06048,13.58
329,1159,4714,bf16,T,N,0,247,0.46822,7.68
329,1159,4714,bf16,T,N,1,247,0.46795,7.68
329,1159,4714,bf16,T,N,2,247,0.46758,7.69
2610,1322,2439,fp16,T,N,0,245,0.26502,63.51
2610,1322,2439,fp16,T,N,1,245,0.26480,63.56
2610,1322,2439,fp16,T,N,2,245,0.26523,63.46
5450,6720,27143,fp32,T,N,0,525,129.37996,15.37
5450,6720,27143,fp32,T,N,1,525,129.07607,15.40
5450,6720,27143,fp32,T,N,2,525,129.75174,15.32
74,1736,682,fp32,N,T,0,614,0.02336,7.50
74,1736,682,fp32,N,T,1,614,0.02325,7.54
74,1736,682,fp32,N,T,2,614,0.02341,7.48
550,408,32137,fp16,T,T,0,53,4.28298,3.37
550,408,32137,fp16,T,T,1,53,4.27984,3.37
550,408,32137,fp16,T,T,2,53,4.28085,3.37
9535,425,11312,fp16,N,T,0,62,1.41948,64.59
9535,425,11312,fp16,N,T,1,62,1.45122,63.18
9535,425,11312,fp16,N,T,2,62,1.43703,63.80
107,30772,11568,fp32,N,N,0,556,3.13657,24.29
107,30772,11568,fp32,N,N,1,556,3.13860,24.27
107,30772,11568,fp32,N,N,2,556,3.13620,24.29
275,8860,23161,fp32,T,T,0,82,3.74911,30.10
275,8860,23161,fp32,T,T,1,82,3.75887,30.03
275,8860,23161,fp32,T,T,2,82,3.80698,29.65
382,269,756,fp32,T,T,0,82,0.03525,4.41
382,269,756,fp32,T,T,1,82,0.03339,4.65
382,269,756,fp32,T,T,2,82,0.03323,4.68
136,5136,73,bf16,N,T,0,201,0.01269,8.03
136,5136,73,bf16,N,T,1,201,0.01291,7.90
136,5136,73,bf16,N,T,2,201,0.01301,7.84
83,2500,14078,fp32,N,N,0,556,0.40848,14.30
83,2500,14078,fp32,N,N,1,556,0.41104,14.21
83,2500,14078,fp32,N,N,2,556,0.41072,14.22
1404,617,267,fp32,T,T,0,82,0.03675,12.59
1404,617,267,fp32,T,T,1,82,0.03653,12.66
1404,617,267,fp32,T,T,2,82,0.03669,12.61
7305,1330,4087,fp16,N,N,0,92,0.84188,94.33
7305,1330,4087,fp16,N,N,1,92,0.84326,94.18
7305,1330,4087,fp16,N,N,2,92,0.84305,94.20
27124,3194,625,fp16,T,N,0,245,0.98406,110.05
27124,3194,625,fp16,T,N,1,245,0.98534,109.90
27124,3194,625,fp16,T,N,2,245,0.97831,110.69
190,402,389,fp32,N,N,0,556,0.01179,5.04
190,402,389,fp32,N,N,1,556,0.01189,5.00
190,402,389,fp32,N,N,2,556,0.01179,5.04
4166,189,5890,fp16,N,N,0,103,0.31440,29.50
4166,189,5890,fp16,N,N,1,103,0.31387,29.55
4166,189,5890,fp16,N,N,2,103,0.31446,29.50
101,210,207,fp16,N,T,0,62,0.01328,0.66
101,210,207,fp16,N,T,1,62,0.01387,0.63
101,210,207,fp16,N,T,2,62,0.01365,0.64
125,1408,780,bf16,N,T,0,212,0.01829,15.01
125,1408,780,bf16,N,T,1,212,0.01813,15.14
125,1408,780,bf16,N,T,2,212,0.01813,15.14
535,4798,999,fp32,N,T,0,612,0.22955,22.34
535,4798,999,fp32,N,T,1,612,0.22971,22.33
535,4798,999,fp32,N,T,2,612,0.22971,22.33
2753,344,6678,fp32,T,T,0,82,0.44422,28.47
2753,344,6678,fp32,T,T,1,82,0.44443,28.46
2753,344,6678,fp32,T,T,2,82,0.44433,28.47
479,32527,1079,bf16,T,T,0,39,0.40619,82.78
479,32527,1079,bf16,T,T,1,39,0.40283,83.47
479,32527,1079,bf16,T,T,2,39,0.40379,83.27
31523,2313,103,fp32,T,T,0,82,0.77494,19.38
31523,2313,103,fp32,T,T,1,82,0.76550,19.62
31523,2313,103,fp32,T,T,2,82,0.77350,19.42
1337,547,7907,fp32,T,N,0,519,0.42987,26.90
1337,547,7907,fp32,T,N,1,519,0.43099,26.83
1337,547,7907,fp32,T,N,2,519,0.43062,26.86
13654,225,84,bf16,T,T,0,39,0.06171,8.36
13654,225,84,bf16,T,T,1,39,0.05963,8.66
13654,225,84,bf16,T,T,2,39,0.06037,8.55
4207,588,4371,fp32,N,T,0,614,0.92070,23.49
4207,588,4371,fp32,N,T,1,614,0.92070,23.49
4207,588,4371,fp32,N,T,2,614,0.92044,23.49
158,870,305,bf16,N,T,0,57,0.03397,2.47
158,870,305,bf16,N,T,1,57,0.03408,2.46
158,870,305,bf16,N,T,2,57,0.03456,2.43
1769,394,18970,bf16,N,T,0,62,0.43755,60.44
1769,394,18970,bf16,N,T,1,62,0.43910,60.22
1769,394,18970,bf16,N,T,2,62,0.43174,61.25
636,868,21000,bf16,N,N,0,283,0.40923,56.66
636,868,21000,bf16,N,N,1,283,0.40928,56.65
636,868,21000,bf16,N,N,2,283,0.40854,56.75
3021,584,6110,fp32,N,T,0,614,0.79345,27.17
3021,584,6110,fp32,N,T,1,614,0.79382,27.16
3021,584,6110,fp32,N,T,2,614,0.79350,27.17
5443,14127,12876,fp32,N,T,0,612,51.62023,38.36
5443,14127,12876,fp32,N,T,1,612,51.63138,38.35
5443,14127,12876,fp32,N,T,2,612,51.63244,38.35
5155,77,874,bf16,N,T,0,62,0.03648,19.02
5155,77,874,bf16,N,T,1,62,0.03627,19.13
5155,77,874,bf16,N,T,2,62,0.03653,18.99
544,5369,929,fp32,N,T,0,612,0.24576,22.08
544,5369,929,fp32,N,T,1,612,0.24630,22.03
544,5369,929,fp32,N,T,2,612,0.24582,22.08
4630,3869,32331,fp16,T,T,0,53,74.89975,15.46
4630,3869,32331,fp16,T,T,1,53,75.17052,15.41
4630,3869,32331,fp16,T,T,2,53,75.07383,15.43
341,2238,782,fp32,T,N,0,519,0.06341,18.82
341,2238,782,fp32,T,N,1,519,0.06325,18.87
341,2238,782,fp32,T,N,2,519,0.06267,19.05
10620,10215,286,bf16,T,N,0,231,1.38535,44.79
10620,10215,286,bf16,T,N,1,231,1.38194,44.90
10620,10215,286,bf16,T,N,2,231,1.36524,45.45
846,157,2688,fp16,T,T,0,53,0.30720,2.32
846,157,2688,fp16,T,T,1,53,0.30822,2.32
846,157,2688,fp16,T,T,2,53,0.31184,2.29
13208,3202,649,fp16,N,N,0,98,0.63622,86.28
13208,3202,649,fp16,N,N,1,98,0.63622,86.28
13208,3202,649,fp16,N,N,2,98,0.63654,86.24
113,12635,7498,fp16,T,N,0,250,0.28928,74.01
113,12635,7498,fp16,T,N,1,250,0.28512,75.09
113,12635,7498,fp16,T,N,2,250,0.27899,76.74
186,4730,105,fp16,T,T,0,53,0.03269,5.65
186,4730,105,fp16,T,T,1,53,0.03269,5.65
186,4730,105,fp16,T,T,2,53,0.03275,5.64
182,5577,501,bf16,N,N,0,166,0.04155,24.48
182,5577,501,bf16,N,N,1,166,0.04267,23.84
182,5577,501,bf16,N,N,2,166,0.04240,23.99
1650,1411,25496,fp32,N,N,0,556,7.03021,16.89
1650,1411,25496,fp32,N,N,1,556,7.08574,16.75
1650,1411,25496,fp32,N,N,2,556,7.09976,16.72
464,222,405,fp16,T,N,0,245,0.02133,3.91
464,222,405,fp16,T,N,1,245,0.02133,3.91
464,222,405,fp16,T,N,2,245,0.02107,3.96
184,4480,2764,fp16,T,N,0,572,0.11163,40.82
184,4480,2764,fp16,T,N,1,572,0.11147,40.88
184,4480,2764,fp16,T,N,2,572,0.11136,40.92
151,691,89,bf16,N,N,0,166,0.01771,1.05
151,691,89,bf16,N,N,1,166,0.01749,1.06
151,691,89,bf16,N,N,2,166,0.01755,1.06
1196,792,196,fp16,N,N,0,358,0.02011,18.47
1196,792,196,fp16,N,N,1,358,0.02032,18.27
1196,792,196,fp16,N,N,2,358,0.02048,18.13
197,964,330,fp16,T,N,0,382,0.01557,8.05
197,964,330,fp16,T,N,1,382,0.01547,8.10
197,964,330,fp16,T,N,2,382,0.01531,8.19
21875,1935,2328,fp16,T,T,0,53,1.98642,99.21
21875,1935,2328,fp16,T,T,1,53,2.02530,97.31
21875,1935,2328,fp16,T,T,2,53,2.02077,97.53
8500,26349,296,fp32,T,N,0,519,3.56719,37.17
8500,26349,296,fp32,T,N,1,519,3.56719,37.17
8500,26349,296,fp32,T,N,2,519,3.56879,37.15
664,1313,4287,fp32,T,T,0,82,0.43094,17.35
664,1313,4287,fp32,T,T,1,82,0.43137,17.33
664,1313,4287,fp32,T,T,2,82,0.43099,17.34
20130,23510,263,fp16,N,N,0,98,3.87727,64.20
20130,23510,263,fp16,N,N,1,98,3.87621,64.22
20130,23510,263,fp16,N,N,2,98,3.87893,64.18
5338,845,850,fp16,N,N,0,94,0.14374,53.35
5338,845,850,fp16,N,N,1,94,0.14459,53.03
5338,845,850,fp16,N,N,2,94,0.14363,53.39
1361,4747,126,fp16,T,N,0,245,0.14987,10.86
1361,4747,126,fp16,T,N,1,245,0.14965,10.88
1361,4747,126,fp16,T,N,2,245,0.14982,10.87
19824,257,589,fp16,T,T,0,53,0.48033,12.49
19824,257,589,fp16,T,T,1,53,0.48017,12.50
19824,257,589,fp16,T,T,2,53,0.48038,12.49
69,5177,5648,bf16,T,T,0,39,0.20976,19.24
69,5177,5648,bf16,T,T,1,39,0.21019,19.20
69,5177,5648,bf16,T,T,2,39,0.20827,19.37
2040,27729,2270,fp16,N,T,0,62,2.36584,108.55
2040,27729,2270,fp16,N,T,1,62,2.36712,108.49
2040,27729,2270,fp16,N,T,2,62,2.36728,108.49
2525,254,174,fp16,N,T,0,62,0.01755,12.72
2525,254,174,fp16,N,T,1,62,0.01755,12.72
2525,254,174,fp16,N,T,2,62,0.01755,12.72
834,14469,28803,fp16,T,T,0,53,46.12305,15.07
834,14469,28803,fp16,T,T,1,53,46.12870,15.07
834,14469,28803,fp16,T,T,2,53,46.12288,15.07
3170,893,13132,fp32,T,T,0,82,2.01480,36.90
3170,893,13132,fp32,T,T,1,82,2.01448,36.91
3170,893,13132,fp32,T,T,2,82,2.01389,36.92
467,22797,84,bf16,N,T,0,57,0.10917,16.38
467,22797,84,bf16,N,T,1,57,0.10971,16.30
467,22797,84,bf16,N,T,2,57,0.10939,16.35
6218,18056,11230,bf16,T,N,0,441,25.59006,98.54
6218,18056,11230,bf16,T,N,1,441,25.37800,99.36
6218,18056,11230,bf16,T,N,2,441,25.43384,99.14
13285,2858,91,bf16,N,T,0,57,0.35856,19.27
13285,2858,91,bf16,N,T,1,57,0.35728,19.34
13285,2858,91,bf16,N,T,2,57,0.35899,19.25
7639,1668,7534,fp16,N,T,0,62,2.07778,92.40
7639,1668,7534,fp16,N,T,1,62,2.12834,90.21
7639,1668,7534,fp16,N,T,2,62,2.10525,91.20
871,375,9806,bf16,T,N,0,247,0.99142,6.46
871,375,9806,bf16,T,N,1,247,0.98833,6.48
871,375,9806,bf16,T,N,2,247,0.98913,6.48
764,353,6813,fp16,T,T,0,53,0.90033,4.08
764,353,6813,fp16,T,T,1,53,0.89953,4.09
764,353,6813,fp16,T,T,2,53,0.89889,4.09
17790,3423,221,fp16,T,T,0,53,0.79948,33.67
17790,3423,221,fp16,T,T,1,53,0.80273,33.53
17790,3423,221,fp16,T,T,2,53,0.80220,33.55
1066,3653,1475,fp32,N,N,0,556,0.41750,27.52
1066,3653,1475,fp32,N,N,1,556,0.41574,27.63
1066,3653,1475,fp32,N,N,2,556,0.41841,27.46
17576,10895,6970,fp16,N,N,0,94,21.40611,124.70
17576,10895,6970,fp16,N,N,1,94,21.40846,124.69
17576,10895,6970,fp16,N,N,2,94,21.41390,124.66
24937,1133,237,fp32,T,T,0,82,0.40715,32.89
24937,1133,237,fp32,T,T,1,82,0.40742,32.87
24937,1133,237,fp32,T,T,2,82,0.40720,32.89
605,11747,32659,fp32,N,N,0,556,13.73157,33.81
605,11747,32659,fp32,N,N,1,556,13.72960,33.81
605,11747,32659,fp32,N,N,2,556,13.73093,33.81
5601,195,24918,fp16,T,T,0,53,5.98690,9.09
5601,195,24918,fp16,T,T,1,53,5.98594,9.09
5601,195,24918,fp16,T,T,2,53,5.98999,9.09
89,30085,98,fp32,T,N,0,519,0.04245,12.36
89,30085,98,fp32,T,N,1,519,0.04277,12.27
89,30085,98,fp32,T,N,2,519,0.04176,12.57
107,280,2547,fp16,T,N,0,572,0.07515,2.03
107,280,2547,fp16,T,N,1,572,0.07451,2.05
107,280,2547,fp16,T,N,2,572,0.07467,2.04
21484,416,479,fp32,T,T,0,82,0.33616,25.47
21484,416,479,fp32,T,T,1,82,0.33552,25.52
21484,416,479,fp32,T,T,2,82,0.33590,25.49
16914,155,10843,bf16,N,N,0,174,1.19793,47.46
16914,155,10843,bf16,N,N,1,174,1.19937,47.40
16914,155,10843,bf16,N,N,2,174,1.20017,47.37
431,518,102,fp32,N,T,0,612,0.01173,3.88
431,518,102,fp32,N,T,1,612,0.01141,3.99
431,518,102,fp32,N,T,2,612,0.01141,3.99
210,93,8159,bf16,T,N,0,247,0.05557,5.73
210,93,8159,bf16,T,N,1,247,0.05557,5.73
210,93,8159,bf16,T,N,2,247,0.05573,5.72
503,13129,95,bf16,N,N,0,166,0.06939,18.08
503,13129,95,bf16,N,N,1,166,0.06907,18.17
503,13129,95,bf16,N,N,2,166,0.06949,18.06
423,27785,322,fp16,T,T,0,53,0.20331,37.23
423,27785,322,fp16,T,T,1,53,0.20491,36.94
423,27785,322,fp16,T,T,2,53,0.20374,37.15
4387,87,237,bf16,N,T,0,57,0.06315,2.86
4387,87,237,bf16,N,T,1,57,0.06293,2.87
4387,87,237,bf16,N,T,2,57,0.06304,2.87
3757,1581,11166,bf16,T,T,0,39,1.49607,88.66
3757,1581,11166,bf16,T,T,1,39,1.50023,88.42
3757,1581,11166,bf16,T,T,2,39,1.49314,88.84
166,8429,3488,fp16,N,N,0,101,0.24176,40.37
166,8429,3488,fp16,N,N,1,101,0.23979,40.71
166,8429,3488,fp16,N,N,2,101,0.24011,40.65
520,11075,25122,fp16,N,N,0,94,3.50052,82.66
520,11075,25122,fp16,N,N,1,94,3.50169,82.63
520,11075,25122,fp16,N,N,2,94,3.50031,82.67
2220,17527,1745,fp16,N,N,0,94,1.36226,99.68
2220,17527,1745,fp16,N,N,1,94,1.36306,99.63
2220,17527,1745,fp16,N,N,2,94,1.36492,99.49
12375,4872,11937,bf16,T,T,0,39,22.69632,63.42
12375,4872,11937,bf16,T,T,1,39,23.20155,62.04
12375,4872,11937,bf16,T,T,2,39,23.15222,62.17
79,2362,9100,fp16,T,N,0,258,0.85153,3.99
79,2362,9100,fp16,T,N,1,258,0.77270,4.40
79,2362,9100,fp16,T,N,2,258,0.77276,4.39
857,2569,70,fp32,N,T,0,612,0.02853,10.80
857,2569,70,fp32,N,T,1,612,0.02912,10.58
857,2569,70,fp32,N,T,2,612,0.02880,10.70
289,14695,266,bf16,T,N,0,231,0.06293,35.90
289,14695,266,bf16,T,N,1,231,0.06208,36.39
289,14695,266,bf16,T,N,2,231,0.06197,36.46
376,13479,29717,bf16,N,N,0,166,3.09236,97.41
376,13479,29717,bf16,N,N,1,166,3.08068,97.78
376,13479,29717,bf16,N,N,2,166,3.08356,97.69
24069,849,13029,fp32,N,T,0,612,25.50862,20.87
24069,849,13029,fp32,N,T,1,612,25.64345,20.76
24069,849,13029,fp32,N,T,2,612,25.34878,21.01
3794,504,492,bf16,N,T,0,201,0.05429,34.66
3794,504,492,bf16,N,T,1,201,0.05419,34.72
3794,504,492,bf16,N,T,2,201,0.05397,34.86
989,475,79,bf16,T,N,0,231,0.01216,6.10
989,475,79,bf16,T,N,1,231,0.01221,6.08
989,475,79,bf16,T,N,2,231,0.01200,6.19
721,13885,224,bf16,N,N,0,166,0.16277,27.55
721,13885,224,bf16,N,N,1,166,0.15856,28.29
721,13885,224,bf16,N,N,2,166,0.16235,27.63
4108,1185,266,bf16,N,T,0,57,0.08928,29.01
4108,1185,266,bf16,N,T,1,57,0.08933,28.99
4108,1185,266,bf16,N,T,2,57,0.08917,29.04
6552,8989,417,fp16,N,N,0,94,0.67083,73.22
6552,8989,417,fp16,N,N,1,94,0.67014,73.30
6552,8989,417,fp16,N,N,2,94,0.67121,73.18
653,19672,205,fp32,T,T,0,82,0.21600,24.38
653,19672,205,fp32,T,T,1,82,0.21094,24.97
653,19672,205,fp32,T,T,2,82,0.21099,24.96
1174,6814,9484,fp32,T,N,0,519,4.12255,36.81
1174,6814,9484,fp32,T,N,1,519,4.12165,36.81
1174,6814,9484,fp32,T,N,2,519,4.12309,36.80
29967,133,295,bf16,N,N,0,166,0.08501,27.66
29967,133,295,bf16,N,N,1,166,0.08496,27.68
29967,133,295,bf16,N,N,2,166,0.08485,27.71
1804,7911,134,fp16,T,N,0,245,0.36352,10.52
1804,7911,134,fp16,T,N,1,245,0.36384,10.51
1804,7911,134,fp16,T,N,2,245,0.36352,10.52
2352,261,1225,fp16,T,N,0,249,0.08304,18.11
2352,261,1225,fp16,T,N,1,249,0.08293,18.13
2352,261,1225,fp16,T,N,2,249,0.08320,18.08
2601,647,32322,fp16,N,T,0,68,2.49560,43.59
2601,647,32322,fp16,N,T,1,68,2.46419,44.15
2601,647,32322,fp16,N,T,2,68,2.44061,44.57
9633,160,109,fp32,T,T,0,82,0.03040,11.05
9633,160,109,fp32,T,T,1,82,0.03045,11.03
9633,160,109,fp32,T,T,2,82,0.03040,11.05
364,3244,149,bf16,N,T,0,57,0.02315,15.20
364,3244,149,bf16,N,T,1,57,0.02341,15.03
364,3244,149,bf16,N,T,2,57,0.02315,15.20
359,67,110,bf16,N,N,0,166,0.01019,0.52
359,67,110,bf16,N,N,1,166,0.01051,0.50
359,67,110,bf16,N,N,2,166,0.01029,0.51
1250,3960,702,bf16,N,T,0,201,0.11627,59.77
1250,3960,702,bf16,N,T,1,201,0.11648,59.66
1250,3960,702,bf16,N,T,2,201,0.11637,59.72
2203,6528,7640,bf16,N,T,0,201,1.96984,111.55
2203,6528,7640,bf16,N,T,1,201,1.97010,111.54
2203,6528,7640,bf16,N,T,2,201,1.97069,111.51
1013,867,12736,fp16,N,T,0,68,0.28192,79.35
1013,867,12736,fp16,N,T,1,68,0.28112,79.58
1013,867,12736,fp16,N,T,2,68,0.28155,79.46
77,3747,14955,fp32,N,T,0,612,0.71985,11.99
77,3747,14955,fp32,N,T,1,612,0.72636,11.88
77,3747,14955,fp32,N,T,2,612,0.72849,11.85
154,703,168,fp32,T,N,0,519,0.01275,2.85
154,703,168,fp32,T,N,1,519,0.01259,2.89
154,703,168,fp32,T,N,2,519,0.01296,2.81
285,28309,883,bf16,N,N,0,166,0.70438,20.23
285,28309,883,bf16,N,N,1,166,0.70422,20.23
285,28309,883,bf16,N,N,2,166,0.70086,20.33
2290,332,6552,bf16,N,N,0,283,0.14544,68.50
2290,332,6552,bf16,N,N,1,283,0.14534,68.55
2290,332,6552,bf16,N,N,2,283,0.14507,68.68
529,120,436,fp16,N,T,0,227,0.01995,2.78
529,120,436,fp16,N,T,1,227,0.01968,2.81
529,120,436,fp16,N,T,2,227,0.01973,2.81
22068,3554,5483,fp32,N,N,0,556,47.36247,18.16
22068,3554,5483,fp32,N,N,1,556,47.03601,18.29
22068,3554,5483,fp32,N,N,2,556,47.15282,18.24
6634,2048,101,fp32,T,T,0,82,0.12235,22.43
6634,2048,101,fp32,T,T,1,82,0.12293,22.32
6634,2048,101,fp32,T,T,2,82,0.12261,22.38
260,3279,1015,fp32,N,T,0,612,0.08987,19.26
260,3279,1015,fp32,N,T,1,612,0.08997,19.23
260,3279,1015,fp32,N,T,2,612,0.08992,19.25
922,2654,2954,bf16,N,N,0,174,0.74278,19.46
922,2654,2954,bf16,N,N,1,174,0.73900,19.56
922,2654,2954,bf16,N,N,2,174,0.73958,19.55
351,363,511,bf16,N,T,0,57,0.01867,6.98
351,363,511,bf16,N,T,1,57,0.01867,6.98
351,363,511,bf16,N,T,2,57,0.01835,7.10
97,65,1116,bf16,T,T,0,39,0.02715,0.52
97,65,1116,bf16,T,T,1,39,0.02491,0.57
97,65,1116,bf16,T,T,2,39,0.02501,0.56
11848,5719,2700,fp32,T,N,0,519,9.36176,39.08
11848,5719,2700,fp32,T,N,1,519,9.36251,39.08
11848,5719,2700,fp32,T,N,2,519,9.36395,39.08
191,1089,7147,fp16,N,T,0,70,0.22470,13.23
191,1089,7147,fp16,N,T,1,70,0.22720,13.09
191,1089,7147,fp16,N,T,2,70,0.22614,13.15
2226,1031,2826,bf16,N,T,0,62,0.21302,60.89
2226,1031,2826,bf16,N,T,1,62,0.21227,61.11
2226,1031,2826,bf16,N,T,2,62,0.21291,60.92
3552,507,131,fp32,T,T,0,82,0.04437,10.63
3552,507,131,fp32,T,T,1,82,0.04437,10.63
3552,507,131,fp32,T,T,2,82,0.04464,10.57
64,2094,176,fp32,N,T,0,612,0.01077,4.38
64,2094,176,fp32,N,T,1,612,0.01083,4.36
64,2094,176,fp32,N,T,2,612,0.01072,4.40
72,15645,65,bf16,N,N,0,166,0.02005,7.30
72,15645,65,bf16,N,N,1,166,0.01995,7.34
72,15645,65,bf16,N,N,2,166,0.02016,7.26
299,535,106,fp32,N,N,0,556,0.01061,3.20
299,535,106,fp32,N,N,1,556,0.01083,3.13
299,535,106,fp32,N,N,2,556,0.01083,3.13
3865,3707,28093,bf16,T,N,0,231,7.25710,110.93
3865,3707,28093,bf16,T,N,1,231,7.25400,110.97
3865,3707,28093,bf16,T,N,2,231,7.25592,110.94
119,21363,806,fp32,T,N,0,519,0.15312,26.76
119,21363,806,fp32,T,N,1,519,0.15285,26.81
119,21363,806,fp32,T,N,2,519,0.15264,26.85
120,108,6461,fp16,T,T,0,53,0.70134,0.24
120,108,6461,fp16,T,T,1,53,0.69995,0.24
120,108,6461,fp16,T,T,2,53,0.70395,0.24
2303,586,3598,bf16,N,T,0,62,0.18032,53.86
2303,586,3598,bf16,N,T,1,62,0.18150,53.51
2303,586,3598,bf16,N,T,2,62,0.18006,53.94
100,1313,1437,bf16,N,N,0,174,0.03899,9.68
100,1313,1437,bf16,N,N,1,174,0.03899,9.68
100,1313,1437,bf16,N,N,2,174,0.03899,9.68
163,146,405,fp16,N,T,0,62,0.01451,1.33
163,146,405,fp16,N,T,1,62,0.01451,1.33
163,146,405,fp16,N,T,2,62,0.01456,1.32
3550,20576,288,fp16,T,T,0,88,0.58710,71.66
3550,20576,288,fp16,T,T,1,88,0.58721,71.65
3550,20576,288,fp16,T,T,2,88,0.58667,71.72
8045,13641,2561,fp16,N,N,0,90,4.96470,113.22
8045,13641,2561,fp16,N,N,1,90,4.96107,113.30
8045,13641,2561,fp16,N,N,2,90,4.96198,113.28
2711,2603,768,fp32,N,T,0,612,0.36374,29.80
2711,2603,768,fp32,N,T,1,612,0.36091,30.03
2711,2603,768,fp32,N,T,2,612,0.36080,30.04
132,10740,1933,fp32,N,T,0,616,0.23035,23.79
132,10740,1933,fp32,N,T,1,616,0.23067,23.76
132,10740,1933,fp32,N,T,2,616,0.23056,23.77
197,254,30035,fp16,T,N,0,259,0.57201,5.25
197,254,30035,fp16,T,N,1,259,0.57675,5.21
197,254,30035,fp16,T,N,2,259,0.57862,5.19
783,19621,130,fp16,N,T,0,62,0.16304,24.50
783,19621,130,fp16,N,T,1,62,0.16315,24.48
783,19621,130,fp16,N,T,2,62,0.16304,24.50
1986,22701,6501,fp16,T,T,0,53,8.66565,67.64
1986,22701,6501,fp16,T,T,1,53,8.75365,66.96
1986,22701,6501,fp16,T,T,2,53,8.63898,67.85
182,1832,10826,fp16,T,T,0,88,0.90977,7.94
182,1832,10826,fp16,T,T,1,88,0.91809,7.86
182,1832,10826,fp16,T,T,2,88,0.91532,7.89
2308,394,5990,bf16,N,T,0,62,0.19078,57.10
2308,394,5990,bf16,N,T,1,62,0.19152,56.88
2308,394,5990,bf16,N,T,2,62,0.19243,56.61
360,2088,4043,bf16,T,N,0,489,0.09765,62.24
360,2088,4043,bf16,T,N,1,489,0.09787,62.10
360,2088,4043,bf16,T,N,2,489,0.09797,62.04
178,3968,979,fp16,N,T,0,239,0.03632,38.08
178,3968,979,fp16,N,T,1,239,0.03616,38.24
178,3968,979,fp16,N,T,2,239,0.03643,37.96
15809,5328,17236,fp32,T,N,0,525,110.40716,26.30
15809,5328,17236,fp32,T,N,1,525,110.77047,26.21
15809,5328,17236,fp32,T,N,2,525,111.06310,26.14
1113,858,453,fp16,T,T,0,53,0.10357,8.35
1113,858,453,fp16,T,T,1,53,0.10357,8.35
1113,858,453,fp16,T,T,2,53,0.10405,8.31
2754,5573,185,fp32,N,T,0,612,0.24731,22.96
2754,5573,185,fp32,N,T,1,612,0.24784,22.91
2754,5573,185,fp32,N,T,2,612,0.24752,22.94
148,31009,5819,fp32,N,N,0,556,2.61438,20.43
148,31009,5819,fp32,N,N,1,556,2.62168,20.37
148,31009,5819,fp32,N,N,2,556,2.62104,20.38
1342,179,545,bf16,T,N,0,231,0.02496,10.49
1342,179,545,bf16,T,N,1,231,0.02512,10.42
1342,179,545,bf16,T,N,2,231,0.02491,10.51
392,131,1298,bf16,N,N,0,174,0.02037,6.54
392,131,1298,bf16,N,N,1,174,0.02037,6.54
