M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
303,24250,1,bf16,T,T,20,-151,0.01307,0.02712,2.0749,4,288,2252.2,0,1.1668
3826,55,60,fp32,T,T,66,-621291439,0.00650,0.00621,0.9554,4,1362,272.8,0,0.9880
4248,148,640,bf16,N,T,27,-621290045,0.02210,0.04165,1.8851,4,228,368.5,0,1.0050
3599,3922,2223,fp32,N,N,292,-621293143,0.63194,0.66088,1.0458,4,14,195.2,0,0.6638
19,1391,5979,fp16,N,T,33,-621295777,0.12447,0.12649,1.0163,4,66,136.3,0,0.9783
2650,17,1944,fp32,N,T,359,-621293001,0.01094,0.03430,3.1344,4,262,1911.8,0,0.8686
19228,8177,5324,fp16,N,T,27,-621295776,3.48137,3.65313,1.0493,4,5,264.5,0,0.9180
88,3,9,bf16,T,N,3,-616,0.00673,0.00636,0.9449,4,1513,0.4,0,1.1335
490,4993,1305,fp16,N,N,22,-621294410,0.05427,0.07954,1.4656,4,109,444.0,0,1.0288
549,595,2,bf16,N,T,27,-349,0.00783,0.02214,2.8256,4,340,167.4,0,0.9853
2715,15244,1829,bf16,N,T,27,-621290049,0.47855,0.51279,1.0716,4,20,483.2,0,0.6820
30,55,77,bf16,T,N,69,-607,0.00764,0.01969,2.5776,4,323,2.6,0,1.5821
97,117,298,fp16,T,T,22,-445,0.01246,0.02470,1.9832,4,370,13.9,0,0.9853
63,7,6077,fp16,T,N,12,-391,0.01909,0.22509,11.7900,4,43,44.7,0,1.0035
180,102,2154,fp32,T,T,112,-621283250,0.02330,0.04208,1.8063,4,212,107.5,0,1.0134
164,4798,38,fp16,N,T,27,-408,0.00688,0.02381,3.4637,4,364,512.7,0,1.0173
20461,10938,9352,fp16,N,N,17,-621294415,8.59952,11.88343,1.3819,4,5,172.4,0,0.8052
1,211,5,fp32,N,T,264,-621283457,0.00559,0.00580,1.0377,4,1594,0.9,0,0.9696
347,21,11535,bf16,N,N,23,-621292873,0.36912,0.37668,1.0205,4,27,23.1,0,0.9896
29,109,3,bf16,T,N,69,-616,0.00552,0.01612,2.9220,4,460,2.4,0,0.9933
3233,11662,8262,bf16,N,N,17,-621292877,1.26785,1.64115,1.2944,4,7,313.1,0,0.8427
4,69,5680,fp32,T,T,66,-621291435,0.05767,0.09959,1.7270,4,96,28.8,0,1.1195
614,943,15203,fp16,N,N,22,-621294410,0.46103,0.46227,1.0027,4,22,107.7,0,1.0172
4,883,16,fp16,N,N,17,-170,0.00665,0.02517,3.7820,4,336,6.4,0,1.0133
10262,8682,7972,fp16,T,T,22,-621291511,2.86648,2.95518,1.0309,4,5,229.7,0,0.8080
42,11174,8242,fp32,N,N,350,-621293215,0.20898,0.52204,2.4981,4,19,1778.4,0,0.6697
2099,543,2,bf16,N,T,27,-353,0.00672,0.02494,3.7099,4,342,679.7,0,0.9810
149,2,3168,fp32,T,N,194,-621284134,0.01366,0.01438,1.0525,4,452,140.1,0,1.0107
519,22678,6,bf16,T,T,20,-621285690,0.02133,0.02844,1.3333,4,331,2220.5,0,0.9668
43,43,27,fp32,N,N,334,-621293214,0.00637,0.00636,0.9977,4,1538,2.6,0,0.9720
8886,211,8690,bf16,N,T,32,-621290049,0.19117,0.30532,1.5971,4,30,866.3,0,1.0236
2647,93,1,fp32,N,T,208,-621293079,0.00643,0.00626,0.9742,4,1443,154.9,0,0.9803
7,138,9256,fp16,T,T,5,-445,0.29902,0.34740,1.1618,4,29,9.0,0,0.9876
1272,3,4,fp32,T,T,66,-621291446,0.00667,0.00636,0.9536,4,1463,5.3,0,1.1518
6719,28196,3804,fp16,N,N,17,-621294414,3.16887,3.83870,1.2114,4,5,323.0,0,0.8719
1,1947,305,fp16,T,T,5,-9,0.00383,0.01357,3.5441,4,578,312.5,0,0.9930
15817,7593,13900,fp16,N,N,17,-621294415,7.83972,9.52207,1.2146,4,5,144.3,0,0.7436
10516,45,18,bf16,T,T,20,-153,0.00670,0.01710,2.5505,4,492,339.0,0,1.0379
16471,741,654,fp32,N,N,292,-621283964,0.19311,0.27826,1.4409,4,34,486.0,0,0.6467
25882,475,9,fp16,N,T,27,-621295771,0.02838,0.02917,1.0280,4,319,1749.7,0,0.9978
7362,17306,166,fp32,T,T,112,-621283233,0.54346,0.60298,1.1095,4,16,967.9,0,0.8367
4,17286,883,fp32,N,T,366,-621283730,0.01711,0.06419,3.7529,4,134,3586.3,0,0.8636
116,454,228,fp16,T,N,71,-388,0.01225,0.02775,2.2656,4,292,38.4,0,0.9844
4641,3,13,fp16,T,T,22,-449,0.00661,0.01444,2.1846,4,602,26.7,0,0.9980
178,55,1372,fp16,T,T,22,-447,0.05407,0.06200,1.1467,4,144,12.5,0,1.1477
227,8153,8,fp16,N,T,27,-408,0.00700,0.02370,3.3865,4,334,1076.9,0,0.9960
1589,8245,6592,fp32,N,N,292,-621283810,1.76120,1.99289,1.1316,4,5,177.0,0,0.6657
5394,2,3485,fp16,T,N,10,-381,0.10864,0.53232,4.8996,4,19,346.6,0,0.9440
4,1,585,fp16,N,N,2,-9,0.00379,0.06947,18.3110,4,125,1.5,0,0.9940
9742,27,123,fp32,T,N,238,-621293592,0.00653,0.01561,2.3884,4,514,896.6,0,1.1486
7646,453,8,bf16,N,N,17,-262,0.00921,0.02789,3.0271,4,328,1517.6,0,0.9959
5411,4,1673,fp32,T,T,66,-621283250,0.01978,0.02566,1.2975,4,355,1836.5,0,1.0221
4,2352,296,fp16,N,T,27,-408,0.01874,0.03215,1.7157,4,290,76.4,0,0.9740
10005,193,5516,fp16,T,T,22,-621291502,0.21129,0.22702,1.0745,4,43,569.0,0,1.0127
167,7,5839,fp16,T,T,22,-621291507,0.20861,0.21377,1.0247,4,47,9.8,0,0.9722
6431,9410,12698,fp32,T,T,66,-621283233,17.08022,17.57244,1.0288,4,5,61.3,0,0.7825
2,34,42,fp32,N,N,408,-621293371,0.00650,0.00654,1.0061,4,1580,1.0,0,0.9636
8128,2433,2138,fp16,N,N,17,-621294408,0.32691,0.35822,1.0958,4,27,380.1,0,0.7705
123,3317,1855,fp16,N,N,22,-621294410,0.07350,0.09867,1.3425,4,95,195.8,0,0.9872
25,3866,9578,bf16,T,N,79,-621289993,0.21869,0.34688,1.5862,4,29,342.6,0,1.0086
2239,68,1,bf16,T,T,20,-153,0.00654,0.01350,2.0625,4,600,93.8,0,0.9916
135,2,15,fp32,T,N,206,-621293439,0.00655,0.00639,0.9766,4,1629,1.4,0,0.9944
37,7302,29201,bf16,N,T,32,-621290049,0.60894,1.07487,1.7652,4,10,705.6,0,1.0239
6017,6663,169,fp32,N,T,314,-621292887,0.19419,0.19229,0.9902,4,38,869.9,0,0.6665
105,4,281,fp32,T,N,308,-621293554,0.00647,0.00831,1.2840,4,905,19.2,0,0.9744
634,16346,25,fp16,T,N,71,-621296072,0.02395,0.03659,1.5276,4,264,1766.3,0,1.0275
1,5316,27424,fp32,T,T,21,-9,0.20165,0.70009,3.4717,4,14,2892.5,0,1.0075
213,5015,185,bf16,T,N,69,-621289995,0.01811,0.03580,1.9774,4,257,342.8,0,0.9800
3752,15181,3578,fp16,N,T,27,-621295776,0.93410,0.96232,1.0302,4,11,389.0,0,0.8753
10473,29448,6741,bf16,N,T,27,-621290053,8.51766,8.50597,0.9986,4,5,208.0,0,0.7455
2533,4657,1980,bf16,N,T,27,-621290046,0.13006,0.12706,0.9769,4,56,581.7,0,0.6570
35,5322,124,fp32,N,N,278,-621283951,0.00616,0.00629,1.0211,4,1203,551.9,0,0.9941
42,3,195,fp32,T,N,174,-621293510,0.00654,0.00645,0.9866,4,1253,5.4,0,0.9866
11043,52,8,bf16,T,N,69,-611,0.00666,0.01949,2.9275,4,444,371.7,0,1.0006
98,6,13,bf16,T,N,5,-607,0.00696,0.02252,3.2375,4,386,0.7,0,0.9906
289,3562,1884,fp32,T,T,66,-621291428,0.05731,0.05581,0.9738,4,139,578.2,0,0.6939
3189,11,337,fp32,N,T,367,-621293111,0.00660,0.01286,1.9501,4,658,675.3,0,0.9819
1461,4490,125,bf16,N,N,17,-621292869,0.02343,0.03562,1.5199,4,228,1183.2,0,0.9948
18,27236,2,bf16,N,N,17,-257,0.00573,0.01492,2.6067,4,602,361.6,0,1.1317
9056,61,68,fp32,T,T,66,-621291433,0.00555,0.00722,1.3007,4,1103,845.0,0,1.0205
20,7132,4,fp32,N,T,280,-621283469,0.00547,0.00563,1.0306,4,1486,125.3,0,0.9950
6816,2522,4438,fp32,N,N,336,-621293202,1.47901,1.57586,1.0655,4,6,158.6,0,0.7105
14,26242,27847,fp32,N,T,368,-621283729,0.76566,2.00689,2.6211,4,5,3821.6,0,0.8510
4536,3858,25627,fp16,N,T,27,-621295771,1.88720,1.87169,0.9918,4,6,265.1,0,0.8590
12,5,6,bf16,N,T,27,-353,0.00676,0.02380,3.5218,4,385,0.1,0,0.9694
1851,10,45,fp32,N,N,326,-621284000,0.00622,0.00631,1.0149,4,1108,65.7,0,0.9910
1105,606,1685,bf16,N,T,32,-621290045,0.04826,0.07947,1.6465,4,118,175.0,0,0.9963
7,34,1752,fp32,T,N,344,-621284158,0.01056,0.01035,0.9799,4,575,27.3,0,0.9903
17458,16527,92,bf16,N,N,17,-621292873,0.48589,0.90733,1.8674,4,12,2388.1,0,0.7596
254,785,14,fp16,N,N,17,-170,0.00664,0.02463,3.7103,4,381,124.5,0,0.9908
2010,18514,978,fp16,T,N,71,-621296103,0.21349,0.24420,1.1438,4,36,885.3,0,0.6720
1847,6710,508,fp16,N,T,27,-621295764,0.06619,0.06901,1.0427,4,134,880.3,0,1.1427
21941,30,7,bf16,N,N,17,-257,0.00678,0.02547,3.7560,4,324,433.7,0,1.1507
2146,49,23,bf16,T,N,69,-611,0.00676,0.02564,3.7935,4,342,77.2,0,1.0172
304,518,2132,bf16,T,T,20,-621285697,0.08808,0.08881,1.0084,4,95,46.9,0,1.0129
171,2,257,fp32,T,T,66,-621291435,0.00642,0.00632,0.9844,4,1113,27.9,0,1.0007
18794,28935,4960,fp16,T,N,71,-621296114,10.37380,14.41252,1.3893,4,5,255.3,0,0.8292
1041,90,359,bf16,N,T,27,-621290045,0.02332,0.03677,1.5768,4,246,50.9,0,0.9821
937,325,11054,bf16,N,T,32,-621290045,0.22041,0.36848,1.6717,4,27,132.1,0,0.9871
2,1,3,fp32,T,N,163,-621284033,0.00648,0.00624,0.9629,4,1594,0.0,0,0.9797
70,1693,2347,bf16,N,N,23,-258,0.08042,0.11525,1.4331,4,75,108.8,0,1.0177
7,44,48,fp32,N,N,364,-621283988,0.00641,0.00637,0.9933,4,1590,1.7,0,1.0041
5795,381,1797,bf16,N,T,32,-621290045,0.05559,0.08712,1.5671,4,111,558.2,0,1.0192
2,234,1176,fp16,N,N,22,-171,0.02740,0.06404,2.3371,4,152,20.3,0,0.9738
5717,29,9224,bf16,N,T,32,-621290045,0.18477,0.31595,1.7100,4,29,577.3,0,1.1421
26,6,133,fp32,T,T,66,-621291439,0.00667,0.00626,0.9388,4,1408,2.6,0,0.9907
21260,324,3513,bf16,N,N,23,-621292880,0.20137,0.19898,0.9881,4,47,889.9,0,0.6828
2348,4283,74,fp32,N,N,264,-621283892,0.03410,0.04238,1.2429,4,212,1237.2,0,0.7965
3779,6542,5075,fp16,T,T,22,-621291507,0.68911,0.76827,1.1149,4,13,295.5,0,0.7576
5,17516,1056,bf16,T,T,4,-150,0.06848,0.11187,1.6336,4,81,545.5,0,0.9858
7693,11293,29221,bf16,N,T,27,-621290055,10.96457,10.96476,1.0000,4,5,132.9,0,0.6788
20,618,14,bf16,N,T,27,-349,0.00658,0.02242,3.4073,4,369,10.2,0,0.9862
552,15220,9923,bf16,N,N,23,-621292875,0.54785,0.54654,0.9976,4,19,632.7,0,0.8349
61,6,17231,bf16,T,T,20,-621285697,0.58516,0.60177,1.0284,4,17,3.9,0,0.9776
1713,21882,582,fp32,N,T,312,-621293074,0.48977,0.48987,1.0002,4,19,418.3,0,0.6707
2105,1525,37,bf16,N,T,27,-349,0.01608,0.02833,1.7620,4,271,815.2,0,1.1313
1766,834,7401,bf16,T,T,20,-621285697,0.27245,0.27256,1.0004,4,37,162.9,0,1.0146
5550,10297,8,bf16,T,N,69,-621289955,0.08885,0.15133,1.7032,4,66,2575.6,0,0.9358
23099,445,5714,fp32,T,T,66,-621291428,1.62816,2.03651,1.2508,4,5,355.8,0,0.6499
15,4928,452,bf16,T,N,69,-621289994,0.02119,0.03719,1.7552,4,253,224.9,0,0.9873
8544,324,356,bf16,T,N,69,-621289995,0.02143,0.04021,1.8763,4,207,811.4,0,1.0097
1943,882,364,bf16,T,T,20,-621285689,0.02785,0.02849,1.0231,4,327,320.0,0,0.9882
4700,48,16,fp32,N,T,253,-621292932,0.00659,0.00628,0.9540,4,1310,183.1,0,1.0273
5,653,10713,fp16,T,N,12,-391,0.03212,0.37621,11.7137,4,27,439.4,0,1.0053
343,454,475,bf16,T,T,20,-150,0.02307,0.03232,1.4007,4,268,59.8,0,0.9947
7,1,57,fp16,N,T,28,-9,0.00388,0.02653,6.8312,4,350,0.2,0,0.9933
6928,12047,25797,bf16,N,T,27,-621290053,8.92254,9.88544,1.1079,4,5,147.1,0,0.6958
16986,1,392,bf16,T,N,3,-9,0.01031,0.07395,7.1706,4,136,1298.0,0,1.0130
70,49,67,fp32,T,N,254,-621293741,0.00658,0.00655,0.9948,4,1481,6.9,0,0.9575
40,83,3,bf16,T,T,20,-152,0.00673,0.01288,1.9127,4,654,2.1,0,1.0025
230,8592,18796,fp16,T,T,22,-621291499,0.68922,0.68745,0.9974,4,15,492.6,0,1.0788
25,223,2967,fp32,T,N,350,-621284138,0.01411,0.01539,1.0906,4,380,210.2,0,0.9901
282,430,910,fp32,T,T,112,-621291435,0.01190,0.01352,1.1369,4,654,258.6,0,1.0198
107,6468,22,fp16,T,T,22,-447,0.00673,0.01998,2.9663,4,440,454.0,0,1.0056
23260,56,25586,fp16,N,T,33,-621295777,0.59219,0.93570,1.5801,4,11,2023.6,0,0.9496
1680,2978,4,fp32,T,N,307,-621293456,0.00824,0.01486,1.8018,4,592,2436.3,0,0.8880
203,41,23,fp16,N,T,27,-408,0.00670,0.02496,3.7268,4,366,6.6,0,0.9690
8415,22,26325,fp32,T,N,380,-621284152,0.34873,0.54991,1.5769,4,19,2549.7,0,0.7628
26624,35,5,bf16,N,T,27,-349,0.00658,0.02061,3.1304,4,444,606.6,0,0.9898
189,11,7713,bf16,N,N,23,-621292873,0.24423,0.31770,1.3008,4,31,12.7,0,0.9892
168,19,3713,bf16,T,N,78,-619,0.02486,0.17247,6.9378,4,50,56.4,0,0.9965
11,117,11,bf16,T,N,69,-616,0.00560,0.01638,2.9266,4,535,1.4,0,1.0073
1031,17532,277,bf16,T,T,20,-621285684,0.08289,0.09013,1.0874,4,113,996.3,0,0.8382
13,1605,1466,fp16,N,N,22,-171,0.04425,0.07903,1.7859,4,108,109.1,0,1.1224
10167,498,1094,bf16,N,N,23,-621292876,0.05428,0.06861,1.2639,4,131,803.0,0,0.9475
2,129,28383,bf16,T,N,14,-615,0.02345,0.02340,0.9979,4,370,317.2,0,0.9460
7,4,1460,bf16,N,N,8,-258,0.04359,0.05660,1.2984,4,166,0.7,0,1.0024
462,21308,560,bf16,N,T,27,-621290043,0.06009,0.06136,1.0211,4,153,1061.1,0,0.8991
7124,5999,8,fp32,N,N,264,-621283861,0.05909,0.10537,1.7833,4,96,2900.3,0,1.1356
1572,168,1,bf16,T,T,20,-152,0.00655,0.01363,2.0814,4,588,161.8,0,1.0890
10,7,280,fp16,N,N,2,-170,0.01846,0.01846,1.0003,4,494,0.5,0,0.9931
7345,689,17245,fp16,N,T,33,-621295777,0.50446,0.68902,1.3658,4,13,589.4,0,0.8149
1020,1738,52,bf16,T,N,69,-607,0.01207,0.02897,2.4012,4,271,611.4,0,0.9857
223,1532,1198,fp16,N,T,33,-621295773,0.03908,0.06188,1.5834,4,147,142.6,0,0.9943
3,1,22,fp16,T,N,4,-9,0.00293,0.00576,1.9683,4,1424,0.1,0,0.9927
2558,4222,289,fp32,N,T,314,-621283645,0.09686,0.13777,1.4224,4,71,526.9,0,0.7608
506,319,4,fp16,N,T,27,-412,0.00657,0.02435,3.7075,4,346,99.3,0,1.1361
209,8807,2132,bf16,T,N,78,-621289995,0.06007,0.06240,1.0388,4,140,762.5,0,1.0172
2189,2,389,fp16,N,N,2,-170,0.02493,0.02494,1.0004,4,318,69.1,0,0.9821
29767,5575,10349,bf16,N,T,27,-621290035,6.79905,7.22356,1.0624,4,5,205.2,0,0.7624
876,12212,7954,bf16,T,N,76,-621289979,0.47146,0.61021,1.2943,4,18,532.4,0,0.9833
6,471,239,fp32,T,N,324,-621284107,0.00642,0.00726,1.1301,4,938,72.8,0,0.9850
72,680,30304,fp16,T,N,79,-621296106,0.59477,0.91460,1.5377,4,11,77.0,0,0.9933
2681,2391,14700,fp16,T,T,22,-621291506,0.63735,0.65234,1.0235,4,15,274.2,0,0.8480
32526,12,154,fp32,T,N,345,-621293554,0.01016,0.01440,1.4180,4,590,2127.2,0,1.0039
29481,3854,4343,bf16,T,N,69,-621289994,2.01021,2.27492,1.1317,4,5,370.1,0,0.6801
9,655,5827,fp32,T,T,66,-621283250,0.05852,0.07297,1.2470,4,122,264.9,0,0.9693
236,22709,9873,bf16,N,T,32,-621290049,0.31816,0.43606,1.3706,4,22,1491.4,0,0.7923
37,2066,1,fp32,T,T,66,-621291438,0.00645,0.00621,0.9626,4,1466,48.7,0,1.1290
8554,2729,8186,bf16,N,N,17,-621292877,1.11416,1.11268,0.9987,4,9,249.6,0,0.6596
54,2347,4015,bf16,T,T,20,-621285696,0.15225,0.15433,1.0136,4,60,130.0,0,1.0987
5076,37,24499,fp16,T,N,79,-621296105,0.53330,0.90582,1.6985,4,11,471.2,0,0.9999
7,870,1057,fp32,T,N,340,-621284104,0.00927,0.00940,1.0136,4,773,402.6,0,0.9831
3514,18,1330,fp16,T,T,22,-445,0.05872,0.06045,1.0294,4,143,164.3,0,0.9921
57,169,4554,fp32,T,T,66,-621291435,0.04610,0.08115,1.7605,4,120,90.1,0,1.1286
8988,2166,3529,bf16,T,T,20,-621285693,0.46797,0.46488,0.9934,4,21,334.6,0,0.6854
87,5530,143,fp32,T,N,312,-621284335,0.00661,0.01662,2.5147,4,469,777.4,0,1.1347
3564,13103,6076,fp32,N,N,292,-621293203,5.27341,6.43539,1.2203,4,5,112.2,0,0.6801
4,38,60,fp16,T,T,5,-447,0.00555,0.00572,1.0299,4,1357,1.0,0,0.9685
1470,4766,583,fp32,T,T,66,-621291424,0.09943,0.09865,0.9922,4,72,428.1,0,0.6914
8190,29,18,fp16,N,N,17,-170,0.00566,0.02630,4.6441,4,301,220.0,0,0.9818
20418,1115,3737,fp16,N,T,27,-621295773,0.44196,0.57961,1.3115,4,17,570.2,0,0.6658
9,28001,3356,fp32,N,N,320,-621293339,0.11281,0.26586,2.3567,4,35,3342.1,0,0.7282
357,233,1049,bf16,T,N,76,-609,0.03420,0.06243,1.8255,4,155,45.9,0,0.9730
48,37,19,fp16,N,T,27,-408,0.00566,0.02481,4.3818,4,350,1.8,0,1.1300
7388,5782,22317,fp16,N,T,27,-621295777,4.39017,5.30926,1.2094,4,5,172.8,0,0.6947
1,1207,2765,fp16,N,T,34,-9,0.00584,0.10948,18.7349,4,70,1144.0,0,1.4286
29,2402,1476,bf16,T,T,20,-621285691,0.06540,0.06535,0.9993,4,129,114.0,0,1.0005
6604,1,995,bf16,T,T,21,-9,0.01696,0.04830,2.8475,4,174,776.5,0,1.1143
7292,3514,6044,fp32,N,T,356,-621293072,3.18100,4.71707,1.4829,4,5,114.3,0,0.7221
1239,6685,31,bf16,T,N,69,-621289961,0.01933,0.02508,1.2972,4,348,1739.1,0,1.0051
88,25,442,fp32,N,N,350,-621283823,0.00613,0.00624,1.0185,4,1292,34.1,0,0.9708
1219,735,5285,fp16,N,T,33,-621295773,0.11894,0.12044,1.0127,4,75,203.8,0,1.0148
69,183,7065,fp16,T,N,78,-387,0.04897,0.26165,5.3426,4,38,73.7,0,0.9894
2182,40,6062,fp32,T,T,112,-621291435,0.06173,0.07692,1.2462,4,121,878.5,0,1.0267
2769,519,5268,fp32,N,N,292,-621283846,0.21801,0.21950,1.0069,4,35,344.2,0,0.7533
29657,125,6,bf16,T,T,20,-152,0.01052,0.02700,2.5675,4,273,1444.1,0,1.1325
787,345,14,bf16,T,N,69,-607,0.00674,0.02535,3.7594,4,355,165.8,0,0.9890
53,5434,24,bf16,N,T,27,-349,0.00644,0.02317,3.6000,4,392,219.9,0,1.0140
33,11,12,bf16,N,N,17,-262,0.00668,0.02483,3.7177,4,369,0.4,0,0.9887
3462,1315,917,fp32,N,N,292,-621283892,0.09303,0.09159,0.9845,4,84,384.1,0,0.6714
706,547,510,bf16,N,N,17,-621292873,0.02953,0.04687,1.5869,4,192,95.6,0,0.9572
98,8,130,bf16,T,N,69,-607,0.01024,0.02664,2.6015,4,342,3.0,0,0.9953
8374,24,43,fp16,N,N,17,-170,0.00668,0.02474,3.7048,4,331,228.5,0,0.9962
70,36,8,fp16,N,N,17,-170,0.00666,0.02451,3.6792,4,355,1.8,0,1.0110
13,3970,8,fp32,N,N,322,-621284009,0.00629,0.00604,0.9600,4,1457,53.0,0,1.0126
2,750,56,fp32,N,N,350,-621283984,0.00617,0.00600,0.9728,4,1513,28.3,0,1.1279
640,484,12527,bf16,T,T,20,-621285694,0.43827,0.44628,1.0183,4,23,67.1,0,1.0212
40,466,14798,bf16,T,T,20,-621285697,0.50956,0.52234,1.0251,4,20,29.5,0,0.9879
8512,10328,4199,fp32,N,T,312,-621283663,6.95663,8.00800,1.1511,4,5,96.0,0,0.6658
5,3160,2955,bf16,T,T,4,-150,0.15722,0.30643,1.9491,4,32,119.4,0,0.9704
82,13209,19164,fp16,N,N,22,-621294408,0.70519,0.70441,0.9989,4,15,728.5,0,1.0069
292,586,2060,bf16,T,T,20,-621285697,0.08525,0.08652,1.0149,4,113,50.5,0,1.1519
38,16,1,fp16,N,N,17,-170,0.00653,0.02169,3.3230,4,386,0.4,0,1.0012
113,31,18,fp16,N,N,17,-170,0.00672,0.02529,3.7622,4,337,2.9,0,1.0014
6627,266,435,bf16,T,N,69,-621289995,0.02423,0.04115,1.6981,4,221,538.5,0,1.0149
4229,16,3,bf16,T,N,69,-611,0.00667,0.02242,3.3617,4,391,44.4,0,1.0147
1427,11054,1520,fp32,T,T,66,-621283236,0.53013,0.52712,0.9943,4,17,262.2,0,0.6811
52,6,17,bf16,N,T,27,-349,0.00678,0.02472,3.6465,4,341,0.5,0,0.9787
554,2729,19204,fp16,T,T,22,-621291509,0.71887,0.72065,1.0025,4,14,183.8,0,1.0229
67,4110,2,fp32,T,T,66,-621283248,0.00666,0.00626,0.9394,4,1443,170.4,0,0.9819
8767,14,27,fp16,T,T,22,-448,0.00671,0.01559,2.3229,4,555,143.8,0,1.1582
4,4,7987,bf16,N,N,8,-258,0.21871,0.28647,1.3098,4,35,0.6,0,0.9980
1288,51,554,fp16,T,N,71,-621296107,0.02436,0.04050,1.6624,4,235,71.7,0,1.0049
1951,4,299,fp32,N,N,344,-621283910,0.00654,0.01068,1.6336,4,728,362.3,0,1.0111
2360,36,936,fp16,N,T,33,-409,0.02792,0.05422,1.9422,4,160,172.8,0,1.0001
623,11,17628,fp16,N,N,22,-171,0.48453,0.53062,1.0951,4,19,46.2,0,1.0085
57,95,395,fp32,T,T,66,-621291435,0.00633,0.00780,1.2321,4,1015,41.4,0,1.0000
621,15962,1171,bf16,T,T,20,-621285686,0.09404,0.09885,1.0511,4,83,834.6,0,0.6848
4806,1280,2171,fp32,T,T,66,-621291448,0.30997,0.36023,1.1622,4,27,249.9,0,0.6965
368,9,17638,fp16,N,N,22,-171,0.48510,0.53015,1.0929,4,19,27.4,0,0.9941
804,21161,19972,fp16,N,N,17,-621294403,1.84209,1.85452,1.0067,4,6,513.2,0,0.9208
17537,4,204,fp32,T,T,66,-621291435,0.00804,0.02128,2.6468,4,398,1815.1,0,0.9898
2312,12287,9778,bf16,N,T,27,-621290045,1.22019,1.28020,1.0492,4,8,327.1,0,0.8156
30361,2,6,fp16,T,N,4,-382,0.00676,0.00640,0.9473,4,1357,89.8,0,1.0140
240,503,360,fp16,N,N,17,-170,0.02427,0.03892,1.6038,4,248,41.9,0,1.0038
13282,42,5541,bf16,N,N,23,-621292873,0.21505,0.21940,1.0202,4,40,697.0,0,1.0316
3148,17417,6631,bf16,T,T,20,-621285694,1.46611,1.45808,0.9945,4,7,335.6,0,0.8806
4322,3291,278,fp32,T,T,66,-621291423,0.09927,0.11777,1.1864,4,67,658.4,0,0.7161
9120,553,7527,bf16,T,N,77,-621289994,0.22653,0.34875,1.5396,4,28,731.9,0,0.6060
2,24324,26533,bf16,N,N,23,-621292871,0.90304,0.90948,1.0071,4,12,1429.7,0,0.8841
165,6598,1182,bf16,N,T,32,-621290049,0.03994,0.06204,1.5532,4,157,509.3,0,0.9762
770,18045,9,fp16,T,N,71,-621296071,0.02479,0.03450,1.3917,4,279,2255.7,0,1.0141
53,52,6,fp32,N,N,338,-621293231,0.00556,0.00579,1.0406,4,1545,2.4,0,1.0163
30,3,34,bf16,N,N,2,-257,0.00574,0.00583,1.0171,4,1510,0.5,0,1.0003
2247,13111,3246,fp16,N,N,17,-621294414,0.52107,0.54871,1.0531,4,17,417.5,0,0.8116
28,4133,246,fp16,T,N,71,-621296107,0.01799,0.03117,1.7332,4,253,139.6,0,0.9834
7568,5173,19569,fp32,T,T,66,-621283233,16.07385,19.40246,1.2071,4,5,71.8,0,1.0274
2959,44,947,fp16,T,N,75,-381,0.03184,0.05831,1.8313,4,139,195.0,0,1.0154
3026,17781,243,bf16,T,N,69,-621289987,0.14833,0.15922,1.0734,4,59,1519.1,0,0.6816
269,1,2,bf16,N,T,28,-9,0.00375,0.02401,6.3951,4,364,0.6,0,0.9745
3477,1188,4568,fp32,N,N,292,-621283809,0.40551,0.43397,1.0702,4,23,250.9,0,0.6662
28,9,1099,fp16,T,N,75,-389,0.01393,0.05952,4.2725,4,145,5.9,0,1.0010
66,53,697,fp32,N,N,350,-621293214,0.00634,0.00635,1.0019,4,1103,54.5,0,0.9977
312,381,3,fp32,N,N,264,-621293164,0.00658,0.00660,1.0039,4,1584,73.6,0,1.0051
4605,8859,385,fp32,T,N,296,-621293471,0.38599,0.40431,1.0475,4,22,476.5,0,0.6705
2743,14109,83,bf16,T,N,69,-621289960,0.09263,0.14406,1.5552,4,67,1701.4,0,0.9434
17,69,15749,bf16,N,T,32,-621290045,0.29868,0.50850,1.7025,4,20,9.1,0,1.1421
15,18,6,fp32,T,N,322,-621284030,0.00663,0.00642,0.9679,4,1516,0.3,0,1.0061
243,193,576,bf16,N,T,27,-621290045,0.02042,0.03915,1.9166,4,224,33.8,0,1.0152
12073,33,4,fp32,T,N,266,-621293437,0.00673,0.00806,1.1973,4,836,265.6,0,1.0160
4414,2118,994,fp32,N,N,336,-621293193,0.20453,0.25049,1.2247,4,31,309.8,0,0.6325
4,322,1530,fp32,T,T,112,-621283250,0.01762,0.02015,1.1432,4,409,113.5,0,0.9771
50,14851,99,fp16,T,T,22,-445,0.01152,0.02178,1.8902,4,380,513.8,0,1.0199
14,4101,33,bf16,N,T,27,-349,0.00653,0.02403,3.6778,4,365,76.7,0,1.1575
283,1828,11,fp16,N,N,17,-170,0.00665,0.02544,3.8233,4,356,318.0,0,1.0109
10141,7410,363,bf16,T,T,20,-621285687,0.25750,0.30929,1.2011,4,30,1216.8,0,0.8792
593,612,10258,fp16,T,N,78,-621296106,0.21549,0.32168,1.4928,4,31,121.5,0,0.9927
