M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
449,650,5004,fp16,T,T,22,-621291495,0.18849,0.18855,1.0003,4,52,64.5,0,1.1134
211,4095,31880,fp16,T,T,22,-621291495,1.17125,1.16169,0.9918,4,9,237.4,0,0.9985
22286,252,21620,fp16,T,T,22,-621291510,0.91995,0.95748,1.0408,4,10,1083.8,0,0.7921
504,177,475,fp16,T,T,22,-445,0.01841,0.03239,1.7598,4,279,54.5,0,0.9788
16426,150,372,fp16,T,T,22,-621291497,0.02907,0.03615,1.2437,4,253,763.3,0,1.0103
2476,621,11347,fp16,T,T,22,-621291495,0.44005,0.43954,0.9988,4,23,173.7,0,0.9968
7601,4198,674,fp16,T,T,22,-621291500,0.16353,0.19364,1.1842,4,47,877.8,0,0.6326
18399,29975,973,fp16,T,T,22,-621291506,2.89968,2.89919,0.9998,4,5,793.3,0,0.8487
7002,3543,228,fp16,T,T,22,-621291502,0.08520,0.12217,1.4340,4,81,1221.2,0,0.9951
17931,522,1460,fp16,T,T,22,-621291506,0.10231,0.10307,1.0074,4,72,892.6,0,0.6237
149,2143,1278,fp16,T,T,22,-445,0.06131,0.06223,1.0151,4,138,116.4,0,1.0066
6509,396,13276,fp16,T,T,22,-621291499,0.50411,0.50424,1.0003,4,19,384.1,0,1.0103
716,1512,2933,fp16,T,T,22,-621291496,0.11928,0.11936,1.0007,4,73,145.9,0,0.9901
2877,617,28628,fp16,T,T,22,-621291502,1.06793,1.06497,0.9972,4,10,194.0,0,0.9985
318,444,526,fp16,T,T,22,-445,0.01998,0.03391,1.6973,4,270,68.4,0,0.9900
24474,134,939,fp16,T,T,22,-621291500,0.05283,0.05949,1.1263,4,161,1123.2,0,1.0144
297,15254,163,fp16,T,T,22,-621291504,0.02504,0.02870,1.1464,4,309,926.3,0,1.0067
203,494,365,fp16,T,T,22,-445,0.01479,0.02798,1.8920,4,292,61.5,0,0.9693
443,1636,24285,fp16,T,T,22,-621291501,0.92133,0.92050,0.9991,4,11,112.7,0,1.0011
17056,7559,187,fp16,T,T,22,-621291503,0.31924,0.40019,1.2536,4,25,1644.3,0,0.9396
257,835,12264,fp16,T,T,22,-621291507,0.42466,0.43496,1.0243,4,23,65.1,0,0.9885
