M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
128,162,5085,fp16,T,T,22,-621291510,0.18716,0.19010,1.0157,4,53,16.2,0,0.9572
4995,2737,283,fp16,T,T,22,-621291500,0.04756,0.05431,1.1419,4,176,1242.0,0,0.8603
891,21353,1062,fp16,T,T,22,-621291499,0.20679,0.23862,1.1539,4,42,596.5,0,0.6542
22183,916,1728,fp16,T,T,22,-621291506,0.26480,0.27773,1.0488,4,33,608.4,0,0.7879
189,237,6358,fp16,T,T,22,-621291503,0.23554,0.23583,1.0012,4,38,23.8,0,0.9815
804,4546,1530,fp16,T,T,22,-621291504,0.07513,0.07591,1.0104,4,126,412.5,0,0.9917
257,4111,2657,fp16,T,T,22,-621291505,0.10643,0.10877,1.0219,4,81,257.8,0,1.0035
16334,1775,457,fp16,T,T,22,-621291501,0.12782,0.16565,1.2960,4,58,1036.8,0,0.8086
2509,286,16100,fp16,T,T,22,-621291500,0.60391,0.60360,0.9995,4,17,153.8,0,1.1165
505,7784,7175,fp16,T,T,22,-621291503,0.32079,0.31989,0.9972,4,30,419.8,0,1.0036
258,1493,721,fp16,T,T,22,-445,0.03714,0.04107,1.1059,4,207,109.5,0,0.9865
1718,9655,637,fp16,T,T,22,-621291502,0.08821,0.10246,1.1616,4,88,916.4,0,0.6457
20827,412,473,fp16,T,T,22,-621291504,0.05196,0.05555,1.0692,4,174,1047.3,0,0.9461
708,2015,2483,fp16,T,T,22,-621291496,0.10427,0.10420,0.9993,4,91,184.4,0,0.9959
11931,653,374,fp16,T,T,22,-621291501,0.04200,0.04643,1.1056,4,195,966.1,0,0.9280
10005,193,5516,fp16,T,T,22,-621291501,0.21172,0.22752,1.0746,4,40,567.9,0,1.0015
230,8592,18796,fp16,T,T,22,-621291503,0.69009,0.69318,1.0045,4,15,492.0,0,0.9995
554,2729,19204,fp16,T,T,22,-621291507,0.72085,0.72298,1.0030,4,14,183.3,0,0.9907
2105,535,3010,fp16,T,T,22,-621291507,0.11985,0.12162,1.0148,4,75,170.2,0,1.0027
2057,12434,796,fp16,T,T,22,-621291501,0.17870,0.19625,1.0982,4,49,701.6,0,0.6392
294,8536,5746,fp16,T,T,22,-621291507,0.23364,0.23690,1.0140,4,40,477.3,0,1.0057
247,505,392,fp16,T,T,22,-445,0.01536,0.02857,1.8596,4,312,70.9,0,0.9906
275,19775,573,fp16,T,T,22,-621291504,0.05609,0.05143,0.9169,4,176,797.5,0,0.8739
20273,18225,573,fp16,T,T,22,-621291501,1.38045,1.45370,1.0531,4,7,1102.6,0,0.7009
254,11817,9423,fp16,T,T,22,-621291495,0.37790,0.38510,1.0190,4,25,633.8,0,1.0131
21225,24461,189,fp16,T,T,22,-621291502,1.20385,1.52817,1.2694,4,7,1739.4,0,0.7013
532,542,8561,fp16,T,T,22,-621291510,0.30320,0.31075,1.0249,4,32,64.5,0,1.0002
502,504,814,fp16,T,T,22,-445,0.03688,0.04372,1.1854,4,190,71.9,0,0.9786
678,4915,132,fp16,T,T,22,-621291498,0.02071,0.02254,1.0885,4,363,714.9,0,1.0090
23124,252,917,fp16,T,T,22,-621291501,0.06137,0.07972,1.2990,4,110,1078.3,0,0.8962
1007,17444,1233,fp16,T,T,22,-621291502,0.14543,0.17149,1.1792,4,51,796.0,0,0.6492
1669,27550,633,fp16,T,T,22,-621291501,0.25399,0.27800,1.0945,4,32,869.8,0,0.8045
292,460,8645,fp16,T,T,22,-621291510,0.30822,0.31272,1.0146,4,32,43.9,0,1.0905
30986,548,5074,fp16,T,T,22,-621291506,0.64296,0.65123,1.0128,4,15,603.3,0,0.6586
25072,497,1666,fp16,T,T,22,-621291501,0.13548,0.16429,1.2126,4,52,996.7,0,0.6989
143,485,1595,fp16,T,T,22,-621291498,0.07132,0.07168,1.0052,4,125,32.0,0,0.9932
15758,487,1020,fp16,T,T,22,-621291500,0.08136,0.09706,1.1929,4,108,784.6,0,0.9326
447,416,626,fp16,T,T,22,-445,0.02641,0.03715,1.4063,4,229,69.1,0,1.0690
7934,2060,570,fp16,T,T,22,-621291501,0.07611,0.08520,1.1194,4,102,1008.7,0,0.6804
915,270,351,fp16,T,T,22,-445,0.01467,0.02804,1.9109,4,314,124.0,0,1.0989
