M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
3420,12813,286,fp16,T,N,71,621291443,0.11381,0.13946,1.2254
4291,743,39320,fp32,T,T,66,621287052,2.66667,2.74171,1.0281
403,17506,1063,fp32,N,T,312,621282741,0.15606,0.16651,1.0670
600,2974,1005,bf16,N,N,23,621295643,0.04811,0.06348,1.3194
2516,5261,3721,bf16,N,T,27,621285340,0.18068,0.18614,1.0302
2311,4333,6054,bf16,T,T,20,621286127,0.26973,0.26715,0.9904
1710,590,998,bf16,N,T,32,621285347,0.03948,0.06040,1.5298
7116,7484,265,bf16,N,T,27,621285335,0.12937,0.13952,1.0785
1227,3175,20277,fp32,N,N,292,621283202,1.40151,1.41676,1.0109
1042,659,399,fp32,T,N,316,621281358,0.01220,0.01674,1.3716
1356,645,12167,fp16,N,N,22,621287190,0.39876,0.48425,1.2144
1575,2735,6727,bf16,T,T,20,621286138,0.25078,0.25346,1.0107
2296,3114,20648,bf16,N,T,32,621285351,0.46788,0.70906,1.5155
4332,7600,1138,fp16,N,N,17,621287187,0.15357,0.16346,1.0644
369,3750,828,bf16,T,T,20,621286135,0.04656,0.04611,0.9904
19030,733,2235,fp32,N,T,312,621282713,0.51913,0.58165,1.1204
16181,329,3178,fp32,T,N,310,621281414,0.34413,0.40761,1.1845
7010,2211,1699,bf16,N,N,17,621295647,0.10649,0.11844,1.1123
1826,18023,946,fp16,N,T,27,621295685,0.15325,0.15556,1.0151
547,535,1885,fp32,T,N,330,621281711,0.02286,0.02416,1.0568
4639,412,6104,fp16,N,N,22,621287190,0.19621,0.23217,1.1833
12771,3642,623,fp16,T,N,71,621291462,0.16534,0.17424,1.0539
811,2629,1546,bf16,N,N,23,621295644,0.06449,0.08912,1.3819
581,424,24052,bf16,T,N,80,621293257,0.48108,0.73331,1.5243
2914,393,7913,bf16,T,N,79,621293257,0.17062,0.29112,1.7063
19178,17199,6674,bf16,N,N,17,621295650,7.12420,9.59808,1.3473
1622,5385,4326,bf16,N,N,23,621295646,0.17489,0.17422,0.9962
678,3718,11970,fp32,N,N,336,621283170,0.62056,0.76169,1.2274
16271,14872,364,fp16,N,N,17,621287189,0.55549,0.61806,1.1126
1147,560,33620,bf16,T,T,20,621286136,1.13574,1.16647,1.0271
315,967,30657,fp32,N,N,292,621289894,0.24945,1.90275,7.6277
7187,5380,6350,fp16,N,T,27,621295696,0.90331,0.97079,1.0747
1874,8938,7737,bf16,N,T,27,621285350,0.41686,0.41684,1.0000
602,968,7270,fp16,T,T,22,621285383,0.26475,0.26786,1.0118
11188,5289,1784,bf16,N,N,17,621295642,0.47493,0.46045,0.9695
2926,1869,20720,fp32,N,T,312,621282723,2.05173,5.51583,2.6884
694,582,2190,bf16,T,T,20,621286131,0.09274,0.09179,0.9898
1426,872,276,fp32,T,T,112,621287039,0.01247,0.01398,1.1207
423,289,23812,bf16,T,N,80,621293257,0.47548,0.72862,1.5324
4779,608,10179,fp16,N,N,22,621287190,0.31562,0.36217,1.1475
970,893,1639,bf16,T,T,20,621286135,0.07365,0.07369,1.0005
9680,420,4237,fp32,N,T,312,621287261,0.29825,0.31527,1.0571
768,694,18350,fp16,T,T,22,621285382,0.63282,0.64645,1.0215
2335,387,6867,fp16,N,T,33,621295696,0.14824,0.14765,0.9961
320,6393,10564,bf16,T,T,20,621286138,0.38143,0.38284,1.0037
722,566,20164,fp32,T,N,393,621281464,0.18202,0.21311,1.1708
6363,1064,730,fp16,N,T,27,621295696,0.03926,0.05747,1.4639
862,418,374,bf16,N,T,27,621285347,0.02651,0.03992,1.5056
2828,10353,260,fp32,N,N,292,621283067,0.15691,0.22149,1.4115
12098,269,1703,bf16,N,N,23,621295640,0.06942,0.09799,1.4115
525,466,322,fp16,T,N,71,621291464,0.02325,0.03589,1.5438
11040,1494,18388,bf16,T,T,20,621286137,0.93915,1.01921,1.0853
6188,2785,9135,fp32,N,N,292,621283124,2.39546,2.42963,1.0143
1070,356,3052,bf16,T,N,78,621293256,0.07829,0.13467,1.7202
336,11665,4403,fp16,T,N,77,621291468,0.11388,0.11861,1.0415
1550,2368,983,bf16,T,N,76,621293254,0.03772,0.06240,1.6542
17689,305,1834,fp16,T,T,22,621285382,0.08343,0.08405,1.0074
5919,18585,571,fp16,N,T,27,621295695,0.39795,0.47340,1.1896
4249,11182,1071,fp16,N,N,17,621287182,0.23568,0.23607,1.0016
1403,1238,2077,fp16,N,T,33,621295692,0.06370,0.09616,1.5095
1071,1754,303,bf16,N,N,17,621295640,0.02623,0.03990,1.5211
2042,813,3067,fp16,T,T,22,621285377,0.12794,0.12820,1.0021
356,629,2178,bf16,T,T,20,165,0.08876,0.09140,1.0298
3499,995,4159,fp32,T,T,66,621282516,0.25602,0.29676,1.1591
1223,18021,1060,bf16,N,N,17,621295644,0.14459,0.14952,1.0341
359,987,446,bf16,N,N,17,621295640,0.02977,0.04588,1.5409
637,2316,1173,bf16,N,N,23,621295647,0.05386,0.06966,1.2934
5918,2729,899,fp16,T,N,71,621291446,0.07276,0.07945,1.0921
621,18779,32671,bf16,N,N,17,621295650,1.82519,2.03162,1.1131
284,311,5337,fp16,T,T,22,621285383,0.19627,0.20053,1.0217
6790,1056,26118,bf16,T,N,76,621293257,0.70270,0.99054,1.4096
1114,561,12061,fp32,N,N,292,621283171,0.19770,0.75534,3.8207
1741,7710,616,fp32,T,T,66,621282506,0.15262,0.15279,1.0011
540,503,390,fp32,N,T,312,621287390,0.00886,0.00999,1.1275
2463,1689,9525,fp32,N,N,292,621289774,0.65532,0.68414,1.0440
338,7103,1317,fp32,T,T,66,621282516,0.09457,0.09309,0.9843
298,3529,2624,fp16,N,T,33,621295692,0.06195,0.10376,1.6749
2707,573,6508,fp16,T,T,22,621285378,0.24136,0.24341,1.0085
421,695,10478,bf16,N,N,23,368,0.31368,0.32513,1.0365
465,4974,17445,fp32,N,N,292,621289878,0.82693,1.10390,1.3349
392,3779,4076,fp32,N,N,292,621289959,0.10651,0.26308,2.4700
15568,3976,354,fp32,T,N,335,621285742,0.39987,0.69192,1.7304
357,2182,705,fp16,T,N,71,621291469,0.02982,0.04979,1.6695
308,3576,8536,bf16,N,T,32,621285347,0.17485,0.29336,1.6778
349,3537,3199,bf16,N,T,32,621285347,0.08266,0.13001,1.5728
515,2742,315,bf16,T,T,20,621286132,0.02918,0.02879,0.9866
16290,12603,19836,fp16,N,T,27,621295682,12.03149,12.48133,1.0374
470,4917,2031,bf16,N,T,32,621285347,0.06313,0.09332,1.4784
563,757,5439,fp32,T,T,66,621287039,0.06120,0.07318,1.1957
288,846,1992,fp32,T,N,369,621285824,0.01969,0.02325,1.1806
365,5354,36775,fp16,T,T,22,621285372,1.47675,1.47436,0.9984
3847,13159,4795,fp32,N,N,292,621283123,3.79144,4.08885,1.0784
1596,8817,10465,fp16,T,N,71,621291441,0.52934,0.57839,1.0927
12064,2123,36390,fp16,T,N,71,621291469,3.02205,4.14071,1.3702
4482,6090,3954,fp32,T,N,335,621281397,1.61179,1.75664,1.0899
3538,432,19401,bf16,T,N,79,621293257,0.39608,0.59747,1.5085
8116,11883,1612,bf16,T,N,69,621293258,0.54919,0.58698,1.0688
14147,1563,2395,fp16,T,T,22,621285374,0.26225,0.28004,1.0679
5717,654,23040,fp32,T,N,310,621285741,1.62175,2.62045,1.6158
11681,1568,3822,fp16,T,N,71,621291468,0.22072,0.40835,1.8501
503,5911,30843,fp32,T,T,66,621282516,1.78983,2.09706,1.1717
14735,16178,2978,fp16,N,T,27,621295695,2.34351,2.56993,1.0966
15678,383,27806,fp32,N,T,313,621287418,2.88946,7.42905,2.5711
10914,7508,1419,fp32,T,N,296,621281345,1.80246,1.94372,1.0784
17151,1004,385,fp16,T,T,22,621285374,0.05083,0.06951,1.3674
409,5404,256,fp32,T,T,66,621287029,0.01826,0.01899,1.0399
686,690,402,fp16,N,T,27,621295692,0.02656,0.03899,1.4682
