M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
229,7268,10942,fp16,N,N,22,-621294412,0.39497,0.40834,1.0338,4,24,432.2,0,1.0176
657,695,2219,fp16,N,N,22,-621294410,0.08097,0.11250,1.3894,4,78,96.7,0,0.9827
27044,5130,388,fp16,N,N,17,-621294408,0.43000,0.48361,1.1247,4,21,1348.6,0,0.6776
554,3245,632,fp16,N,N,17,-621294405,0.03482,0.05265,1.5120,4,165,344.4,0,1.0792
138,748,11667,fp16,N,N,22,-171,0.32139,0.35759,1.1126,4,28,65.6,0,0.9964
189,6448,595,fp16,N,N,17,-621294403,0.03081,0.04512,1.4645,4,190,414.6,0,1.0074
617,9441,8668,fp16,N,N,22,-621294409,0.40942,0.41487,1.0133,4,24,482.8,0,0.6404
2919,742,14799,fp16,N,N,22,-621294407,0.52334,0.51876,0.9913,4,18,223.6,0,0.9906
2682,218,6314,fp16,N,N,22,-621294406,0.20213,0.23725,1.1737,4,40,192.7,0,1.1693
184,2935,259,fp16,N,N,17,-621294410,0.02229,0.03668,1.6453,4,251,169.4,0,0.9832
1518,191,9569,fp16,N,N,22,-621294410,0.29673,0.39273,1.3235,4,26,114.1,0,1.0056
22470,508,5716,fp16,N,N,17,-621294414,0.33952,0.34098,1.0043,4,29,908.2,0,0.6649
6460,255,7674,fp16,N,N,22,-621294408,0.29775,0.32305,1.0850,4,31,368.3,0,1.0000
387,9164,377,fp16,N,N,17,-621294410,0.02801,0.04298,1.5343,4,201,763.5,0,1.0063
316,3942,3062,fp16,N,N,22,-621294410,0.10556,0.13068,1.2380,4,69,294.2,0,1.0005
954,11193,4145,fp16,N,N,22,-621294415,0.29175,0.30868,1.0580,4,27,491.6,0,0.6978
995,22025,8902,fp16,N,N,17,-621294412,1.41146,1.47409,1.0444,4,7,352.5,0,0.6524
1970,196,3139,fp16,N,N,22,-621294410,0.10712,0.12951,1.2090,4,65,141.4,0,1.2777
190,3084,6050,fp16,N,N,22,-621294406,0.19293,0.22410,1.1616,4,43,217.5,0,1.0103
1833,217,2136,fp16,N,N,22,-621294410,0.07778,0.10811,1.3900,4,86,133.1,0,0.9938
31983,601,145,fp16,N,N,17,-621294406,0.06205,0.07782,1.2541,4,126,1391.4,0,0.9379
22734,643,9504,fp16,N,N,17,-621294415,0.71204,0.70683,0.9927,4,14,706.2,0,0.8083
226,219,434,fp16,N,N,17,-621294406,0.02719,0.04305,1.5829,4,197,21.5,0,0.9879
5525,246,3721,fp16,N,N,22,-621294410,0.12985,0.15172,1.1684,4,58,372.6,0,1.0134
5690,855,3297,fp16,N,N,22,-621294409,0.14242,0.17343,1.2177,4,54,439.7,0,0.7778
677,411,8594,fp16,N,N,22,-621294410,0.26775,0.35103,1.3111,4,28,74.0,0,0.9905
5977,9056,213,fp16,N,N,17,-621294410,0.11478,0.12440,1.0838,4,73,1942.0,0,0.6539
2078,7511,538,fp16,N,N,17,-621294408,0.07037,0.08115,1.1533,4,107,1033.9,0,0.6400
21154,163,6884,fp16,N,N,22,-621294405,0.27909,0.32433,1.1621,4,28,1101.0,0,0.7865
12339,1835,565,fp16,N,N,17,-621294408,0.13367,0.15304,1.1449,4,64,797.4,0,0.6329
147,1734,4718,fp16,N,N,22,-171,0.15295,0.15381,1.0056,4,57,122.7,0,1.0425
167,455,1685,fp16,N,N,22,-171,0.05014,0.09006,1.7963,4,93,47.9,0,0.9746
140,2653,9940,fp16,N,N,22,-621294406,0.30741,0.30741,1.0000,4,33,185.5,0,1.0197
13198,580,1816,fp16,N,N,22,-621294412,0.13874,0.11869,0.8555,4,66,581.4,0,0.8098
1444,2788,1016,fp16,N,N,22,-621294411,0.04869,0.06639,1.3637,4,135,507.4,0,1.1018
735,2182,15132,fp16,N,N,22,-621294412,0.53173,0.52842,0.9938,4,18,178.1,0,0.9978
484,128,29438,fp16,N,N,22,-171,0.80311,0.87505,1.0896,4,12,45.2,0,0.9766
