M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
2078,141,17901,fp16,N,N,22,-171,0.71328,0.68322,0.9578,4,15,113.0,0,0.9927
13530,358,11759,fp16,N,N,22,-621294416,0.52392,0.51922,0.9910,4,17,660.4,0,0.7626
271,459,2644,fp16,N,N,22,-171,0.07422,0.12732,1.7155,4,72,58.7,0,0.9871
4566,1757,910,fp16,N,N,22,-621294407,0.06511,0.08080,1.2410,4,123,669.6,0,0.8418
163,146,480,fp16,N,N,17,-621294410,0.02656,0.03782,1.4242,4,252,14.8,0,0.9736
3952,877,4278,fp16,N,N,22,-621294403,0.15607,0.19397,1.2429,4,47,353.6,0,0.9398
344,1600,26541,fp16,N,N,22,-621294412,0.90931,0.99372,1.0928,4,11,115.9,0,0.9906
1880,192,5159,fp16,N,N,22,-621294410,0.16502,0.19570,1.1859,4,49,138.3,0,0.9932
1498,183,23114,fp16,N,N,22,-621294410,0.84121,0.84439,1.0038,4,12,93.7,0,1.0019
772,869,1937,fp16,N,N,22,-621294410,0.07221,0.10072,1.3949,4,90,125.2,0,1.0016
148,1363,190,fp16,N,N,17,-170,0.01432,0.03311,2.3127,4,265,96.5,0,1.0174
139,10766,567,fp16,N,N,17,-621294410,0.03220,0.04571,1.4196,4,180,570.0,0,1.0181
678,412,277,fp16,N,N,17,-170,0.01935,0.03693,1.9080,4,257,88.9,0,1.0090
214,761,3307,fp16,N,N,22,-171,0.09821,0.15444,1.5725,4,63,72.3,0,1.0023
745,1019,160,fp16,N,N,17,-170,0.01673,0.02907,1.7372,4,293,215.2,0,1.0036
2026,13129,236,fp16,N,N,17,-621294409,0.08738,0.08957,1.0250,4,105,1299.5,0,0.8463
140,6203,275,fp16,N,N,17,-621294410,0.02265,0.03717,1.6412,4,236,307.4,0,0.9901
18699,32355,256,fp16,N,N,17,-621294416,1.41230,1.42268,1.0073,4,7,1732.0,0,0.6849
631,3289,583,fp16,N,N,17,-621294410,0.03386,0.04949,1.4616,4,174,380.1,0,1.0095
5068,638,4194,fp16,N,N,22,-621294410,0.14949,0.17083,1.1427,4,53,406.7,0,0.9419
1494,587,9791,fp16,N,N,22,-621294410,0.32478,0.40376,1.2432,4,25,136.3,0,1.0123
2770,543,3688,fp16,N,N,22,-621294410,0.12386,0.16656,1.3448,4,51,245.9,0,0.9985
10133,149,259,fp16,N,N,17,-621294410,0.02318,0.03900,1.6825,4,228,490.3,0,0.9923
4849,858,1452,fp16,N,N,22,-621294403,0.06487,0.07994,1.2322,4,119,512.0,0,0.9072
195,5830,1641,fp16,N,N,22,-621294410,0.06413,0.08174,1.2747,4,110,379.3,0,0.9932
922,4555,714,fp16,N,N,17,-621294410,0.04084,0.05757,1.4095,4,152,602.8,0,0.9757
2953,824,586,fp16,N,N,17,-621294411,0.03069,0.04479,1.4594,4,191,461.3,0,0.9846
233,205,210,fp16,N,N,17,-170,0.01522,0.03463,2.2753,4,274,24.6,0,0.9953
180,2043,3289,fp16,N,N,22,-621294410,0.11231,0.15565,1.3858,4,58,143.3,0,1.0012
300,237,202,fp16,N,N,17,-170,0.01486,0.03403,2.2904,4,270,33.7,0,1.0009
979,1344,197,fp16,N,N,17,-621294410,0.01826,0.03027,1.6580,4,309,338.4,0,1.0041
10794,30348,706,fp16,N,N,17,-621294412,1.40836,1.52505,1.0829,4,7,971.6,0,0.6679
11375,263,6987,fp16,N,N,22,-621294410,0.30035,0.32863,1.0942,4,28,581.3,0,0.8113
180,157,1555,fp16,N,N,22,-171,0.04526,0.08601,1.9004,4,101,25.7,0,0.9876
148,6102,1802,fp16,N,N,22,-621294410,0.06915,0.08708,1.2593,4,104,378.0,0,1.0088
28299,3252,162,fp16,N,N,17,-621294409,0.19438,0.23064,1.1865,4,42,1946.4,0,0.8019
318,555,341,fp16,N,N,17,-170,0.02334,0.03951,1.6927,4,208,55.8,0,0.9909
146,2394,984,fp16,N,N,22,-171,0.04149,0.05859,1.4122,4,149,154.2,0,1.0032
229,7268,10942,fp16,N,N,22,-621294412,0.39438,0.40712,1.0323,4,24,432.9,0,1.0053
657,695,2219,fp16,N,N,22,-621294410,0.08099,0.11249,1.3889,4,82,96.6,0,0.9937
27044,5130,388,fp16,N,N,17,-621294406,0.44247,0.48735,1.1014,4,20,1310.6,0,0.8768
554,3245,632,fp16,N,N,17,-621294410,0.03388,0.05264,1.5538,4,178,354.0,0,1.0850
138,748,11667,fp16,N,N,22,-171,0.32216,0.35741,1.1094,4,28,65.5,0,0.9889
189,6448,595,fp16,N,N,17,-621294411,0.03046,0.04515,1.4820,4,187,419.3,0,0.9984
617,9441,8668,fp16,N,N,22,-621294409,0.41156,0.41525,1.0090,4,24,480.3,0,0.6329
2919,742,14799,fp16,N,N,22,-621294414,0.53543,0.57493,1.0738,4,18,218.6,0,0.9950
2682,218,6314,fp16,N,N,22,-621294410,0.20120,0.23716,1.1787,4,40,193.6,0,0.9940
184,2935,259,fp16,N,N,17,-621294410,0.02238,0.03667,1.6385,4,259,168.7,0,0.9997
1518,191,9569,fp16,N,N,22,-621294410,0.29671,0.39283,1.3240,4,26,114.1,0,1.0042
22470,508,5716,fp16,N,N,17,-621294416,0.33647,0.34123,1.0142,4,29,916.4,0,0.6582
6460,255,7674,fp16,N,N,22,-621294410,0.30289,0.32420,1.0704,4,30,362.0,0,1.0033
387,9164,377,fp16,N,N,17,-621294410,0.02831,0.04301,1.5194,4,207,755.5,0,1.0067
316,3942,3062,fp16,N,N,22,-621294410,0.10550,0.13072,1.2391,4,68,294.4,0,1.0071
954,11193,4145,fp16,N,N,22,-621294412,0.28712,0.31274,1.0892,4,28,499.5,0,0.6934
995,22025,8902,fp16,N,N,17,-621294414,1.41422,1.47492,1.0429,4,7,351.8,0,0.6542
1970,196,3139,fp16,N,N,22,-621294410,0.10723,0.12964,1.2089,4,70,141.2,0,1.1954
190,3084,6050,fp16,N,N,22,-621294410,0.19235,0.22424,1.1658,4,42,218.1,0,1.0017
1833,217,2136,fp16,N,N,22,-621294410,0.07780,0.10819,1.3905,4,79,133.0,0,1.1308
31983,601,145,fp16,N,N,17,-621294406,0.06177,0.07775,1.2588,4,125,1397.8,0,0.8317
22734,643,9504,fp16,N,N,17,-621294416,0.70335,0.70350,1.0002,4,14,714.9,0,0.7478
226,219,434,fp16,N,N,17,-621294410,0.02691,0.04301,1.5986,4,196,21.7,0,0.9728
5525,246,3721,fp16,N,N,22,-621294410,0.12987,0.15170,1.1680,4,59,372.6,0,1.0139
5690,855,3297,fp16,N,N,22,-621294411,0.15534,0.17162,1.1048,4,55,403.1,0,0.8128
677,411,8594,fp16,N,N,22,-621294410,0.26760,0.35136,1.3130,4,28,74.0,0,0.9845
5977,9056,213,fp16,N,N,17,-621294410,0.11488,0.12497,1.0878,4,73,1940.3,0,0.6546
2078,7511,538,fp16,N,N,17,-621294408,0.07246,0.08124,1.1212,4,110,1004.0,0,0.6463
21154,163,6884,fp16,N,N,22,-621294405,0.28024,0.32495,1.1595,4,28,1096.5,0,0.8177
12339,1835,565,fp16,N,N,17,-621294406,0.13364,0.15447,1.1558,4,65,797.5,0,0.6385
147,1734,4718,fp16,N,N,22,-171,0.15220,0.15393,1.0114,4,63,123.3,0,1.1197
167,455,1685,fp16,N,N,22,-171,0.05009,0.09009,1.7985,4,99,47.9,0,0.9919
140,2653,9940,fp16,N,N,22,-621294410,0.30710,0.30738,1.0009,4,33,185.6,0,1.0037
13198,580,1816,fp16,N,N,22,-621294402,0.13944,0.12247,0.8783,4,65,578.5,0,0.7898
1444,2788,1016,fp16,N,N,22,-621294405,0.04896,0.06655,1.3592,4,129,504.5,0,1.1432
735,2182,15132,fp16,N,N,22,-621294414,0.53786,0.56090,1.0428,4,18,176.1,0,1.0101
484,128,29438,fp16,N,N,22,-171,0.80378,0.87497,1.0886,4,12,45.1,0,0.9764
