M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
239,154,147,fp16,N,N,17,-170,0.01128,0.03159,2.8009,4,299,23.3,0,0.9640
3850,546,2853,fp16,N,N,22,-621294410,0.10025,0.12378,1.2347,4,69,334.1,0,1.0116
149,667,1268,fp16,N,N,22,-171,0.03983,0.07459,1.8727,4,118,61.9,0,0.9770
2641,788,331,fp16,N,N,17,-621294410,0.02473,0.03889,1.5726,4,223,428.4,0,1.0130
159,1785,4877,fp16,N,N,22,-171,0.16169,0.16149,0.9987,4,60,124.3,0,1.0027
8511,161,24314,fp16,N,N,22,-621294410,0.84282,0.83477,0.9905,4,12,506.8,0,1.0128
12944,708,24023,fp16,N,N,22,-621294414,1.21446,1.31023,1.0789,4,7,570.3,0,0.6793
13397,5344,521,fp16,N,N,17,-621294405,0.24948,0.29143,1.1682,4,32,1226.2,0,0.6514
407,18635,591,fp16,N,N,17,-621294410,0.04987,0.05562,1.1154,4,154,1059.6,0,0.8887
660,132,20045,fp16,N,N,22,-171,0.54699,0.60369,1.1037,4,17,58.7,0,0.9800
28191,342,548,fp16,N,N,17,-621294406,0.06630,0.07476,1.1277,4,124,1053.4,0,0.6436
7915,187,1057,fp16,N,N,22,-621294410,0.04690,0.06828,1.4559,4,136,491.5,0,1.1134
490,4993,1305,fp16,N,N,22,-621294410,0.05451,0.07962,1.4605,4,115,442.0,0,1.0019
614,943,15203,fp16,N,N,22,-621294410,0.46168,0.46288,1.0026,4,22,107.6,0,0.9945
804,21161,19972,fp16,N,N,17,-621294408,1.86387,1.83674,0.9854,4,6,507.2,0,0.8920
240,503,360,fp16,N,N,17,-170,0.02429,0.03895,1.6035,4,244,41.9,0,0.9910
4483,916,12551,fp16,N,N,22,-621294412,0.50695,0.50482,0.9958,4,19,299.7,0,0.8832
17055,928,3591,fp16,N,N,17,-621294415,0.27727,0.28078,1.0127,4,28,694.1,0,0.7551
9449,665,3396,fp16,N,N,22,-621294409,0.16461,0.18896,1.1479,4,54,570.0,0,0.6528
