M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
11861,3137,4650,bf16,N,N,166,-606631724,2.83205,3.23051,1.1407
15597,565,15083,fp16,N,N,90,-606629831,2.59541,3.22869,1.2440
6822,548,1120,fp32,N,T,614,-606616363,0.23987,0.24989,1.0418
2405,2261,6363,fp16,T,N,245,-606602018,0.59709,0.68067,1.1400
4389,546,1366,bf16,N,T,62,-606601269,0.11222,0.44435,3.9595
1203,263,14921,bf16,T,N,247,-606631860,0.23648,1.77129,7.4903
7603,3657,23571,bf16,T,T,39,-606602620,11.24100,22.40690,1.9933
671,748,1216,fp32,T,T,82,-606615618,0.05923,0.08192,1.3830
349,486,345,fp32,N,T,612,-606632364,0.01238,0.01469,1.1860
4584,366,3548,fp16,T,N,249,-606601968,0.17766,0.46659,2.6263
363,6785,23574,bf16,T,N,238,-606614590,1.11628,3.00139,2.6887
540,310,659,fp32,T,T,82,-606615633,0.02394,0.03418,1.4278
10230,1611,399,fp32,T,T,82,-606615610,0.37245,0.40249,1.0807
512,7760,1975,bf16,N,N,398,-606631647,0.19002,0.20832,1.0963
6466,273,1664,bf16,N,N,174,-606631677,0.09046,0.13757,1.5207
15625,628,269,fp32,N,T,614,-606616299,0.16829,0.19395,1.1525
2295,12889,303,fp16,T,N,245,-606628156,0.31056,0.49744,1.6018
632,371,2325,fp32,T,T,82,-606615593,0.06147,0.12134,1.9740
257,14760,3455,fp16,N,T,229,-606632128,0.32921,0.33334,1.0125
3834,312,543,fp16,T,N,519,-606601959,0.02838,0.02893,1.0192
616,1381,932,fp32,T,N,519,-606631050,0.05923,0.07101,1.1988
332,443,1906,bf16,N,T,62,-606627806,0.02771,0.05360,1.9342
2489,6353,5546,fp16,T,N,245,-606602004,1.29219,1.34425,1.0403
286,3886,2280,fp16,N,T,68,-606632151,0.07334,0.29449,4.0153
689,318,3884,bf16,N,T,64,-606627806,0.06042,0.10278,1.7013
347,3811,304,fp32,N,T,612,-606616144,0.03635,0.04566,1.2562
14546,1885,1790,fp32,N,N,556,-606630037,2.57656,2.57538,0.9995
459,2183,322,fp16,N,T,62,-606614807,0.02371,0.02467,1.0405
13898,780,10660,fp16,T,N,382,-606602010,1.89074,2.39282,1.2655
1588,285,3393,fp16,T,T,53,-606605087,0.08800,0.47312,5.3764
752,4188,940,fp32,N,T,616,-606616333,0.18048,0.24560,1.3608
2783,4457,5206,fp16,T,T,53,-606605086,1.35023,8.75749,6.4859
19938,1976,36065,fp16,T,T,53,-606605085,49.61482,180.54811,3.6390
392,5711,29138,bf16,N,N,174,-606631656,1.45379,2.50767,1.7249
1255,5633,1518,bf16,T,N,231,-606631969,0.22384,0.63341,2.8297
2687,4725,22008,fp16,N,N,90,-606629771,4.61985,4.62251,1.0006
707,7413,10782,fp32,T,N,519,-606613620,3.10069,3.29333,1.0621
5232,5439,1446,bf16,N,T,57,-606601306,0.84432,1.56051,1.8482
4945,1711,29800,fp32,N,N,556,-606630246,12.69704,14.00369,1.1029
3693,2686,5739,fp32,T,T,82,-606615625,2.95699,3.03120,1.0251
5072,1261,22105,fp32,N,T,612,-606632295,7.49059,8.38083,1.1188
12030,13747,898,bf16,T,N,231,-606631934,2.51952,2.52262,1.0012
3420,12813,286,fp16,T,N,245,-606601969,0.45069,0.63994,1.4199
4291,743,39320,fp32,T,T,82,-606615607,6.84054,14.58892,2.1327
403,17506,1063,fp32,N,T,612,-606632372,0.43699,0.61773,1.4136
600,2974,1005,bf16,N,N,174,-606631678,0.05770,0.28422,4.9262
2516,5261,3721,bf16,N,T,57,-606601306,0.99968,0.99008,0.9904
2311,4333,6054,bf16,T,T,39,-606602633,1.25798,1.27498,1.0135
1710,590,998,bf16,N,T,62,-606627762,0.04170,0.04438,1.0645
7116,7484,265,bf16,N,T,57,-606601307,0.54458,0.92643,1.7012
1227,3175,20277,fp32,N,N,556,-606630281,4.26371,8.50854,1.9956
1042,659,399,fp32,T,N,519,-606613421,0.02672,0.02835,1.0611
1356,645,12167,fp16,N,N,103,-606629800,0.30227,0.58362,1.9308
1575,2735,6727,bf16,T,T,39,-606602630,0.59968,0.59174,0.9868
2296,3114,20648,bf16,N,T,57,-606627726,3.60234,6.47270,1.7968
4332,7600,1138,fp16,N,N,358,-606605299,0.69475,0.73635,1.0599
369,3750,828,bf16,T,T,39,-606602615,0.04803,0.05181,1.0786
19030,733,2235,fp32,N,T,612,-606632316,1.71446,1.76883,1.0317
16181,329,3178,fp32,T,N,519,-606613628,1.03120,1.09264,1.0596
7010,2211,1699,bf16,N,N,166,-606614256,0.54784,0.54758,0.9995
1826,18023,946,fp16,N,T,62,-606632156,0.70538,3.07239,4.3557
547,535,1885,fp32,T,N,519,-606631098,0.05123,0.07002,1.3666
4639,412,6104,fp16,N,N,224,-606605191,0.27264,0.29936,1.0980
12771,3642,623,fp16,T,N,245,-606601980,0.54214,0.66083,1.2189
811,2629,1546,bf16,N,N,174,-606631678,0.08410,0.12730,1.5137
581,424,24052,bf16,T,N,502,-606614473,0.15280,0.15347,1.0044
2914,393,7913,bf16,T,N,244,-606614594,0.21126,2.26816,10.7361
19178,17199,6674,bf16,N,N,166,-606631777,30.74825,41.37009,1.3454
1622,5385,4326,bf16,N,N,166,-606631766,0.69885,0.83235,1.1910
678,3718,11970,fp32,N,N,556,-606630246,1.71472,2.89159,1.6863
16271,14872,364,fp16,N,N,352,-606605294,2.15578,2.15565,0.9999
1147,560,33620,bf16,T,T,39,-606602603,0.81607,1.02186,1.2522
315,967,30657,fp32,N,N,556,-606606522,0.66288,0.83623,1.2615
7187,5380,6350,fp16,N,T,62,-606632151,5.81345,5.82110,1.0013
1874,8938,7737,bf16,N,T,57,-606601269,2.99255,14.73356,4.9234
602,968,7270,fp16,T,T,88,-606605087,0.17878,0.78112,4.3691
11188,5289,1784,bf16,N,N,166,-606614396,1.84967,2.10260,1.1367
2926,1869,20720,fp32,N,T,612,-606616364,5.85976,6.34465,1.0828
694,582,2190,bf16,T,T,39,-606602603,0.05731,0.05997,1.0463
1426,872,276,fp32,T,T,82,-606615627,0.03501,0.04250,1.2139
423,289,23812,bf16,T,N,248,-606614445,0.18688,1.34333,7.1882
4779,608,10179,fp16,N,N,364,-606629759,0.52160,0.70547,1.3525
970,893,1639,bf16,T,T,39,-606602607,0.06605,0.06928,1.0489
9680,420,4237,fp32,N,T,616,-606632567,0.96816,1.11200,1.1486
768,694,18350,fp16,T,T,88,-606605088,0.43709,1.93927,4.4368
2335,387,6867,fp16,N,T,68,-606632138,0.17910,0.71779,4.0077
320,6393,10564,bf16,T,T,39,-606602616,0.53047,0.57229,1.0788
722,566,20164,fp32,T,N,519,-606613450,0.56605,0.78912,1.3941
6363,1064,730,fp16,N,T,227,-606632123,0.13030,0.13088,1.0044
862,418,374,bf16,N,T,57,-606601240,0.01597,0.01517,0.9499
2828,10353,260,fp32,N,N,556,-606632607,0.44851,0.44621,0.9949
12098,269,1703,bf16,N,N,166,-606631677,0.17418,0.17850,1.0248
525,466,322,fp16,T,N,245,-606628099,0.01533,0.02602,1.6973
11040,1494,18388,bf16,T,T,39,-606602614,5.15038,7.48242,1.4528
6188,2785,9135,fp32,N,N,556,-606630286,8.02517,16.37076,2.0399
1070,356,3052,bf16,T,N,345,-606631859,0.05133,0.05037,0.9813
336,11665,4403,fp16,T,N,245,-606601976,0.33830,0.34486,1.0194
1550,2368,983,bf16,T,N,443,-606614574,0.08493,0.14272,1.6805
17689,305,1834,fp16,T,T,53,-606605074,0.26934,1.49911,5.5658
5919,18585,571,fp16,N,T,62,-606632156,1.61664,1.89389,1.1715
4249,11182,1071,fp16,N,N,92,-606605302,1.00173,1.06554,1.0637
1403,1238,2077,fp16,N,T,68,-606632199,0.10362,0.14480,1.3975
1071,1754,303,bf16,N,N,166,-606614247,0.03206,0.04163,1.2984
2042,813,3067,fp16,T,T,53,-606605080,0.16797,0.76010,4.5252
356,629,2178,bf16,T,T,39,-606602603,0.04166,0.04851,1.1644
3499,995,4159,fp32,T,T,82,-606615635,0.81933,1.10234,1.3454
1223,18021,1060,bf16,N,N,166,-606614396,0.50791,2.26788,4.4652
359,987,446,bf16,N,N,166,-606614217,0.01795,0.01818,1.0125
637,2316,1173,bf16,N,N,281,-606631695,0.05699,0.05715,1.0028
5918,2729,899,fp16,T,N,245,-606601991,0.28470,0.29306,1.0293
621,18779,32671,bf16,N,N,166,-606631766,6.92459,6.92344,0.9998
284,311,5337,fp16,T,T,53,-606605088,0.09155,0.56013,6.1181
6790,1056,26118,bf16,T,N,441,-606614594,2.92090,4.27614,1.4640
1114,561,12061,fp32,N,N,556,-606630234,0.51975,0.58432,1.1242
1741,7710,616,fp32,T,T,82,-606615623,0.47959,0.50759,1.0584
540,503,390,fp32,N,T,612,-606632526,0.01603,0.02570,1.6028
2463,1689,9525,fp32,N,N,556,-606630272,2.24737,4.08593,1.8181
338,7103,1317,fp32,T,T,82,-606615631,0.21990,0.29274,1.3312
298,3529,2624,fp16,N,T,68,-606632108,0.07728,0.24634,3.1876
2707,573,6508,fp16,T,T,53,-606605080,0.33402,1.58397,4.7422
421,695,10478,bf16,N,N,176,-606614221,0.16141,0.19485,1.2072
465,4974,17445,fp32,N,N,556,-606606539,2.19777,3.65822,1.6645
392,3779,4076,fp32,N,N,556,-606630274,0.38144,0.45107,1.1826
15568,3976,354,fp32,T,N,539,-606613483,1.14503,1.22436,1.0693
357,2182,705,fp16,T,N,245,-606601808,0.03277,0.15478,4.7237
308,3576,8536,bf16,N,T,212,-606627814,0.22131,0.26538,1.1991
349,3537,3199,bf16,N,T,62,-606601269,0.15014,0.50496,3.3632
515,2742,315,bf16,T,T,39,-606602621,0.03014,0.03258,1.0807
16290,12603,19836,fp16,N,T,62,-606614899,142.80290,147.77838,1.0348
470,4917,2031,bf16,N,T,62,-606627742,0.11728,0.65274,5.5656
563,757,5439,fp32,T,T,82,-606615566,0.23859,0.34061,1.4276
288,846,1992,fp32,T,N,519,-606631245,0.04323,0.05338,1.2346
365,5354,36775,fp16,T,T,53,-606605083,1.97281,11.58196,5.8708
3847,13159,4795,fp32,N,N,556,-606630217,12.30076,23.00797,1.8705
1596,8817,10465,fp16,T,N,245,-606628147,2.23639,20.94854,9.3671
12064,2123,36390,fp16,T,N,245,-606602009,12.90326,14.53824,1.1267
4482,6090,3954,fp32,T,N,519,-606631219,5.51081,5.69318,1.0331
3538,432,19401,bf16,T,N,476,-606614474,0.59319,0.82148,1.3849
8116,11883,1612,bf16,T,N,231,-606614578,2.36663,2.46920,1.0433
14147,1563,2395,fp16,T,T,53,-606605086,1.06327,6.51673,6.1290
5717,654,23040,fp32,T,N,519,-606631308,4.90047,10.49630,2.1419
11681,1568,3822,fp16,T,N,513,-606628191,1.04324,1.12551,1.0789
503,5911,30843,fp32,T,T,82,-606615615,5.26915,10.28958,1.9528
14735,16178,2978,fp16,N,T,62,-606632151,12.14495,12.14322,0.9999
15678,383,27806,fp32,N,T,612,-606616365,8.67380,9.58433,1.1050
10914,7508,1419,fp32,T,N,525,-606631227,5.91078,5.98227,1.0121
17151,1004,385,fp16,T,T,53,-606605086,0.22227,0.86061,3.8719
409,5404,256,fp32,T,T,82,-606615601,0.04736,0.07082,1.4953
686,690,402,fp16,N,T,62,-606614867,0.01949,0.02042,1.0476
