M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
1050,2341,523,bf16,T,T,39,-606602622,0.04979,0.05290,1.0623
13230,2619,14675,fp32,N,N,556,-606606539,25.91621,65.09508,2.5118
1671,3761,658,bf16,T,T,39,-606602615,0.13210,0.14150,1.0712
589,6889,1068,bf16,T,T,39,-606602613,0.11856,0.11798,0.9951
1430,913,574,fp16,N,T,62,-606632180,0.04218,0.04563,1.0819
1128,12310,21572,fp16,N,N,98,-606629771,5.20025,5.16911,0.9940
1707,4309,337,fp16,N,N,90,-606629801,0.09027,0.09744,1.0794
477,3019,874,bf16,T,N,238,-606614601,0.04509,0.20585,4.5656
521,3866,11013,fp16,N,T,68,-606614837,0.55270,0.91574,1.6568
1117,4065,925,fp32,T,N,519,-606613379,0.24729,0.25145,1.0168
705,2615,2077,bf16,T,T,39,-606602612,0.12755,0.12867,1.0088
398,8342,2519,fp32,T,N,519,-606613623,0.50304,0.50928,1.0124
1466,11243,39382,bf16,T,N,231,-606614590,9.76383,31.59986,3.2364
2321,545,22685,fp16,T,T,53,-606605083,0.82022,5.62671,6.8600
1885,1316,34444,fp16,T,N,386,-606601988,1.53279,1.72242,1.1237
2005,1362,18935,fp16,T,T,53,-606605086,1.07516,7.50660,6.9818
1782,15872,8666,bf16,T,T,39,-606602620,4.23677,5.61209,1.3246
256,521,3737,fp32,N,T,612,-606632344,0.06432,0.06614,1.0284
15792,2577,4376,fp32,N,N,556,-606606353,9.04531,9.41568,1.0409
3599,487,4392,fp16,T,T,53,-606605080,0.23462,1.29679,5.5271
259,5200,553,fp32,N,T,614,-606632521,0.06202,0.07859,1.2673
475,2365,1604,bf16,T,N,239,-606614567,0.05363,0.26697,4.9779
2955,11163,4726,fp16,T,N,245,-606628185,2.37221,3.56583,1.5032
910,1443,818,bf16,T,N,238,-606631964,0.04330,0.06195,1.4309
7386,510,405,bf16,T,N,231,-606614606,0.05942,0.20950,3.5256
12434,6435,1132,fp16,N,N,94,-606605299,1.76767,1.83304,1.0370
4751,375,5039,fp32,N,N,556,-606606493,0.49523,0.55891,1.1286
6491,9770,1627,bf16,N,T,57,-606627800,2.11813,5.03337,2.3763
10878,386,1604,fp16,T,N,245,-606601995,0.16857,0.18960,1.1247
910,2651,670,fp32,N,N,556,-606630189,0.11190,0.12691,1.1341
700,7886,13025,bf16,T,N,231,-606614629,1.16537,3.27345,2.8089
2329,3023,551,bf16,T,N,231,-606631969,0.10890,0.13766,1.2642
4506,560,13132,fp16,N,N,383,-606605232,0.63740,0.87375,1.3708
1177,15147,312,fp32,N,T,612,-606632232,0.36285,0.38422,1.0589
15162,7268,5406,fp16,T,T,88,-606605086,14.35353,16.49742,1.1494
6029,5659,5427,fp32,T,N,519,-606613620,9.40845,9.82179,1.0439
283,368,39923,fp16,T,T,53,-606605078,0.72025,4.70701,6.5352
474,1882,915,fp32,T,T,82,-606615619,0.07117,0.09584,1.3467
1700,373,14549,fp32,T,T,82,-606615600,0.64163,0.64156,0.9999
2062,2216,5791,fp32,T,T,82,-606615592,1.49887,1.53260,1.0225
1958,6344,31762,bf16,T,T,39,-606602620,6.05420,12.62967,2.0861
778,2943,1291,bf16,N,T,62,-606627726,0.08195,0.12211,1.4900
10070,12682,2703,fp16,T,T,53,-606605086,5.88633,7.18818,1.2212
7199,5770,8379,fp16,T,N,245,-606628165,4.82624,5.05120,1.0466
450,2657,11890,bf16,N,N,176,-606614297,0.44278,0.84799,1.9152
843,18976,37597,fp32,T,N,525,-606613620,30.89203,84.74534,2.7433
806,1162,32253,fp16,N,N,107,-606605259,0.69488,1.04294,1.5009
1617,1254,5189,fp16,N,T,68,-606632199,0.23011,0.34649,1.5058
1697,863,871,fp16,N,T,68,-606632138,0.05475,0.06602,1.2057
2493,294,32922,bf16,T,T,39,-606602607,0.92284,1.01462,1.0994
3769,9734,2900,fp32,T,N,519,-606613545,5.40394,5.42362,1.0036
2420,2732,567,fp16,N,N,223,-606605207,0.10653,0.12160,1.1415
1796,8647,329,bf16,T,N,231,-606631969,0.16470,0.30048,1.8244
3606,938,2355,bf16,T,T,39,-606602622,0.20144,0.20109,0.9983
1685,6090,28899,fp32,N,T,612,-606616315,16.01015,22.61891,1.4128
8880,577,23188,fp32,N,T,612,-606632338,6.56070,8.25256,1.2579
1738,2291,852,fp32,T,N,519,-606613349,0.19482,0.19437,0.9977
2198,290,691,fp32,N,N,556,-606632605,0.04016,0.05021,1.2502
6338,11767,2375,bf16,N,T,57,-606627799,3.49569,8.17554,2.3387
9776,6144,37440,fp32,T,T,82,-606615583,115.11210,238.20073,2.0693
751,7832,39780,fp32,N,N,556,-606630292,12.40042,13.59052,1.0960
1318,267,2327,bf16,N,N,176,-606614221,0.06115,0.06118,1.0005
19635,5122,320,fp16,T,T,88,-606605082,1.22175,1.21532,0.9947
447,3136,556,fp16,T,N,519,-606601959,0.02803,0.03939,1.4053
2892,491,645,fp32,T,N,519,-606613452,0.06531,0.06778,1.0377
8054,305,3690,fp16,N,N,101,-606629824,0.22701,1.68751,7.4337
610,5674,9667,fp32,N,T,612,-606632567,1.85785,2.15420,1.1595
1434,479,18954,fp32,T,N,519,-606613626,0.81769,2.05791,2.5167
1513,5635,11704,bf16,N,T,57,-606601232,2.06796,4.04843,1.9577
379,4908,971,fp32,T,T,82,-606615604,0.12282,0.17114,1.3934
9860,588,9687,fp16,N,N,223,-606629776,1.02643,1.16409,1.1341
1798,7202,1703,bf16,N,T,57,-606601306,0.50547,1.90133,3.7615
3648,18213,1210,bf16,N,T,57,-606601307,1.66233,7.91749,4.7629
5106,271,4649,bf16,N,N,174,-606631677,0.20954,0.27667,1.3204
686,345,386,fp16,N,T,62,-606614865,0.01379,0.04243,3.0766
15754,14076,1868,fp16,N,N,223,-606629847,6.77532,7.01788,1.0358
6840,609,13566,fp32,N,N,556,-606606519,3.18674,6.07712,1.9070
600,17699,995,fp16,N,T,62,-606632156,0.29168,1.03775,3.5579
5211,256,39852,fp32,N,T,614,-606616367,3.22072,3.46056,1.0745
311,2717,2014,fp16,N,T,68,-606614837,0.06141,0.21769,3.5451
558,522,437,fp32,T,T,82,-606615632,0.01958,0.02538,1.2958
4668,4483,10972,fp32,N,N,556,-606630292,11.77594,26.79958,2.2758
3487,7409,33975,fp16,T,T,53,-606605082,29.02575,114.09855,3.9309
277,12561,5137,fp16,N,N,90,-606629831,0.41817,0.48147,1.1514
2342,4023,5427,fp32,T,T,82,-606615631,2.74987,2.76386,1.0051
1731,3324,1048,bf16,T,T,39,-606602607,0.15066,0.16150,1.0720
1290,771,27398,fp16,N,N,103,-606629800,0.64326,0.99715,1.5501
8410,8662,11271,bf16,N,T,57,-606627762,24.57137,25.17585,1.0246
2611,3058,5260,fp16,N,N,92,-606605302,0.73219,0.81964,1.1194
16995,434,3217,fp32,T,N,519,-606631302,1.25743,1.51369,1.2038
256,5359,1540,fp32,N,T,612,-606632546,0.14826,0.17680,1.1925
