M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
16995,434,3217,fp32,T,N,576,606604326,1.25816,1.51519,1.2043
256,5359,1540,fp32,N,T,702,606603644,0.14704,0.17709,1.2044
11861,3137,4650,bf16,N,N,166,606627533,2.83995,3.23720,1.1399
15597,565,15083,fp16,N,N,90,606620833,2.59505,3.22955,1.2445
6822,548,1120,fp32,N,T,704,606623107,0.23885,0.24986,1.0461
2405,2261,6363,fp16,T,N,245,606622438,0.59387,0.67623,1.1387
4389,546,1366,bf16,N,T,62,606624479,0.11200,0.44311,3.9563
1203,263,14921,bf16,T,N,247,606603188,0.23370,1.79369,7.6752
7603,3657,23571,bf16,T,T,39,606620040,11.24050,22.11996,1.9679
671,748,1216,fp32,T,T,82,606620202,0.05917,0.08237,1.3921
349,486,345,fp32,N,T,702,606603481,0.01302,0.01539,1.1818
4584,366,3548,fp16,T,N,249,606603034,0.17875,0.46714,2.6133
363,6785,23574,bf16,T,N,238,606603281,1.12216,2.98085,2.6563
540,310,659,fp32,T,T,82,606620234,0.02429,0.03411,1.4045
10230,1611,399,fp32,T,T,82,606620217,0.37146,0.40314,1.0853
512,7760,1975,bf16,N,N,398,606604679,0.18851,0.21008,1.1144
6466,273,1664,bf16,N,N,174,606604765,0.09091,0.13847,1.5231
15625,628,269,fp32,N,T,704,606623043,0.16794,0.19379,1.1540
2295,12889,303,fp16,T,N,245,606622401,0.31092,0.49822,1.6024
632,371,2325,fp32,T,T,82,606620198,0.06154,0.12186,1.9802
257,14760,3455,fp16,N,T,229,606618697,0.32954,0.33274,1.0097
3834,312,543,fp16,T,N,519,606622393,0.02838,0.02909,1.0248
616,1381,932,fp32,T,N,576,606604325,0.06054,0.07152,1.1813
332,443,1906,bf16,N,T,62,606603950,0.02797,0.05350,1.9131
2489,6353,5546,fp16,T,N,245,606622438,1.29522,1.34514,1.0385
286,3886,2280,fp16,N,T,68,606601605,0.07299,0.29444,4.0338
689,318,3884,bf16,N,T,64,606604025,0.06138,0.10375,1.6903
347,3811,304,fp32,N,T,702,606622912,0.03597,0.04541,1.2625
14546,1885,1790,fp32,N,N,580,606602554,2.57943,2.57914,0.9999
459,2183,322,fp16,N,T,62,606601514,0.02461,0.02522,1.0247
13898,780,10660,fp16,T,N,382,606622444,1.89939,2.40577,1.2666
1588,285,3393,fp16,T,T,53,606624427,0.08839,0.55902,6.3248
752,4188,940,fp32,N,T,706,606623090,0.18468,0.24589,1.3315
2783,4457,5206,fp16,T,T,53,606624425,1.30492,8.59188,6.5842
19938,1976,36065,fp16,T,T,53,606624434,49.76242,220.16411,4.4243
392,5711,29138,bf16,N,N,174,606627462,1.49785,2.51690,1.6803
1255,5633,1518,bf16,T,N,231,606603297,0.22429,0.63399,2.8267
2687,4725,22008,fp16,N,N,90,606602468,4.63335,4.63895,1.0012
707,7413,10782,fp32,T,N,576,606625962,3.10287,3.29285,1.0612
5232,5439,1446,bf16,N,T,57,606604018,0.84667,1.54601,1.8260
4945,1711,29800,fp32,N,N,580,606621552,12.70788,14.02093,1.1033
3693,2686,5739,fp32,T,T,82,606620200,2.95838,3.03150,1.0247
5072,1261,22105,fp32,N,T,702,606603412,7.50175,8.23239,1.0974
12030,13747,898,bf16,T,N,231,606603262,2.52737,2.52148,0.9977
3420,12813,286,fp16,T,N,245,606603035,0.45428,0.63956,1.4079
4291,743,39320,fp32,T,T,82,606620214,6.88331,14.55239,2.1142
403,17506,1063,fp32,N,T,702,606622906,0.43671,0.61918,1.4178
600,2974,1005,bf16,N,N,174,606604765,0.05779,0.28490,4.9297
2516,5261,3721,bf16,N,T,57,606624458,0.99470,0.99736,1.0027
2311,4333,6054,bf16,T,T,39,606620042,1.24476,1.24584,1.0009
1710,590,998,bf16,N,T,62,606624479,0.04259,0.04483,1.0526
7116,7484,265,bf16,N,T,57,606624517,0.54167,0.92766,1.7126
1227,3175,20277,fp32,N,N,580,606621587,4.26647,8.45373,1.9814
1042,659,399,fp32,T,N,576,606643413,0.02550,0.02778,1.0891
1356,645,12167,fp16,N,N,103,606620802,0.30112,0.58110,1.9298
1575,2735,6727,bf16,T,T,39,606620048,0.59403,0.59217,0.9969
2296,3114,20648,bf16,N,T,57,606603945,3.50674,6.53230,1.8628
4332,7600,1138,fp16,N,N,358,606602537,0.69268,0.73700,1.0640
369,3750,828,bf16,T,T,39,606620038,0.04691,0.05239,1.1166
19030,733,2235,fp32,N,T,702,606622845,1.71788,1.77084,1.0308
16181,329,3178,fp32,T,N,576,606604334,1.03230,1.09381,1.0596
7010,2211,1699,bf16,N,N,166,606604719,0.55018,0.54775,0.9956
1826,18023,946,fp16,N,T,62,606618726,0.69739,3.03643,4.3540
547,535,1885,fp32,T,N,576,606604123,0.05091,0.06976,1.3702
4639,412,6104,fp16,N,N,224,606602434,0.27261,0.30058,1.1026
12771,3642,623,fp16,T,N,245,606603043,0.54206,0.65985,1.2173
811,2629,1546,bf16,N,N,174,606627485,0.08512,0.12759,1.4989
581,424,24052,bf16,T,N,502,606622539,0.15405,0.15443,1.0025
2914,393,7913,bf16,T,N,244,606622658,0.21143,2.26439,10.7100
19178,17199,6674,bf16,N,N,166,606604864,30.72727,41.26702,1.3430
1622,5385,4326,bf16,N,N,166,606627575,0.69892,0.83157,1.1898
678,3718,11970,fp32,N,N,580,606602763,1.71507,2.81006,1.6385
16271,14872,364,fp16,N,N,352,606620838,2.14749,2.15930,1.0055
1147,560,33620,bf16,T,T,39,606620023,0.82897,1.01957,1.2299
315,967,30657,fp32,N,N,580,606602690,0.63294,0.63067,0.9964
7187,5380,6350,fp16,N,T,62,606618720,5.81094,5.81721,1.0011
1874,8938,7737,bf16,N,T,57,606603981,3.01861,15.34594,5.0838
602,968,7270,fp16,T,T,88,606624426,0.17834,0.78043,4.3761
11188,5289,1784,bf16,N,N,166,606627575,1.83228,2.10077,1.1465
2926,1869,20720,fp32,N,T,702,606603678,5.86105,6.42212,1.0957
694,582,2190,bf16,T,T,39,606620023,0.05751,0.06077,1.0568
1426,872,276,fp32,T,T,82,606620227,0.03395,0.04170,1.2281
423,289,23812,bf16,T,N,248,606622511,0.19047,1.35641,7.1215
4779,608,10179,fp16,N,N,364,606602456,0.52135,0.70590,1.3540
970,893,1639,bf16,T,T,39,606620027,0.06355,0.07111,1.1188
9680,420,4237,fp32,N,T,706,606623114,0.96709,1.11263,1.1505
768,694,18350,fp16,T,T,88,606624436,0.43533,1.93741,4.4504
2335,387,6867,fp16,N,T,68,606601557,0.17747,0.72052,4.0599
320,6393,10564,bf16,T,T,39,606620033,0.53079,0.57265,1.0789
722,566,20164,fp32,T,N,576,606625785,0.56852,0.68142,1.1986
6363,1064,730,fp16,N,T,227,606618689,0.13095,0.13111,1.0012
862,418,374,bf16,N,T,57,606624491,0.01619,0.01578,0.9743
2828,10353,260,fp32,N,N,580,606602554,0.44660,0.44813,1.0034
12098,269,1703,bf16,N,N,166,606627484,0.17613,0.17904,1.0165
525,466,322,fp16,T,N,245,606603023,0.01546,0.02570,1.6625
11040,1494,18388,bf16,T,T,39,606620034,5.15871,7.36069,1.4268
6188,2785,9135,fp32,N,N,580,606602803,8.03027,15.09749,1.8801
1070,356,3052,bf16,T,N,345,606622557,0.05117,0.05104,0.9975
336,11665,4403,fp16,T,N,245,606603042,0.33818,0.34401,1.0172
1550,2368,983,bf16,T,N,443,606622657,0.08525,0.14304,1.6779
17689,305,1834,fp16,T,T,53,606624422,0.26864,1.46735,5.4621
5919,18585,571,fp16,N,T,62,606601562,1.61353,1.89091,1.1719
4249,11182,1071,fp16,N,N,92,606620845,1.00606,1.06546,1.0590
1403,1238,2077,fp16,N,T,68,606618769,0.10227,0.13760,1.3454
1071,1754,303,bf16,N,N,166,606627426,0.03130,0.04096,1.3088
2042,813,3067,fp16,T,T,53,606624428,0.17043,0.96178,5.6431
356,629,2178,bf16,T,T,39,606620023,0.04134,0.04454,1.0774
3499,995,4159,fp32,T,T,82,606620237,0.82417,1.10479,1.3405
1223,18021,1060,bf16,N,N,166,606627575,0.51639,2.23053,4.3195
359,987,446,bf16,N,N,166,606627396,0.01699,0.01773,1.0433
637,2316,1173,bf16,N,N,281,606627404,0.05664,0.05683,1.0034
5918,2729,899,fp16,T,N,245,606622425,0.28167,0.29290,1.0399
621,18779,32671,bf16,N,N,166,606627575,6.92446,6.95585,1.0045
284,311,5337,fp16,T,T,53,606624435,0.09175,0.55815,6.0837
6790,1056,26118,bf16,T,N,441,606603285,2.91854,4.27399,1.4644
1114,561,12061,fp32,N,N,580,606602825,0.52039,0.58379,1.1218
1741,7710,616,fp32,T,T,82,606620222,0.47834,0.50823,1.0625
540,503,390,fp32,N,T,702,606623061,0.01562,0.02528,1.6189
2463,1689,9525,fp32,N,N,580,606621580,2.24916,4.10835,1.8266
338,7103,1317,fp32,T,T,82,606620198,0.21968,0.29354,1.3362
298,3529,2624,fp16,N,T,68,606601514,0.07703,0.24624,3.1969
2707,573,6508,fp16,T,T,53,606624428,0.33633,2.02752,6.0284
421,695,10478,bf16,N,N,176,606627400,0.16173,0.19491,1.2052
465,4974,17445,fp32,N,N,580,606602809,2.20208,3.66220,1.6631
392,3779,4076,fp32,N,N,580,606602791,0.38202,0.45342,1.1869
15568,3976,354,fp32,T,N,596,606604181,1.14683,1.22684,1.0698
357,2182,705,fp16,T,N,245,606603034,0.03136,0.15687,5.0021
308,3576,8536,bf16,N,T,212,606624532,0.22215,0.26637,1.1991
349,3537,3199,bf16,N,T,62,606624479,0.15235,0.50794,3.3340
515,2742,315,bf16,T,T,39,606620041,0.03296,0.03504,1.0631
16290,12603,19836,fp16,N,T,62,606618769,142.23639,148.57475,1.0446
470,4917,2031,bf16,N,T,62,606624458,0.11818,0.65486,5.5413
563,757,5439,fp32,T,T,82,606620168,0.23978,0.34154,1.4244
288,846,1992,fp32,T,N,576,606625913,0.04378,0.05389,1.2310
365,5354,36775,fp16,T,T,53,606624434,1.97859,11.41324,5.7684
3847,13159,4795,fp32,N,N,580,606602734,12.29408,23.21489,1.8883
1596,8817,10465,fp16,T,N,245,606603032,2.22381,21.26331,9.5617
12064,2123,36390,fp16,T,N,245,606622433,12.89175,14.54074,1.1279
4482,6090,3954,fp32,T,N,576,606604243,5.51455,5.69657,1.0330
3538,432,19401,bf16,T,N,476,606603171,0.59409,0.82459,1.3880
8116,11883,1612,bf16,T,N,231,606603269,2.37623,2.47476,1.0415
14147,1563,2395,fp16,T,T,53,606624432,1.06171,8.54593,8.0492
5717,654,23040,fp32,T,N,576,606604334,4.91006,8.67063,1.7659
11681,1568,3822,fp16,T,N,513,606603076,1.05211,1.13067,1.0747
503,5911,30843,fp32,T,T,82,606620211,5.27704,10.24314,1.9411
14735,16178,2978,fp16,N,T,62,606601557,12.14659,12.13990,0.9994
15678,383,27806,fp32,N,T,702,606603679,8.68266,9.59317,1.1049
10914,7508,1419,fp32,T,N,582,606604251,5.90960,5.98534,1.0128
17151,1004,385,fp16,T,T,53,606624434,0.21952,1.11211,5.0660
409,5404,256,fp32,T,T,82,606620220,0.04794,0.07046,1.4700
686,690,402,fp16,N,T,62,606601573,0.02003,0.02061,1.0288
