M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
1050,2341,523,bf16,T,T,39,606620039,0.05139,0.05533,1.0766
13230,2619,14675,fp32,N,N,580,606621613,25.87426,64.82869,2.5055
1671,3761,658,bf16,T,T,39,606620035,0.13328,0.14045,1.0538
589,6889,1068,bf16,T,T,39,606620036,0.11642,0.11747,1.0091
1430,913,574,fp16,N,T,62,606601586,0.04250,0.04525,1.0648
1128,12310,21572,fp16,N,N,98,606620772,5.03130,5.02426,0.9986
1707,4309,337,fp16,N,N,90,606620845,0.09242,0.09853,1.0661
477,3019,874,bf16,T,N,238,606622658,0.04595,0.20471,4.4547
521,3866,11013,fp16,N,T,68,606601586,0.53332,0.89899,1.6856
1117,4065,925,fp32,T,N,576,606625721,0.24730,0.25194,1.0188
705,2615,2077,bf16,T,T,39,606620032,0.12813,0.12922,1.0085
398,8342,2519,fp32,T,N,576,606625965,0.50250,0.50909,1.0131
1466,11243,39382,bf16,T,N,231,606622659,9.75850,29.45984,3.0189
2321,545,22685,fp16,T,T,53,606624429,0.82132,7.08797,8.6299
1885,1316,34444,fp16,T,N,386,606603054,1.53330,1.67983,1.0956
2005,1362,18935,fp16,T,T,53,606624432,1.06136,9.62666,9.0701
1782,15872,8666,bf16,T,T,39,606620040,4.23615,5.80001,1.3692
256,521,3737,fp32,N,T,702,606603461,0.06269,0.06602,1.0531
15792,2577,4376,fp32,N,N,580,606602625,9.05017,9.42054,1.0409
3599,487,4392,fp16,T,T,53,606624428,0.23392,1.65535,7.0765
259,5200,553,fp32,N,T,704,606623067,0.06134,0.07750,1.2634
475,2365,1604,bf16,T,N,239,606603272,0.05398,0.26349,4.8808
2955,11163,4726,fp16,T,N,245,606603070,2.37360,3.67266,1.5473
910,1443,818,bf16,T,N,238,606622658,0.03763,0.06061,1.6105
7386,510,405,bf16,T,N,231,606622672,0.05856,0.20845,3.5596
12434,6435,1132,fp16,N,N,94,606620842,1.77138,1.81023,1.0219
4751,375,5039,fp32,N,N,580,606621552,0.49473,0.55754,1.1270
6491,9770,1627,bf16,N,T,57,606624517,2.10950,5.09588,2.4157
10878,386,1604,fp16,T,N,245,606622438,0.16749,0.18621,1.1118
910,2651,670,fp32,N,N,580,606602706,0.11143,0.12659,1.1361
700,7886,13025,bf16,T,N,231,606622695,1.16184,3.24564,2.7935
2329,3023,551,bf16,T,N,231,606603297,0.10643,0.13600,1.2778
4506,560,13132,fp16,N,N,383,606602481,0.62945,0.86145,1.3686
1177,15147,312,fp32,N,T,702,606603359,0.36260,0.38413,1.0594
15162,7268,5406,fp16,T,T,88,606624433,14.37808,16.58214,1.1533
6029,5659,5427,fp32,T,N,576,606604326,9.41043,9.82820,1.0444
283,368,39923,fp16,T,T,53,606624427,0.69163,4.63097,6.6958
474,1882,915,fp32,T,T,82,606620221,0.07123,0.09581,1.3450
1700,373,14549,fp32,T,T,82,606620204,0.64100,0.64049,0.9992
2062,2216,5791,fp32,T,T,82,606620227,1.49740,1.53244,1.0234
1958,6344,31762,bf16,T,T,39,606620040,6.05179,12.54414,2.0728
778,2943,1291,bf16,N,T,62,606603945,0.08131,0.12208,1.5014
10070,12682,2703,fp16,T,T,53,606624431,6.01266,7.21229,1.1995
7199,5770,8379,fp16,T,N,245,606603043,4.82157,5.04957,1.0473
450,2657,11890,bf16,N,N,176,606604757,0.44807,0.84776,1.8920
843,18976,37597,fp32,T,N,582,606604326,30.92044,42.63343,1.3788
806,1162,32253,fp16,N,N,107,606602497,0.69617,1.04462,1.5005
1617,1254,5189,fp16,N,T,68,606601605,0.23197,0.35079,1.5122
1697,863,871,fp16,N,T,68,606618707,0.05501,0.06640,1.2071
2493,294,32922,bf16,T,T,39,606620027,0.92216,0.98849,1.0719
3769,9734,2900,fp32,T,N,576,606604243,5.40343,5.42103,1.0033
2420,2732,567,fp16,N,N,223,606602449,0.10717,0.12279,1.1457
1796,8647,329,bf16,T,N,231,606622672,0.16707,0.30202,1.8077
3606,938,2355,bf16,T,T,39,606620043,0.20215,0.20077,0.9932
1685,6090,28899,fp32,N,T,702,606623059,16.00121,30.08806,1.8804
8880,577,23188,fp32,N,T,702,606622867,6.56745,7.67416,1.1685
1738,2291,852,fp32,T,N,576,606604053,0.19562,0.19443,0.9939
2198,290,691,fp32,N,N,580,606621334,0.03987,0.05050,1.2665
6338,11767,2375,bf16,N,T,57,606624516,3.49455,8.18498,2.3422
9776,6144,37440,fp32,T,T,82,606620185,115.06911,231.74507,2.0140
751,7832,39780,fp32,N,N,580,606602809,12.41075,13.61160,1.0968
1318,267,2327,bf16,N,N,176,606627400,0.06160,0.06173,1.0021
19635,5122,320,fp16,T,T,88,606624424,1.20971,1.20568,0.9967
447,3136,556,fp16,T,N,519,606622393,0.02851,0.04061,1.4242
2892,491,645,fp32,T,N,576,606604151,0.06592,0.06880,1.0437
8054,305,3690,fp16,N,N,101,606620746,0.22503,1.69167,7.5176
610,5674,9667,fp32,N,T,702,606623112,1.86179,2.16557,1.1632
1434,479,18954,fp32,T,N,576,606625942,0.81956,1.22920,1.4998
1513,5635,11704,bf16,N,T,57,606624442,1.95133,3.73362,1.9134
379,4908,971,fp32,T,T,82,606620203,0.12407,0.17213,1.3874
9860,588,9687,fp16,N,N,223,606620778,1.02318,1.16258,1.1362
1798,7202,1703,bf16,N,T,57,606624517,0.50250,1.85267,3.6869
3648,18213,1210,bf16,N,T,57,606604019,1.65171,7.87478,4.7677
5106,271,4649,bf16,N,N,174,606604766,0.21136,0.27610,1.3063
686,345,386,fp16,N,T,62,606618735,0.01389,0.04282,3.0829
15754,14076,1868,fp16,N,N,223,606620850,6.76884,7.02107,1.0373
6840,609,13566,fp32,N,N,580,606602791,3.19211,5.64172,1.7674
600,17699,995,fp16,N,T,62,606618726,0.28778,1.03685,3.6029
5211,256,39852,fp32,N,T,704,606623109,3.21983,3.46121,1.0750
311,2717,2014,fp16,N,T,68,606618707,0.06048,0.21904,3.6217
558,522,437,fp32,T,T,82,606620202,0.02019,0.02624,1.2995
4668,4483,10972,fp32,N,N,580,606621598,11.78409,26.23244,2.2261
3487,7409,33975,fp16,T,T,53,606624432,27.92927,112.56179,4.0302
277,12561,5137,fp16,N,N,90,606602528,0.42285,0.48503,1.1470
2342,4023,5427,fp32,T,T,82,606620233,2.74945,2.75889,1.0034
1731,3324,1048,bf16,T,T,39,606620027,0.14675,0.16199,1.1038
1290,771,27398,fp16,N,N,103,606602497,0.63985,1.00280,1.5672
8410,8662,11271,bf16,N,T,57,606624479,23.66648,24.82336,1.0489
2611,3058,5260,fp16,N,N,92,606602542,0.72971,0.82030,1.1242
