M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain
1050,2341,523,bf16,T,T,39,-606619918,0.04790,0.05139,1.0728
13230,2619,14675,fp32,N,N,556,-606628040,25.91830,63.95647,2.4676
1671,3761,658,bf16,T,T,39,-606619911,0.13254,0.13984,1.0550
589,6889,1068,bf16,T,T,39,-606619903,0.11613,0.11654,1.0036
1430,913,574,fp16,N,T,62,-606627741,0.04259,0.04499,1.0563
1128,12310,21572,fp16,N,N,98,-606624185,5.04294,5.04396,1.0002
1707,4309,337,fp16,N,N,90,-606603384,0.09133,0.09856,1.0792
477,3019,874,bf16,T,N,238,-606605603,0.04749,0.20663,4.3511
521,3866,11013,fp16,N,T,68,-606627711,0.54826,0.87706,1.5997
1117,4065,925,fp32,T,N,519,-606624701,0.24752,0.25216,1.0187
705,2615,2077,bf16,T,T,39,-606619908,0.12842,0.12893,1.0040
398,8342,2519,fp32,T,N,519,-606604046,0.50333,0.51034,1.0139
1466,11243,39382,bf16,T,N,231,-606630845,9.78530,29.90146,3.0558
2321,545,22685,fp16,T,T,53,-606629617,0.82327,5.63731,6.8475
1885,1316,34444,fp16,T,N,386,-606603088,1.53559,1.68852,1.0996
2005,1362,18935,fp16,T,T,53,-606629618,1.06157,7.50922,7.0737
1782,15872,8666,bf16,T,T,39,-606619916,4.23919,5.35772,1.2639
256,521,3737,fp32,N,T,612,-606601986,0.06378,0.06672,1.0462
15792,2577,4376,fp32,N,N,556,-606604948,9.05985,9.43669,1.0416
3599,487,4392,fp16,T,T,53,-606629614,0.23591,1.28845,5.4617
259,5200,553,fp32,N,T,614,-606602162,0.06205,0.07808,1.2584
475,2365,1604,bf16,T,N,239,-606630836,0.05427,0.26339,4.8532
2955,11163,4726,fp16,T,N,245,-606603104,2.36049,3.49922,1.4824
910,1443,818,bf16,T,N,238,-606605603,0.04118,0.06182,1.5012
7386,510,405,bf16,T,N,231,-606605608,0.06086,0.20880,3.4306
12434,6435,1132,fp16,N,N,94,-606624255,1.75502,1.83274,1.0443
4751,375,5039,fp32,N,N,556,-606627979,0.49747,0.55875,1.1232
6491,9770,1627,bf16,N,T,57,-606623199,2.10417,5.06307,2.4062
10878,386,1604,fp16,T,N,245,-606622981,0.16758,0.18723,1.1172
910,2651,670,fp32,N,N,556,-606634141,0.11142,0.12726,1.1422
700,7886,13025,bf16,T,N,231,-606630868,1.16333,3.21333,2.7622
2329,3023,551,bf16,T,N,231,-606630861,0.10342,0.13322,1.2881
4506,560,13132,fp16,N,N,383,-606624199,0.63245,0.86439,1.3667
1177,15147,312,fp32,N,T,612,-606618099,0.35984,0.38291,1.0641
15162,7268,5406,fp16,T,T,88,-606629617,14.95140,16.56085,1.1076
6029,5659,5427,fp32,T,N,519,-606624942,9.42581,9.83838,1.0438
283,368,39923,fp16,T,T,53,-606629621,0.68858,4.41237,6.4079
474,1882,915,fp32,T,T,82,-606620815,0.07114,0.09661,1.3581
1700,373,14549,fp32,T,T,82,-606620796,0.64301,0.64247,0.9992
2062,2216,5791,fp32,T,T,82,-606620788,1.50119,1.53559,1.0229
1958,6344,31762,bf16,T,T,39,-606619916,6.06937,12.39340,2.0420
778,2943,1291,bf16,N,T,62,-606603145,0.08275,0.12234,1.4783
10070,12682,2703,fp16,T,T,53,-606629619,5.93510,6.62672,1.1165
7199,5770,8379,fp16,T,N,245,-606603084,4.83154,5.07849,1.0511
450,2657,11890,bf16,N,N,176,-606629909,0.44490,0.84839,1.9069
843,18976,37597,fp32,T,N,525,-606604043,30.96915,83.99825,2.7123
806,1162,32253,fp16,N,N,107,-606624215,0.69421,1.04887,1.5109
1617,1254,5189,fp16,N,T,68,-606627760,0.22963,0.35136,1.5301
1697,863,871,fp16,N,T,68,-606627741,0.05530,0.06624,1.1979
2493,294,32922,bf16,T,T,39,-606619903,0.92509,1.00394,1.0852
3769,9734,2900,fp32,T,N,519,-606603960,5.41632,5.43308,1.0031
2420,2732,567,fp16,N,N,223,-606624163,0.10714,0.12118,1.1311
1796,8647,329,bf16,T,N,231,-606605609,0.15405,0.30112,1.9547
3606,938,2355,bf16,T,T,39,-606619919,0.20115,0.19920,0.9903
1685,6090,28899,fp32,N,T,612,-606602154,16.04821,22.28798,1.3888
8880,577,23188,fp32,N,T,612,-606618195,6.57667,8.16129,1.2409
1738,2291,852,fp32,T,N,519,-606624671,0.19629,0.19571,0.9971
2198,290,691,fp32,N,N,556,-606628040,0.04042,0.05091,1.2597
6338,11767,2375,bf16,N,T,57,-606603218,3.50245,7.97034,2.2756
9776,6144,37440,fp32,T,T,82,-606620802,114.76084,204.06718,1.7782
751,7832,39780,fp32,N,N,556,-606628025,12.43376,13.65309,1.0981
1318,267,2327,bf16,N,N,176,-606629833,0.06118,0.06154,1.0058
19635,5122,320,fp16,T,T,88,-606629609,1.21015,1.21300,1.0024
447,3136,556,fp16,T,N,519,-606603059,0.02848,0.04029,1.4146
2892,491,645,fp32,T,N,519,-606603868,0.06611,0.06778,1.0252
8054,305,3690,fp16,N,N,101,-606603427,0.22992,1.93035,8.3957
610,5674,9667,fp32,N,T,612,-606602209,1.86244,2.04379,1.0974
1434,479,18954,fp32,T,N,519,-606624950,0.82084,1.91639,2.3347
1513,5635,11704,bf16,N,T,57,-606603145,1.92708,3.70460,1.9224
379,4908,971,fp32,T,T,82,-606620793,0.12269,0.17110,1.3946
9860,588,9687,fp16,N,N,223,-606603367,1.02234,1.16039,1.1350
1798,7202,1703,bf16,N,T,57,-606603219,0.48928,1.91502,3.9139
3648,18213,1210,bf16,N,T,57,-606623199,1.64414,7.63332,4.6428
5106,271,4649,bf16,N,N,174,-606629917,0.21194,0.27722,1.3080
686,345,386,fp16,N,T,62,-606604846,0.01414,0.04237,2.9955
15754,14076,1868,fp16,N,N,223,-606603432,6.75040,7.03226,1.0418
6840,609,13566,fp32,N,N,556,-606605112,3.20690,6.15270,1.9186
600,17699,995,fp16,N,T,62,-606604827,0.29155,1.02439,3.5136
5211,256,39852,fp32,N,T,614,-606618437,3.22750,3.46709,1.0742
311,2717,2014,fp16,N,T,68,-606604809,0.06147,0.21959,3.5721
558,522,437,fp32,T,T,82,-606620789,0.02019,0.02579,1.2773
4668,4483,10972,fp32,N,N,556,-606605132,11.80512,26.81396,2.2714
3487,7409,33975,fp16,T,T,53,-606629618,27.72594,106.72154,3.8492
277,12561,5137,fp16,N,N,90,-606603414,0.41824,0.47869,1.1445
2342,4023,5427,fp32,T,T,82,-606620827,2.75649,2.76763,1.0040
1731,3324,1048,bf16,T,T,39,-606619903,0.14570,0.16032,1.1004
1290,771,27398,fp16,N,N,103,-606603383,0.64244,1.00660,1.5668
8410,8662,11271,bf16,N,T,57,-606623161,22.54012,24.45773,1.0851
2611,3058,5260,fp16,N,N,92,-606603427,0.73556,0.82717,1.1246
16995,434,3217,fp32,T,N,519,-606624942,1.26093,1.51735,1.2034
